redump_title,title,localized_title,serial
Tomba! The Wild Adventures (Japan),Tomba! The Wild Adventures,トンバ！　ザ・ワイルドアドベンチャー,SLPS-02350
Tomba! The Wild Adventures (Japan) (Demo),,,SLPM-80476
Tomba! The Wild Adventures (Japan) (Demo),Tomba! The Wild Adventures (Demo),トンバ！　ザ・ワイルドアドベンチャー,PAPX-90096
"Tombi! (Europe) (En,Es,Pt,Sv,Da)",Tombi!,,SCES-01331
"Tombi! (Europe) (En,Es,Pt,Sv,Da) (Rev 1)",Tombi!,,SCES-01331
"Tombi! (Europe) (En,Fr,De,It,Nl)",Tombi!,,SCES-01330
Tombi! 2 - Contra los Cerdiablos (Spain),Tombi! 2 - Contra los cerdiablos,Tombi 2,SCES-02687
Tombi! 2 (Europe),Tombi! 2,,SCES-02147
Tombi! 2 (France),Tombi! 2,,SCES-02684
Tombi! 2 (Germany),Tombi! 2,,SCES-02685
Tombi! 2 (Italy),Tombi! 2,,SCES-02686
Tomica Town o Tsukurou! (Japan),Tomika Town o Tsukurou!,,SLPS-01935
"Tommi Maekinen Rally (Europe) (En,Fr,De,Es,Fi)",Tommi Maekinen Rally,,SLES-01228
"Tommi Maekinen Rally (Europe) (En,Fr,De,Es,Fi) (Demo)",Tommi Maekinen Rally (Demo),,SLED-01329
Tommi Maekinen Rally (Italy),Tommi Maekinen Rally,,SLES-01235
Tomoyasu Hotei - Stolen Song (Japan) (Demo 1),Tomoyasu Hotei - Stolen Song (Demo 1),布袋寅泰　～ストールンソング～,PCPX-96105
Tomoyasu Hotei - Stolen Song (Japan) (Demo 2),Tomoyasu Hotei - Stolen Song (Demo 2),布袋寅泰　～ストールンソング～,PCPX-96112
Tomoyasu Hotei - Stolen Song (Japan) (Disc 1),Tomoyasu Hotei - Stolen Song (Disc 1),布袋寅泰　～ストールンソング～ (DISC 1),SCPS-18009
Tomoyasu Hotei - Stolen Song (Japan) (Disc 1) (VPick Included),Tomoyasu Hotei - Stolen Song (Disc 1) (VPick Included),布袋寅泰　～ストールンソング～,SCPS-18007
Tomoyasu Hotei - Stolen Song (Japan) (Disc 2),Tomoyasu Hotei - Stolen Song (Disc 2),布袋寅泰　～ストールンソング～ (DISC 2),SCPS-18010
Tomoyasu Hotei - Stolen Song (Japan) (Disc 2) (VPick Included),Tomoyasu Hotei - Stolen Song (Disc 2) (VPick Included),布袋寅泰　～ストールンソング～,SCPS-18008
Tonde! Tonde! Diet - Stepper Action Game (Japan),Tonde! Tonde! Diet - Stepper Action Game,飛んで！飛んで！ダイエット　ステッパーアクションゲーム,SLPS-03347
Tondemo Crisis! (Japan),Tondemo Crisis!,とんでもクライシス！,SLPS-02113
Tondemo Crisis! (Japan) (Demo),Tondemo Crisis! (Demo),とんでもクライシス！,SLPM-80435
Tonka Space Station (USA),Tonka Space Station,,SLUS-01007
Tony Hawk's Pro Skater (Japan),,,SLPM-86943
Tony Hawk's Pro Skater (Japan),Tony Hawk's Pro Skater,トニー・ホークのプロ・スケーター,SLPM-86429
Tony Hawk's Pro Skater (USA),Tony Hawk's Pro Skater,,SLUS-00860
Tony Hawk's Pro Skater 2 (Australia) (Demo),Tony Hawk's Pro Skater 2 (Demo),,SLED-02879
Tony Hawk's Pro Skater 2 (Europe) (Demo),Tony Hawk's Pro Skater 2 (Demo),,SLED-03048
"Tony Hawk's Pro Skater 2 (Europe, Australia)",Tony Hawk's Pro Skater 2,,SLES-02908
Tony Hawk's Pro Skater 2 (France),Tony Hawk's Pro Skater 2,,SLES-02909
Tony Hawk's Pro Skater 2 (Germany),Tony Hawk's Pro Skater 2,,SLES-02910
Tony Hawk's Pro Skater 2 (Japan),Tony Hawk's Pro Skater 2,トニー・ホークのプロ・スケーター２,SLPM-86751
Tony Hawk's Pro Skater 2 (USA),Tony Hawk's Pro Skater 2,,SLUS-01066
Tony Hawk's Pro Skater 2 (USA) (Demo),Tony Hawk's Pro Skater 2 (Demo),,SLUS-90086
Tony Hawk's Pro Skater 3 (Europe),Tony Hawk's Pro Skater 3,,SLES-03645
Tony Hawk's Pro Skater 3 (Germany),Tony Hawk's Pro Skater 3,,SLES-03647
Tony Hawk's Pro Skater 3 (USA),Tony Hawk's Pro Skater 3,,SLUS-01419
Tony Hawk's Pro Skater 4 (Europe),Tony Hawk's Pro Skater 4,,SLES-03954
Tony Hawk's Pro Skater 4 (Germany),Tony Hawk's Pro Skater 4,,SLES-03955
Tony Hawk's Pro Skater 4 (USA),Tony Hawk's Pro Skater 4,,SLUS-01485
Tony Hawk's Skateboarding (Europe),Tony Hawk's Skateboarding,,SLES-02055
Tony Hawk's Skateboarding (Europe) (Demo),Tony Hawk's Skateboarding (Demo),,SLED-02054
Tonzura-kun (Japan),Tonzura-kun,トンズラくん,SLPS-00430
"Top Gun - Fire at Will! (Europe) (En,Fr,De,Es,It)",Top Gun - Fire at Will!,,SLES-00352
Top Gun - Fire at Will! (Japan),Top Gun - Fire at Will!,トッポガン　ファイヤー・アット・ウィル！,SLPS-00665
Top Gun - Fire at Will! (USA),Top Gun - Fire at Will!,,SLUS-00032
Top Shop (USA),Board Game - Top Shop,,SLUS-01333
Topolino e le Sue Avventure (Italy),Topolino e le Sue Avventure,,SCES-00248
ToPoLo (Japan),ToPoLo,トポロ,SLPS-00620
ToPoLo (Japan) (Demo),ToPoLo (Demo),トポロ,SLPM-80059
Tora! Tora! Tora! (Japan),,,SLPS-01697
Tora! Tora! Tora! (Japan),Tora! Tora! Tora!,トラ！トラ！トラ！,SLPS-00855
Toro Channel - Zoukangou nano nya! SCEI Nenmatsu Shinsaku Soft Information Movie Disc (Japan),Toro Channel - Zoukangou nano nya! SCEI Nenmatsu Shinsaku Soft Information Movie Disc,トロ☆Ｃｈａｎｎｅｌ　増刊号なのニャ！　～ＳＣＥＩ年末新作ソフトインフォメーション～　ムー　ビーディスク,PCPX-96188
Toshiba Emi Egg & Zutto Issho Demo Disc (Japan),Toshiba Emi Egg & Zutto Issho Demo Disc,「エッグ」「ずっといっしょ」,SLPM-80220
Toshinden 4 (Europe),Toshinden 4,,SLES-02493
Total Activision Demo (France),Total Activision Demo,,SLED-02023
"Total Drivin (Europe) (En,Fr,De,Es,It,Pt)",Total Drivin,,SLES-00307
Total Eclipse Turbo (Europe),Total Eclipse Turbo,,SLES-00046
Total Eclipse Turbo (Japan),Total Eclipse Turbo,トータルエクリプス　ターボ,SLPS-00105
Total Eclipse Turbo (USA),Total Eclipse Turbo,,SLUS-00021
Total NBA '96 (Europe),Total NBA '96,,SCES-00067
Total NBA '96 (Japan),Total NBA '96,トータルＮＢＡ＇９６,SIPS-60008
Total NBA '96 (Japan) (Demo),Total NBA '96 (Demo),,PCPX-96033
Total NBA '97 (Europe),Total NBA '97,,SCES-00623
Total NBA '97 (Japan),Total NBA '97,トータルＮＢＡ＇９７,SIPS-60015
Total NBA 98 (Europe),Total NBA 98,,SCES-01079
Total Play (France) (SLED-01872),Total Play (SLED-01872),,SLED-01872
Total Play (France) (SLED-02126),Total Play (SLED-02126),,SLED-02126
"Touge Max - Saisoku Drift Master (Japan, Asia)",,,SCPS-45006
"Touge Max - Saisoku Drift Master (Japan, Asia)",,,SLPS-91041
"Touge Max - Saisoku Drift Master (Japan, Asia)",Touge Max - Saisoku Drift Master,峠ＭＡＸ　～最速・ドリフト・マスター～,SLPS-00592
Touge Max 2 (Japan),Touge Max 2,峠ＭＡＸ２,SLPM-87093
Touge Max 2 (Japan),,,SLPS-91153
Touge Max 2 (Japan),,,SLPS-01574
Touge Max G (Japan),Touge Max G,峠ＭＡＸ　Ｇ,SLPS-02361
Touge Max G (Japan) (Demo),Touge Max G (Demo),峠ＭＡＸ　Ｇ,SLPM-80474
Touhaiden Akagi (Japan),Touhaiden Akagi,闘牌伝アカギ,SLPS-00187
Touhou Chinyuuki - Halfling Hearts (Japan),Touhou Chinyuuki - Halfling Hearts,東方珍遊記　～はーふりんぐ・はーつ！！～,SLPS-00557
Touki Denshou - Angel Eyes (Japan),Touki Denshou - Angel Eyes,闘姫伝承　ＡＮＧＥＬ　ＥＹＥＳ,SLPS-01168
Tour Party - Sotsugyou Ryokou ni Ikou (Japan),Tour Party - Sotsugyou Ryokou ni Ikou,ツアーパーティー　卒業旅行にいこう,SLPS-01167
Tournament Leader (Japan),,,SLPS-02004
Tournament Leader (Japan),Tournament Leader,トーナメント・リーダー,SLPS-00445
Toushinden - Card Quest (Japan),Toushinden - Card Quest,闘神伝　カードクエスト,SLPS-01113
Toushinden (Japan),Toushinden,闘神伝,SLPS-00025
Toushinden (Japan) (Rev 1),Toushinden,闘神伝,SLPS-00025
Toushinden Otanoshimi-Ban (Japan) (Demo),Toushinden Otanoshimi-Ban (Demo),闘神伝　おたのしみ版,SLPM-80001
Toushinden Subaru (Japan),Toushinden Subaru,闘神伝昴,SLPS-02022
Tower Dream 2 (Japan),Tower Dream 2,タワードリーム２,SLPS-01789
"Tower, The - Bonus Edition (Japan)",The Tower - Bonus Edition,,SLPS-00606
"Tower, The - Bonus Edition (Japan)",The Tower - Bonus Edition,高層ビルシミュレーション［ザ・タワー］　ボーナスエディション,SLPS-00508
Toyomaru Club Vol. 1 - CR Nanasy (Japan),Toyomaru Club Vol. 1 - CR Nanasy,豊丸倶楽部　Ｖｏｌ．１　～ＣＲナナシー～,SLPS-03242
Toyota Netz Racing (Japan),Toyota Netz Racing,ネッツ・レーシング,SLPM-80429
"Toys (Europe) (En,Fr,De)",Toys,,SLES-04127
Toys Dream (Japan),Toys Dream,トイズドリーム,SLPS-01704
Toys R Us - Attack of the Killer Demos! (USA),Toys R Us - Attack of the Killer Demos!,,SCUS-94397
Toys R Us - Interactive CD Sampler Disc (USA),Toys R Us - Interactive CD Sampler Disc,,SCUS-94371
Toys R Us Demo Disc (USA),Toys R Us Demo Disc,,SCUS-94266
Toys R Us Summer Demo Disc (USA),Toys R Us Summer Demo Disc,,SCUS-94611
Toys R Us Test Drive Promotion (USA),Toys R Us Test Drive Promotion,,SCUS-94190
Transformers - Beast Wars (Japan),,,SLPS-02208
Transformers - Beast Wars (Japan),Transformers - Beast Wars,トランスフォーマー　ビーストウォーズ,SLPS-01076
Transformers - Beast Wars Metals (Japan),Transformers - Beast Wars Metals,トランスフォーマー　ビーストウォーズメタルス,SLPS-02468
Transformers - Beast Wars Transmetals (USA),Transformers - Beast Wars Transmetals,,SLUS-01160
"Transport Tycoon (Europe) (En,Fr,De,Es,It)",Transport Tycoon,,SLES-00262
Transport Tycoon 3D - SL Kara Hajimeyou!! (Japan),Transport Tycoon 3D - Sl Kara Hajimeyou!!,トランスポートタイクーン３Ｄ　ＳＬからはじめよう！！,SLPS-00694
Trap Gunner (Japan),Trap Gunner,トラップガンナー,SLPS-01494
Trap Gunner (USA),Trap Gunner,,SLUS-00679
"Trap Runner (Europe) (En,Fr,De)",Trap Runner,,SLES-01628
"Trash It (Europe) (En,Fr,De,Es,It)",Trash It,,SLES-00256
Treasure Gear (Japan),Treasure Gear,トレジャーギア,SLPS-00819
Treasures of the Deep (Europe),Treasures of the Deep,,SCES-00850
Treasures of the Deep (France),Treasures of the Deep,,SCES-01070
Treasures of the Deep (Germany),Treasures of the Deep,,SCES-01071
Treasures of the Deep (Italy),Treasures of the Deep,,SCES-01072
Treasures of the Deep (Spain),Treasures of the Deep,,SCES-01073
Treasures of the Deep (USA),Treasures of the Deep,,SLUS-00430
Trick'n Snowboarder (Europe),Trick'n Snowboarder,,SLES-02304
Trick'n Snowboarder (USA),Trick'n Snowboarder,,SLUS-00979
Trickshot (Europe),Trickshot,,SLES-04062
Tricky Sliders - Freestyle Snowboard (Japan),Tricky Sliders - Freestyle Snowboard,トリッキー　スライダーズ,SLPS-01860
Triple Play 2000 (USA),Triple Play 2000,,SLUS-00827
Triple Play 2001 (USA),Triple Play 2001,,SLUS-01082
Triple Play 97 (Japan),Triple Play 97,トリプルプレイベースボール,SLPS-00682
Triple Play 97 (USA),Triple Play 97,,SLUS-00237
Triple Play 98 (Japan),Triple Play 98,メジャーリーグベースボール　ＴＲＩＰＬＥ　ＰＬＡＹ　９８,SLPS-00887
Triple Play 98 (USA),Triple Play 98,,SLUS-00465
Triple Play 99 (Japan),Triple Play 99,メジャーリーグベースボール　トリプルプレイ９９,SLPS-01621
"Triple Play 99 (USA) (En,Es)",Triple Play 99,,SLUS-00618
Triple Play Baseball (USA),Triple Play Baseball,,SLUS-01345
Triple Play Baseball 2000 (Europe),Triple Play Baseball 2000,,SLES-01791
Tripuzz (Japan),Tripuzz,トリパズ,SLPS-00911
TRL - The Rail Loaders (Japan),TRL - The Rail Loaders,ＴＲＬ　－Ｔｈｅ　Ｒａｉｌ　Ｌｏａｄｅｒｓ－,SLPS-02626
Tron ni Kobun (Japan),Tron ni Kobun - RockMan Dash Series [PlayStation the Best for Family],,SLPS-91203
Tron ni Kobun (Japan),Tron ni Kobun,トロンにコブン,SLPS-02108
Truck Racing (Europe),Truck Racing,,SLES-03953
Truck Rally (Europe),Truck Rally,,SLES-04128
True Love Story - Remember My Heart (Japan),True Love Story - Remember My Heart,トゥルー・ラブストーリー　～Ｒｅｍｅｍｂｅｒ　Ｍｙ　Ｈｅａｒｔ～,SLPS-01151
True Love Story (Japan),,,SLPS-91113
True Love Story (Japan),True Love Story,トゥルー・ラブストーリー,SLPS-00586
True Love Story 2 (Japan) (Disc 1),True Love Story 2 (Disc 1),トゥルーラブストーリー２ (DISC 1),SLPS-01743
True Love Story 2 (Japan) (Disc 2),True Love Story 2 (Disc 2),トゥルーラブストーリー２ (DISC 2),SLPS-01744
True Love Story 2 (Japan) (Disc 3),True Love Story 2 (Disc 3),トゥルーラブストーリー２ (DISC 3),SLPS-01745
True Love Story Fan Disc (Japan),True Love Story Fan Disc,トゥルーラブストーリー　ファンディスク,SLPS-02404
True Pinball (Europe),True Pinball,,SLES-00052
True Pinball (USA),True Pinball,,SLUS-00337
Trump Shiyou yo! (Japan),,,SLPS-02225
Trump Shiyou yo! (Japan),Trump Shiyou yo!,トランプしようよ！,SLPS-01440
Trump Shiyou yo! (Japan) (Fukkokuban),Trump Shiyou yo! (Fukkokuban),トランプ・しようよ！,SLPS-02612
Tsumu (Japan),Tsumu,つむ,SLPS-01746
Tsumu Light (Japan),Tsumu Light,つむ　ＬＩＧＨＴ,SLPS-02253
TsunTsun-gumi - Suuji de PuniPuni (Japan),TsunTsun-gumi - Suuji de PuniPuni,つんつん組　～すうじでぷにぷに～,SLPS-01602
TsunTsun-gumi 2 - MojiMoji Pakkun (Japan),TsunTsun-gumi 2 - MojiMoji Pakkun,つんつん組２　～もじもじぱっくん～,SLPS-01694
TsunTsun-gumi 3 - Kanji Vader (Japan),TsunTsun-gumi 3 - Kanji Vader,つんつん組３　～カンジベーダー～,SLPS-01839
Tsuri Baka Nisshi (Japan),Tsuri Baka Nisshi,釣りバカ日誌,SLPS-00440
Tsuridou - Keiryuu Mizuumi-hen (Japan),Tsuridou - Keiryuu Mizuumi-hen,釣道　渓流・湖編,SLPS-01752
Tsuridou - Umizuri-hen (Japan),Tsuridou - Umizuri-hen,釣道　海釣り編,SLPS-01139
Tsuridou - Umizuri-hen (Japan) (PlayStation the Best),Tsuridou - Umizuri-hen (PlayStation the Best),釣道　海釣り編,SLPS-91125
Tsuukai!! Slot Shooting (Japan),Tsuukai!! Slot Shooting,痛快！！スロット・シューティング,SLPS-00334
"Tunguska - Legend of Faith (Europe) (En,Fr,De,Es,It)",Tunguska - Legend of Faith,,SLES-03298
"Tunnel B1 (Europe) (En,Fr,De,Es,It)",Tunnel B1,,SLES-00322
Tunnel B1 (USA),Tunnel B1,,SLUS-00188
Tunnel B1 + X2 - No Relief + Break Point + Cheesy (Europe),Tunnel B1 + X2 - No Relief + Break Point + Cheesy,,SLED-00514
Turbo Prop Racing (USA),Turbo Prop Racing,,SCUS-94229
Turf Wind '96 - Take Yutaka Kyousouba Ikusei Game (Japan),Turf Wind '96 - Take Yutaka Kyousouba Ikusei Game,ターフウィンド＇９６　武豊　競走馬育成ゲーム,SLPS-00388
Turnabout (Europe),Turnabout,,SLES-04005
Turnabout (USA),Turnabout,,SLUS-01499
TV Animation X - Unmei no Sentaku (Japan),TV Animation X - Unmei no Sentaku,ＴＶ　Ａｎｉｍａｔｉｏｎ　エックス　～運命の選択～,SLPS-03459
Tweenies - Game Time (Europe),Tweenies - Game Time,,SLES-03412
Twilight Syndrome - Kyuumei-hen (Japan),Twilight Syndrome - Kyuumei-hen,トワイライトシンドローム　～究明編～,SLPS-00405
Twilight Syndrome - Kyuumei-hen (Japan),,,SLPS-01443
Twilight Syndrome - Saikai (Japan),,,SLPS-91466
Twilight Syndrome - Saikai (Japan),Twilight Syndrome - Saikai,トワイライトシンドローム　～再会～,SLPS-02850
Twilight Syndrome - Tansaku-hen (Japan),Twilight Syndrome - Tansaku-hen,トワイライトシンドローム　～探索編～,SLPS-00102
Twilight Syndrome - Tansaku-hen (Japan),,,SLPS-01442
Twilight Syndrome - The Memorize (Japan),Twilight Syndrome - The Memorize,トワイライトシンドローム　～メモリーズ～,SLPM-80035
Twilight Syndrome (Japan) (Demo),Twilight Syndrome (Demo),トワイライト・シンドローム,SLPM-80042
Twin Goddesses (Japan),Twin Goddesses,ツインゴッデス,SLPS-00018
"TwinBee RPG (Japan, Asia)",TwinBee RPG,ツインビーＲＰＧ,SCPS-45208
"TwinBee RPG (Japan, Asia)",,,SLPM-86077
TwinBee Taisen Puzzle-dama (Japan),TwinBee Taisen Puzzle-dama,ツインビー対戦ぱずるだま,SLPS-00015
Twins Story - Kimi ni Tsutaetakute... (Japan),Twins Story - Kimi ni Tsutaetakute...,ツインズ・ストーリー　～きみにつたえたくて…～,SLPS-02126
Twisted Metal - Small Brawl (USA),Twisted Metal - Small Brawl,,SCUS-94642
Twisted Metal - World Tour (Europe),Twisted Metal - World Tour,,SCES-00567
Twisted Metal (Europe),Twisted Metal,,SCES-00061
Twisted Metal (Japan),Twisted Metal,ツイステッド・メタル,SIPS-60007
Twisted Metal (USA),Twisted Metal,,SCUS-94304
Twisted Metal 2 (USA),Twisted Metal 2,,SCUS-94306
Twisted Metal 4 (USA),Twisted Metal 4,,SCUS-94560
Twisted Metal 4 (USA) (Demo),Twisted Metal 4 (Demo),,SCUS-94389
Twisted Metal 4 (USA) (Rev 1),Twisted Metal 4,,SCUS-94560
Twisted Metal EX - World Tour (Japan),Twisted Metal EX - World Tour,ツイステッド・メタルＥＸ,SIPS-60021
Twisted Metal III (USA),Twisted Metal III,,SCUS-94249
Twisted Metal III (USA) (Demo),Twisted Metal III (Demo),,SCUS-94378
Twisted Metal III (USA) (Rev 1),,,SCUS-94367
Twisted Metal III (USA) (Rev 1),Twisted Metal III,,SCUS-94249
Two Product Psygnosis Demo (Europe),Two Product Psygnosis Demo,,SCED-02540
Two-Ten Kaku (Japan),Two-Ten Kaku,通天閣,SLPS-00131
Tyco R-C - Assault with a Battery (USA),Tyco R-C - Assault with a Battery,,SLUS-01074
Tyco R-C - Assault with a Battery (USA) (Demo),Tyco R-C - Assault with a Battery (Demo),,SLUS-90085
U.P.P. (Japan),U.P.P.,Ｕ．Ｐ．Ｐ．,SLPS-01480
U.S. Navy Fighters (Japan),U.S. Navy Fighters,Ｕ．Ｓ．ネイビー・ファイターズ,SLPS-00994
"Ubik (Europe) (En,Fr,De)",Ubik,,SLES-00722
Uchi ni Pochi ga Yattekita in my Pocket (Japan),Uchi ni Pochi ga Yattekita in my Pocket,家にポチがやってきた　ｉｎ　ｍｙ　ｐｏｃｋｅｔ,SLPM-86190
Uchuu Goushouden - Bakuretsu Akindo (Japan),Uchuu Goushouden - Bakuretsu Akindo,爆裂商人　宇宙豪商伝,SLPS-00236
Uchuu no Rendezvous - Rama (Japan) (Disc 1),Uchuu no Rendezvous - Rama (Disc 1),宇宙のランデヴー～ＲＡＭＡ～ (DISC 1),SLPS-00826
Uchuu no Rendezvous - Rama (Japan) (Disc 2),Uchuu no Rendezvous - Rama (Disc 2),宇宙のランデヴー～ＲＡＭＡ～ (DISC 2),SLPS-00827
Uchuu Seibutsu Flopon-kun P! (Japan),Uchuu Seibutsu Flopon-kun P!,宇宙生物フロポン君Ｐ！,SLPS-00032
Uchuu Senkan Yamato - Eiyuu no Kiseki (Japan),Uchuu Senkan Yamato - Eiyuu no Kiseki,宇宙戦艦ヤマト　英雄の軌跡,SLPS-02952
Uchuu Senkan Yamato - Haruka naru Hoshi Iscandar (Japan),Uchuu Senkan Yamato - Haruka naru Hoshi Iscandar,宇宙戦艦ヤマト　遥かなる星イスカンダル,SLPS-01900
Uchuu Senkan Yamato - Haruka naru Hoshi Iscandar (Japan) (Rev 1),,,SLPS-03234
Uchuu Senkan Yamato - Haruka naru Hoshi Iscandar (Japan) (Rev 1),Uchuu Senkan Yamato - Haruka naru Hoshi Iscandar,宇宙戦艦ヤマト　遥かなる星イスカンダル,SLPS-01900
"UEFA Challenge (Europe) (En,Fr,De,Nl)",UEFA Challenge,,SLES-02806
"UEFA Challenge (Europe) (Fr,Es,It,Pt)",UEFA Challenge,,SLES-02807
UEFA Champions League - Saison 1998-99 (France),UEFA Champions League - Saison 1998-99,,SLES-01744
UEFA Champions League - Saison 1998-99 (Germany),UEFA Champions League - Saison 1998-99,,SLES-01745
UEFA Champions League - Season 1998-99 (Europe),UEFA Champions League - Season 1998-99,,SLES-01622
UEFA Champions League - Season 1999-2000 (Europe),UEFA Champions League - Season 1999-2000,,SLES-02577
UEFA Champions League - Season 1999-2000 (France),UEFA Champions League - Season 1999-2000,,SLES-02578
UEFA Champions League - Season 1999-2000 (Germany),UEFA Champions League - Season 1999-2000,,SLES-02579
UEFA Champions League - Season 1999-2000 (Italy),UEFA Champions League - Season 1999-2000,,SLES-02580
UEFA Champions League - Season 1999-2000 (Spain),UEFA Champions League - Season 1999-2000,,SLES-02581
UEFA Champions League - Season 2000-2001 (Europe),UEFA Champions League - Season 2000-2001,,SLES-03262
UEFA Champions League - Season 2000-2001 (France),UEFA Champions League - Season 2000-2001,,SLES-03280
UEFA Champions League - Season 2000-2001 (Germany),UEFA Champions League - Season 2000-2001,,SLES-03281
UEFA Champions League - Season 2000-2001 (Italy),UEFA Champions League - Season 2000-2001,,SLES-03282
UEFA Champions League - Season 2000-2001 (Spain),UEFA Champions League - Season 2000-2001,,SLES-03283
UEFA Champions League - Stagione 1998-99 (Italy),UEFA Champions League - Stagione 1998-99,,SLES-01746
UEFA Champions League - Temporada 1998-99 (Spain),UEFA Champions League - Temporada 1998-99,,SLES-01747
UEFA Euro 2000 (Europe),UEFA Euro 2000,,SLES-02704
UEFA Euro 2000 (France),UEFA Euro 2000,,SLES-02705
UEFA Euro 2000 (Germany),UEFA Euro 2000,,SLES-02706
UEFA Euro 2000 (Italy),UEFA Euro 2000,,SLES-02707
UEFA Euro 2000 (Spain),UEFA Euro 2000,,SLES-02708
"UEFA Striker (Europe) (En,Fr,De,Es,It,Nl)",UEFA Striker,,SLES-01733
UFC - Ultimate Fighting Championship (Japan),UFC - Ultimate Fighting Championship,ＵＦＣ－アルティメット　ファイティング　チャンピオンシップ,SLPM-86722
UFO - A Day in the Life (Japan),UFO - A Day in the Life,ＵＦＯ　～Ａ　ｄａｙ　ｉｎ　ｔｈｅ　ｌｉｆｅ～,SLPS-02032
Ugetsu Kitan (Japan),,,SLPS-02384
Ugetsu Kitan (Japan),Ugetsu Kitan,雨月奇譚,SLPS-00391
Uki Uki Tsuri Tengoku - Gyoshin Densetsu o Oe (Japan),Uki Uki Tsuri Tengoku - Gyoshin Densetsu o Oe,ウキウキ釣り天国　～魚神伝説を追え～,SLPS-02579
Uki Uki Tsuri Tengoku - Kawa Monogatari (Japan),Uki Uki Tsuri Tengoku - Kawa Monogatari,ウキウキ釣り天国　～川物語～,SLPS-01521
Uki Uki Tsuri Tengoku - Ningyo Densetsu no Nazo (Japan),Uki Uki Tsuri Tengoku - Ningyo Densetsu no Nazo,ウキウキ釣り天国　～人魚伝説の謎～,SLPS-00983
Uki Uki Tsuri Tengoku - Ningyo Densetsu no Nazo (Japan) (Dual Shock Edition),Uki Uki Tsuri Tengoku - Ningyo Densetsu no Nazo (Dual Shock Edition),ウキウキ釣り天国　～人魚伝説の謎～,SLPS-01571
Ultima Underworld - The Stygian Abyss (Japan),Ultima Underworld - The Stygian Abyss,ウルティマ　アンダーワールド,SLPS-00742
Ultima Underworld - The Stygian Abyss (Japan) (Rev 1),Ultima Underworld - The Stygian Abyss,ウルティマ　アンダーワールド,SLPS-00742
Ultimate 8 Ball (USA),Ultimate 8 Ball,,SLUS-00864
Ultimate Brain Games (Europe),Ultimate Brain Games,,SLES-04024
Ultimate Brain Games (USA),Ultimate Brain Games,,SLUS-01577
Ultimate Fighting Championship (Europe),Ultimate Fighting Championship,,SLES-02903
Ultimate Fighting Championship (USA),Ultimate Fighting Championship,,SLUS-01143
Ultimate Fighting Championship (USA) (Demo),Ultimate Fighting Championship (Demo),,SLUS-81143
Ultraman - Fighting Evolution (Japan),,,SLPS-91145
Ultraman - Fighting Evolution (Japan),Ultraman - Fighting Evolution,ウルトラマン　～ファイティング・エボリューション～,SLPS-01248
Ultraman - Fighting Evolution (Japan) (Demo),Ultraman - Fighting Evolution (Demo),ウルトラマン　～ファイティング・エボリューション～,SLPM-80218
Ultraman Tiga & Ultraman Dyna - Arata naru Futatsu no Hikari (Japan),Ultraman Tiga & Ultraman Dyna - Aratanaru Futatsu no Hikari,,SLPS-01455
Ultraman Zearth (Japan),Ultraman Zearth,ウルトラマンゼアス,SLPS-00652
"Um Jammer Lammy (Europe) (En,Fr,De,Es,It)",Um Jammer Lammy,,SCES-01753
Um Jammer Lammy (Japan),,,SCPS-91226
Um Jammer Lammy (Japan),Um Jammer Lammy,ウンジャマラミー,SCPS-18011
Um Jammer Lammy (Japan) (Demo),Um Jammer Lammy (Demo),ウンジャマラミー,PCPX-96150
Um Jammer Lammy (USA),Um Jammer Lammy,,SCUS-94448
Um Jammer Lammy (USA) (Demo),Um Jammer Lammy (Demo),,SCUS-94398
Umapoly (Japan),Umapoly,うまぽりぃ,SLPM-86403
Umezawa Yukari no Taikyoku Igo - Heisei Kiin II (Japan),Umezawa Yukari no Taikyoku Igo - Heisei Kiin II,梅沢由香里の対局囲碁　平成棋院２,SLPS-01767
Umi no Nushi-tsuri - Takarajima ni Mukatte (Japan),Umi no Nushi Tsuri - Takarajima ni Mukatte,,SLPS-02172
Umi no Nushi-tsuri - Takarajima ni Mukatte (Japan) (Demo),Umi no Nushi-tsuri - Takarajima ni Mukatte (Demo),海のぬし釣り　－宝島に向かって－,SLPM-80459
Umi no Oh! Yah! (Japan),Umi no Oh! Yah!,海のＯＨ！ＹＡＨ！,SLPS-01623
Umi no Oh! Yah! (Japan) (Demo),Umi no Oh! Yah! (Demo),海のＯＨ！ＹＡＨ！,SLPM-80322
Umihara Kawase Shun - Second Edition (Japan),Umihara Kawase Shun - Second Edition,海腹川背・旬～セカンドエディション～,SLPS-02549
Umihara Kawase Shun (Japan),Umihara Kawase Shun,海腹川背・旬,SLPS-00643
Undou Busoku Kaishou! Punch de Diet (Japan),Undou Busoku Kaishou! Punch de Diet,運動不足解消！　パンチＤＥダイエット,SLPS-03380
UnGro Walker (Japan),UnGro Walker,アングラ・ウォーカー,SLPM-87055
"Unholy War, The (Europe) (Demo)",The Unholy War (Demo),,SLED-01557
"Unholy War, The (Europe) (En,Fr,De,Es,It)",The Unholy War,,SLES-01300
"Unholy War, The (USA)",The Unholy War,,SLUS-00676
"Unholy War, The (USA) (Demo)",The Unholy War (Demo),,SLUS-90030
Universal Nuts (Japan),Universal Nuts,ユニバーサル・ナッツ,SLPS-01225
