redump_name,serial_1,serial_2,serial_3,serial_4,serial_5
Samba de Amigo (Japan),RVL-R3BJ-JPN,,,,
"Samba de Amigo (USA) (En,Fr,Es)",RVL-R3BE-USA,,,,
Samurai Shodown Anthology (Europe),RVL-RSSP-EUR,,,,
Samurai Shodown Anthology (USA),RVL-RSSE-USA,,,,
Samurai Spirits - 6beonui Seungbu (Korea),RVL-RSSK-KOR,,,,
Samurai Spirits - Rokuban Shoubu (Japan),RVL-RSSJ-JPN,,,,
"Samurai Warriors - Katana (Europe) (En,Fr,De)",RVL-RS5P-EUR,,,,
Samurai Warriors - Katana (USA),RVL-RS5E-USA,,,,
Samurai Warriors - Katana (USA) (Beta) (2007-10-26),,,,,
"Samurai Warriors 3 (Europe) (En,Fr,De,Es,It)",RVL-S59P-EUR-E0,,,,
"Samurai Warriors 3 (USA) (En,Fr,Es)",RVL-S59E-USA-E0,,,,
Sangokushi 11 with Power-Up Kit (Japan),RVL-R35J-JPN,,,,
Sangokushi 11 with Power-Up Kit (Japan) (Rev 1),RVL-R35J-JPN-1,,,,
Santa Claus Is Comin' to Town! (USA),RVL-SX5E-USA-B0,,,,
Satisfashion - Rock the Runway (USA),RVL-SS5E-USA-B0,,,,
Scarface - The World Is Yours (Australia),RVL-RSCU-AUS-B0,,,,
"Scarface - The World Is Yours (Europe) (En,Fr,Es,It)",RVL-RSCP-EUR,,,,
Scarface - The World Is Yours (Germany),RVL-RSCD-NOE,,,,
Scarface - The World Is Yours (USA),RVL-RSCE-USA,,,,
Scene It Bright Lights! Big Screen! (Canada),RVL-SSCX-CAN-B0,,,,
Scene It Bright Lights! Big Screen! (Europe),RVL-SSCP-UKV-B0,,,,
Scene It Bright Lights! Big Screen! (USA),RVL-SSCE-USA-B0,,,,
Scene It Ciak! Si Gira! (Italy),RVL-SSCI-ITA-B0,,,,
Scene It Estrellas en la Pantalla Gigante (Spain),RVL-SSCS-ESP-B0,,,,
Scene It Ganz grosses Kino! (Germany),RVL-SSCD-NOE-B0,,,,
Scene It Lumieres ! Action ! (France),RVL-SSCF-FRA-B0,,,,
"Scene It Twilight (Europe) (En,Fr,De,Es,It)",RVL-SCNP-EUR-B0,,,,
"Scene It Twilight (USA) (En,Fr,Es)",RVL-SCNE-USA-B0,,,,
Schlag den Raab - Das 2. Spiel (Germany),RVL-SCQD-GER-B0,,,,
Schlag den Raab - Das 3. Spiel (Germany),RVL-SUYD-GER-B0,,,,
Schlag den Raab (Germany),RVL-SSDD-NOE-B0,,,,
"Science Papa (Europe) (En,Fr,De,Es,It)",RVL-RZEP-EUR-B0,,,,
"Science Papa (USA) (En,Fr)",RVL-RZEE-USA-B0,,,,
"Scooby-Doo! and the Spooky Swamp (Europe) (En,Fr,De,Es,It)",RVL-SJ2P-EUR-B0,,,,
"Scooby-Doo! and the Spooky Swamp (USA) (En,Fr,Es)",RVL-SJ2E-USA-B0,,,,
"Scooby-Doo! First Frights (Europe) (En,Fr,De,Es,It)",RVL-RQNP-EUR-B0, RVL-RQNP-EUR-B1,,,
"Scooby-Doo! First Frights (USA) (En,Fr,Es)",RVL-RQNE-USA-B0,,,,
Score International Baja 1000 - The Official Game (USA),RVL-RJCE-USA,,,,
Score International Baja 1000 - World Championship Off Road Racing (Europe),RVL-RJCP-EUR-B0,,,,
"Scrabble Interactive (Europe) (En,Fr,Es)",RVL-RVHP-EUR-B0,,,,
SD Gundam - Gashapon Wars (Japan),RVL-SD9J-JPN-B0,,,,
SD Gundam - GGeneration Wars (Japan),RVL-R77J-JPN,,,,
SD Gundam - GGeneration World (Japan),RVL-SDJJ-JPN-B0,,,,
SD Gundam - Scad Hammers (Japan),RVL-RSDJ-JPN,,,,
"Sea Monsters - A Prehistoric Adventure (Europe) (En,Fr,De,Es,It)",RVL-RC7P-EUR,,,,
Sea Monsters - A Prehistoric Adventure (USA),RVL-RC7E-USA,,,,
"Secret Files - Tunguska (Europe) (En,Fr,De,Es,It)",RVL-RTUP-EUR,,,,
Secret Files - Tunguska (USA),RVL-RTUE-USA-B0,,,,
"Secret Files 2 - Puritas Cordis (Europe) (En,Fr,De,Es,It)",RVL-RZFP-EUR,,,,
"Secret Saturdays, The - Beasts of the 5th Sun (Europe) (En,Fr,De,Es,It)",RVL-R85P-EUR-B0,,,,
"Secret Saturdays, The - Beasts of the 5th Sun (USA) (En,Fr,Es)",RVL-R85E-USA-B0,,,,
"Sega Bass Fishing (Europe) (En,Fr,De,Es,It)",RVL-RBTP-EUR,,,,
Sega Bass Fishing (USA),RVL-RBTE-USA,,,,
"Sega Superstars Tennis (Europe) (En,Fr,De,Es,It)",RVL-RT5P-EUR,,,,
"Sega Superstars Tennis (USA) (En,Fr,Es)",RVL-RT5E-USA,,,,
"Sengoku Basara - Samurai Heroes (Europe) (En,Fr,De,Es,It)",RVL-SB3P-EUR-B0,,,,
"Sengoku Basara - Samurai Heroes (USA) (En,Fr,Es)",RVL-SB3E-USA-B0,,,,
Sengoku Basara 2 - Heroes - Double Pack (Japan) (Sengoku Basara 2 - Heroes),RVL-RBSJ-0-JPN,,,,
Sengoku Basara 2 - Heroes - Double Pack (Japan) (Sengoku Basara 2),RVL-RBSJ-1-JPN,,,,
Sengoku Basara 3 - Utage (Japan),RVL-S3HJ-JPN-B0,,,,
Sengoku Basara 3 (Japan),RVL-SB3J-JPN-B0,,,,
Sengoku Musou - Katana (Japan),RVL-RS5J-JPN,,,,
Sengoku Musou 3 - Moushouden (Japan),RVL-S5QJ-JPN-E0,,,,
Sengoku Musou 3 (Japan) (Rev 1),RVL-S59J-JPN-E0,,,,
Sesame Street - Cookie's Counting Carnival - The Videogame (Australia),RVL-SS4U-AUS-B0,,,,
Sesame Street - Cookie's Counting Carnival - The Videogame (USA),RVL-SS4E-USA-B0,,,,
Sesame Street - Elmo's A-to-Zoo Adventure - The Videogame (Australia),RVL-SS3U-AUS-B0,,,,
Sesame Street - Elmo's A-to-Zoo Adventure - The Videogame (USA),RVL-SS3E-USA-B0,,,,
"Sesame Street - Elmo's Musical Monsterpiece - The Videogame (USA) (En,Es)",RVL-SSSE-USA-B0,,,,
"Sesame Street - Ready, Set, Grover! The Videogame (Australia)",RVL-SESU-AUS-B0,,,,
"Sesame Street - Ready, Set, Grover! with Elmo - The Videogame (USA) (En,Es)",RVL-SESE-USA-B0,,,,
"Shadow's Tale, A (Europe) (En,Fr,De,Es,It)",RVL-SDWP-EUR-B0,,,,
Shakedown - Hawaii (Europe),RVL-SEVP-EUR-B0,,,,
Shanghai (Japan),RVL-RS8J-JPN,,,,
Shape Boxing - Wii de Enjoy Diet! (Japan),RVL-REKJ-JPN-1,,,,
Shape Boxing - Wii de Enjoy Diet! (Japan) (Rev 1),RVL-REKJ-JPN-1,,,,
Shape Boxing 2 - Wii de Enjoy Diet! (Japan),RVL-SHIJ-JPN-B0,,,,
Shape Boxing 2 - Wii de Enjoy Diet! (Japan) (Rev 1),RVL-SHIJ-JPN-B0,,,,
Sharuui Takoron (Japan),RVL-RTKJ-JPN,,,,
"Shaun White Skateboarding (Europe) (En,Fr,De,Es,It,Nl,Sv,No,Da)",RVL-SHNP-EUR-B0,,,,
"Shaun White Skateboarding (USA) (En,Fr,Es)",RVL-SHNE-USA-B0,,,,
"Shaun White Snowboarding - Road Trip (Europe) (En,Fr,De,Es,It)",RVL-RDFP-EUR, RVL-RDFP-EUR-B1,,,
Shaun White Snowboarding - Road Trip (USA) (Beta),,,,,
"Shaun White Snowboarding - Road Trip (USA) (En,Fr,Es)",RVL-RDFE-USA,,,,
"Shaun White Snowboarding - Road Trip (USA) (En,Fr,Es) (Target Limited Edition)",RVL-RW7E-USA,,,,
"Shaun White Snowboarding - World Stage (Europe, Australia) (En,Fr,De,Es,It)",RVL-R6NY-EUR-B0,,,,
Shaun White Snowboarding - World Stage (UK),RVL-R6NP-UKV-B0,,,,
"Shaun White Snowboarding - World Stage (USA) (En,Fr,Es)",RVL-R6NE-USA-B0,,,,
"Shawn Johnson Gymnastics (USA) (En,Fr,Es)",RVL-SJVE-USA-B0,,,,
"Sherlock Holmes - The Silver Earring (Europe) (En,Fr,De,Es,It)",RVL-SSHP-EUR-B0,,,,
Shikakui Atama o Maruku Suru. Wii (Japan),RVL-R4MJ-JPN,,,,
Shikigami no Shiro III (Japan),RVL-RS4J-JPN,,,,
"Shimano Extreme Fishing (Europe) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da)",RVL-R39P-EUR-B0,,,,
Shimano Xtreme Fishing (USA),RVL-R39E-USA-B0,,,,
Shin Chan - Las Nuevas Aventuras para Wii! (Spain),RVL-RC4S-ESP,,,,
Shin Chuuka Taisen - Michael to Meimei no Bouken (Japan),RVL-RTDJ-JPN,,,,
Shiren the Wanderer (USA),RVL-RFSE-USA-B0,,,,
Shiren the Wanderer (USA) (Beta),,,,,
Shonen Jump One Piece - Unlimited Adventure (USA),RVL-RIPE-USA,,,,
Shonen Jump One Piece - Unlimited Adventure (USA) (Beta),,,,,
"Showtime Championship Boxing (Europe) (En,Fr,De,Es,It)",RVL-RSYP-EUR,,,,
Showtime Championship Boxing (USA),RVL-RSYE-USA,,,,
"Sid Meier's Pirates! (Europe) (En,Fr,De,Es,It)",RVL-SIDP-EUR-B0,,,,
"Sid Meier's Pirates! (USA) (En,Fr,Es)",RVL-SIDE-USA-B0,,,,
"Silent Hill - Shattered Memories (Europe) (En,Fr,De,Es,It)",RVL-SHLP-EUR-B0,,,,
Silent Hill - Shattered Memories (Japan),RVL-R5WJ-JPN-B0,,,,
"Silent Hill - Shattered Memories (USA) (En,Fr,Es)",RVL-R5WE-USA-B0,,,,
"SimAnimals - Africa (Europe, Australia) (En,Fr,De,Nl,Pt)",RVL-R7AP-EUR-B0,,,,
SimAnimals - Africa (Japan),RVL-R7AJ-JPN-B0,,,,
"SimAnimals - Africa (USA) (En,Fr)",RVL-R7AE-USA-B0,,,,
"SimAnimals (Europe) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi)",RVL-R4AP-EUR,,,,
SimAnimals (Japan),RVL-R4AJ-JPN,,,,
"SimAnimals (USA) (En,Fr,Es)",RVL-R4AE-USA,,,,
"SimCity Creator (Australia) (En,Fr,De,Es,It,Nl) (Rev 1)",RVL-R4CP-AUS,,,,
SimCity Creator (Europe) (Beta) (2008-06-21),,,,,
"SimCity Creator (Europe) (En,Fr,De,Es,It,Nl)",RVL-R4CP-EUR,,,,
SimCity Creator (Japan),RVL-R4CJ-JPN,,,,
"SimCity Creator (USA) (En,Fr,Es)",RVL-R4CE-USA,,,,
SimCity Namanui Dosi (Korea),RVL-R4CK-KOR,,,,
"Simple 2000 Series Wii Vol. 1 - The Table Game - Mahjong, Igo, Shougi, Card, Hanafuda, Reversi, Gomoku Narabe (Japan)",RVL-RZ8J-JPN,,,,
Simple 2000 Series Wii Vol. 2 - The Party Game (Japan),RVL-RZ9J-JPN,,,,
Simple Wii Series Vol. 1 - The Minna de Kart Race (Japan),RVL-RZ2J-JPN,,,,
Simple Wii Series Vol. 2 - The Minna de Bass Tsuri Taikai (Japan),RVL-RZ3J-JPN,,,,
Simple Wii Series Vol. 3 - Asonde Oboeru - The Party Casino (Japan),RVL-RZ4J-JPN,,,,
Simple Wii Series Vol. 4 - The Shooting Action (Japan),RVL-RZ5J-JPN,,,,
Simple Wii Series Vol. 5 - The Block Kuzushi (Japan),RVL-RZ6J-JPN,,,,
Simple Wii Series Vol. 6 - The Wai Wai Combat (Japan),RVL-RZ7J-JPN,,,,
"Simpson, Les - Le Jeu (France)",RVL-RSNF-FRA,,,,
"Simpsons Game, The (Europe) (Es,It)",RVL-RSNX-EUS,,,,
"Simpsons Game, The (UK)",RVL-RSNP-UKV,,,,
"Simpsons Game, The (USA)",RVL-RSNE-USA,,,,
"Simpsons, Die - Das Spiel (Germany)",RVL-RSND-NOE,,,,
"Sims 2, The - Castaway (Europe) (Beta) (2007-08-20)",,,,,
"Sims 2, The - Castaway (Europe) (En,Fr,De,Es,It,Nl,Pt)",RVL-R42P-EUR, RVL-R42P-NOE,,,
"Sims 2, The - Castaway (Europe) (En,Fr,De,Es,It,Nl,Pt) (Rev 1)",RVL-R42P-EUR,,,,
"Sims 2, The - Castaway (USA)",RVL-R42E-USA,,,,
"Sims 2, The - Pets (Europe) (En,Fr,De,Es,It)",RVL-R4PP-EUR,,,,
"Sims 2, The - Pets (USA)",RVL-R4PE-USA,,,,
"Sims 3, The (Europe) (En,Fr,De,Es,It,Nl)",RVL-S3MP-EUR-B0,,,,
"Sims 3, The (USA) (Beta) (2010-07-13)",,,,,
"Sims 3, The (USA) (En,Fr,Es)",RVL-S3ME-USA-B0,,,,
Sin & Punishment - Star Successor (USA),RVL-R2VE-USA-B0,,,,
"Sin and Punishment - Successor of the Skies (Europe) (En,Fr,De,Es,It)",RVL-R2VP-EUR-B0,,,,
Sin Junghwa-daeseon - Michaelgwa Meimeiui Moheom (Korea),RVL-RTDK-KOR,,,,
"Sing 4 - The Hits Edition (Europe) (En,Fr,De,Es,It)",RVL-SSFP-EUR-B0,,,,
"Sing 4 - The Hits Edition (USA) (En,Fr,Es)",RVL-SIHE-USA-B0,,,,
"Six Flags Fun Park (USA) (En,Fr)",RVL-R6FE-USA,,,,
"Six Flags Fun Park (USA) (En,Fr) (Rev 1)",RVL-R6FE-USA-B0,,,,
"Skate City Heroes (Europe) (En,Fr,De,Es,It)",RVL-RHUP-EUR-B0,,,,
Skate City Heroes (USA),RVL-RHUE-USA,,,,
"Skate It (Europe) (En,Fr,De,Es,It,Nl)",RVL-RVSP-EUR,,,,
Skate It (Japan),RVL-RVSJ-JPN,,,,
Skate It (USA) (Beta) (2008-09-02),,,,,
"Skate It (USA) (En,Fr,Es)",RVL-RVSE-USA,,,,
"Ski and Shoot (USA) (En,Fr)",RVL-RUME-USA,,,,
Ski-Doo Snowmobile Challenge (USA) (Beta),,,,,
"Ski-Doo Snowmobile Challenge (USA) (En,Fr)",RVL-R87E-USA-B0,,,,
Sky Crawlers - Innocent Aces (Japan),RVL-RQRJ-JPN,,,,
"Sky Crawlers, The - Innocent Aces (Europe) (En,Fr,De,Es,It)",RVL-RQRP-EUR-B0,,,,
"Sky Crawlers, The - Innocent Aces (USA) (En,Fr,Es)",RVL-RQRE-USA-B0,,,,
"Skylanders - Giants (Brazil) (En,Es,Pt)",RVL-SKYY-USA-B0,,,,
"Skylanders - Giants (Europe) (De,Es,It)",RVL-SKYZ-EUZ-B0,,,,
"Skylanders - Giants (Europe) (En,Fr,Nl)",RVL-SKYP-EUR-B0,,,,
"Skylanders - Giants (Scandinavia) (Sv,No,Da,Fi)",RVL-SKYX-SCN-B0,,,,
"Skylanders - Giants (USA) (En,Fr)",RVL-SKYE-USA-B0,,,,
Skylanders - Spyro no Daibouken (Japan),RVL-SSPJ-JPN-B0,,,,
"Skylanders - Spyro's Adventure (Brazil) (En,Es)",RVL-SSPY-BRA-B0,,,,
"Skylanders - Spyro's Adventure (Europe) (En,Fr,De,Es,It,Nl) (Rev 1)",RVL-SSPP-EUR-B0,,,,
"Skylanders - Spyro's Adventure (Europe) (En,Fr,De,Es,It,Nl) (Rev 2)",RVL-SSPP-EUR-B1,,,,
"Skylanders - Spyro's Adventure (Europe, Australia) (En,Fr,De,Es,It,Nl) (Rev 3)",RVL-SSPP-EUR-B2,,,,
"Skylanders - Spyro's Adventure (Scandinavia) (Sv,No,Da,Fi) (Rev 1)",RVL-SSPX-SCN-B0,,,,
"Skylanders - Spyro's Adventure (Scandinavia) (Sv,No,Da,Fi) (Rev 2)",RVL-SSPX-SCN-B1,,,,
"Skylanders - Spyro's Adventure (Scandinavia) (Sv,No,Da,Fi) (Rev 3)",RVL-SSPX-SCN-B2,,,,
"Skylanders - Spyro's Adventure (USA) (En,Fr)",RVL-SSPE-USA-B0,,,,
"Skylanders - Spyro's Adventure (USA) (En,Fr) (Rev 1)",RVL-SSPE-USA-B1,,,,
"Skylanders - SuperChargers Racing (Europe) (En,Fr,De,Es,It,Nl,Sv,No,Da,Fi)",RVL-SKNP-EUR-B0,,,,
"Skylanders - SuperChargers Racing (USA) (En,Fr,Es,Pt)",RVL-SKNE-USA-B0,,,,
"Skylanders - Swap Force (Europe) (Es,It)",RVL-SVXI-EUZ-B0,,,,
"Skylanders - Swap Force (Europe) (Es,It) (Rev 1)",RVL-SVXI-EUZ-B0,,,,
"Skylanders - Swap Force (Europe) (Fr,Nl)",RVL-SVXF-FAH-B0,,,,
"Skylanders - Swap Force (Europe) (Fr,Nl) (Rev 1)",RVL-SVXF-FAH-B0,,,,
"Skylanders - Swap Force (Europe, Australia) (En,De)",RVL-SVXP-EUR-B0,,,,
"Skylanders - Swap Force (Europe, Australia) (En,De) (Rev 1)",RVL-SVXP-EUR-B0,,,,
"Skylanders - Swap Force (Latin America) (En,Fr,Es,Pt)",RVL-SVXX-LTN-E0,,,,
"Skylanders - Swap Force (Scandinavia) (Sv,No,Da,Fi)",RVL-SVXY-SCN-E0,,,,
"Skylanders - Swap Force (USA) (En,Fr)",RVL-SVXE-USA-B0,,,,
"Skylanders - Swap Force (USA) (En,Fr) (Rev 1)",RVL-SVXE-USA-B1,,,,
"Skylanders - Trap Team (Europe) (En,De) (Rev 1)",RVL-SK8P-EUR-B0,,,,
"Skylanders - Trap Team (Europe) (Es,It)",RVL-SK8I-EUZ-B0,,,,
"Skylanders - Trap Team (Europe) (Es,It) (Rev 1)",RVL-SK8I-EUZ-B0,,,,
"Skylanders - Trap Team (Europe) (Fr,Nl)",RVL-SK8D-FAH-B0,,,,
"Skylanders - Trap Team (Europe) (Fr,Nl) (Rev 1)",RVL-SK8D-FAH-B0,,,,
"Skylanders - Trap Team (Europe, Australia) (En,De)",RVL-SK8P-EUR-B0,,,,
"Skylanders - Trap Team (Latin America) (En,Fr,Es,Pt)",RVL-SK8X-LTN-E0,,,,
"Skylanders - Trap Team (Scandinavia) (Sv,No,Da,Fi)",RVL-SK8V-SCN-E0,,,,
"Skylanders - Trap Team (Scandinavia) (Sv,No,Da,Fi) (Rev 1)",RVL-SK8V-EUR-B0,,,,
"Skylanders - Trap Team (USA) (En,Fr)",RVL-SK8E-USA-B0,,,,
"Skylanders - Trap Team (USA) (En,Fr) (Rev 1)",RVL-SK8E-USA-B1,,,,
Skyscraper (Europe),RVL-R3KP-UKV-B1,,,,
"Sled Shred featuring the Jamaican Bobsled Team (USA) (En,Fr,Es)",RVL-R9YE-USA-B0,,,,
"Sleepover Party (USA) (En,Fr,Es)",RVL-R9LE-USA-B0,,,,
Smart Series Presents - Jaja's Adventure (USA),RVL-R67E-USA-B0,,,,
"Smarty Pants - Trivia Fun for Everyone! (Europe) (En,Fr,De,Es,It)",RVL-RP2P-FRA, RVL-RP2P-NOE,,,
Smarty Pants - Trivia Fun for Everyone! (USA),RVL-RP2E-USA,,,,
"Smiley World - Island Challenge (Europe) (En,Fr,De,Es,It)",RVL-RIDP-EUR,,,,
"Smiley World - Island Challenge (USA) (En,Fr,Es)",RVL-RIDE-USA-B0,,,,
"Smurfs 2, The (Europe) (En,Fr,De,Es,It,Nl,Sv,No,Da)",RVL-S2XP-EUR-B0,,,,
"Smurfs 2, The (USA) (En,Fr,Es)",RVL-S2XE-USA-B0,,,,
"Smurfs Party Pack, The (Europe) (En,Fr,De,Es,It,Nl,Sv,No,Da)",RVL-S7SP-EUR-B0,,,,
"Smurfs, The - Dance Party (Europe) (En,Fr,De,Es,It,Nl,Sv,No,Da)",RVL-SDUP-EUR-B0,,,,
"Smurfs, The - Dance Party (USA)",RVL-SDUE-USA-B0,,,,
"Smurfs, The - Dance Party (USA) (Toys R Us)",RVL-SDUX-USA-B0,,,,
"Sniper Elite (Europe) (En,Fr,De,Es,It)",RVL-SSNP-EUR-B0,,,,
"Sniper Elite (USA) (En,Fr,Es)",RVL-SSNE-USA-B0,,,,
SNK Arcade Classics Vol. 1 (Europe),RVL-RJZP-UKV,,,,
SNK Arcade Classics Vol. 1 (USA),RVL-RNCE-USA,,,,
"So Blonde - Back to the Island (Europe) (En,Fr,De,Es,It)",RVL-RVJP-EUR-B0,,,,
Solitaire & Mahjong (USA),RVL-RSOE-USA-B0,,,,
"Sonic & Sega All-Stars Racing (Europe) (En,Fr,De,Es,It)",RVL-R3RP-EUR-B0,,,,
"Sonic & Sega All-Stars Racing (USA) (En,Fr,Es)",RVL-R3RE-USA-B0,,,,
"Sonic and the Black Knight (Europe) (En,Ja,Fr,De,Es,It)",RVL-RENP-EUR,,,,
"Sonic and the Black Knight (USA) (En,Ja,Fr,De,Es,It)",RVL-RENE-USA, RVL-RENE-USA-B0,,,
"Sonic and the Secret Rings (Europe) (En,Ja,Fr,De,Es,It)",RVL-RSRP-EUR, RVL-RSRP-EUR-B0,,,
"Sonic and the Secret Rings (USA) (En,Ja,Fr,De,Es,It)",RVL-RSRE-USA,,,,
Sonic Colors (Japan),RVL-SNCJ-JPN-B0,,,,
"Sonic Colors (USA) (En,Ja,Fr,De,Es,It)",RVL-SNCE-USA-B0,,,,
"Sonic Colours (Europe) (En,Ja,Fr,De,Es,It)",RVL-SNCP-EUR-B0,,,,
Sonic Riders - Shooting Star Story (Japan),RVL-RS9J-JPN,,,,
"Sonic Riders - Zero Gravity (Europe) (En,Fr,De,Es,It)",RVL-RS9P-EUR,,,,
"Sonic Riders - Zero Gravity (USA) (En,Ja,Fr,De,Es,It)",RVL-RS9E-USA,,,,
"Sonic to Ankoku no Kishi (Japan) (En,Ja,Fr,De,Es,It)",RVL-RENJ-JPN,,,,
Sonic to Himitsu no Ring (Japan),RVL-RSRJ-JPN,,,,
Sonic to Himitsu no Ring (Japan) (Taikenban),RVL-DSRJ-JPN,,,,
"Sonic Unleashed (Europe) (En,Ja,Fr,De,Es,It)",RVL-RSVP-EUR,,,,
"Sonic Unleashed (USA) (En,Ja,Fr,De,Es,It)",RVL-RSVE-USA,,,,
Sonic World Adventure (Japan),RVL-RSVJ-JPN,,,,
Soul Eater - Monotone Princess (Japan),RVL-RSEJ-JPN,,,,
"Soulcalibur Legends (Europe) (En,Fr,De,Es,It)",RVL-RSLP-EUR,,,,
Soulcalibur Legends (Japan),RVL-RSLJ-JPN,,,,
Soulcalibur Legends (Korea),RVL-RSLK-KOR,,,,
Soulcalibur Legends (USA),RVL-RSLE-USA,,,,
"Space Camp (Europe) (En,Fr,De,Es,It)",RVL-RIYP-EUR,,,,
"Space Camp (USA) (En,Fr)",RVL-RIYE-USA,,,,
"Space Chimps (Europe) (En,Es)",RVL-RP9X-EUU,,,,
"Space Chimps (Europe) (En,Fr,De,Es,It)",RVL-RP9P-EUR,,,,
"Space Chimps (USA) (En,Fr)",RVL-RP9E-USA,,,,
Space Station Tycoon (USA) (Proto) (2007-07-07),,,,,
"Spaghetti Western Shooter (Europe) (En,Fr,De,Es,It)",RVL-SPHP-EUR-B0,,,,
"Spectrobes - Origins (Europe) (En,Fr,De,Es,It,Nl)",RVL-RXXP-EUR-B0,,,,
Spectrobes - Origins (USA),RVL-RXXE-USA-B0,,,,
"Speed (Europe) (En,Fr,De,Es,It,Nl)",RVL-SPEP-EUR-B0,,,,
"Speed (USA) (En,Fr,Es)",RVL-SPEE-USA-B0,,,,
"Speed 2 (Europe) (En,Fr,De,Es,It,Nl)",RVL-SQPP-EUR-B0,,,,
"Speed Racer - The Videogame (Europe) (En,Fr,De,Es,It,Nl)",RVL-R3PP-EUR,,,,
"Speed Racer - The Videogame (USA) (En,Fr,Es,Pt)",RVL-R3PE-USA,,,,
Speed Racer (Japan),RVL-R3PJ-JPN,,,,
Speed Zone (USA),RVL-RZSE-USA-B0,,,,
"Spellbound Party (Europe) (En,Fr,De,Es,It)",RVL-SPBP-EUR-B0,,,,
"Spider-Man - Edge of Time (Europe) (En,Fr,De,Es,It)",RVL-SQMP-EUR-B0,,,,
"Spider-Man - Edge of Time (USA) (En,Fr)",RVL-SQME-USA-B0,,,,
Spider-Man - Friend or Foe (Europe),RVL-RFOP-UKV,,,,
"Spider-Man - Friend or Foe (Europe) (Fr,De,Es,It)",RVL-RFOX-EUR,,,,
Spider-Man - Friend or Foe (USA),RVL-RFOE-USA,,,,
"Spider-Man - Shattered Dimensions (Europe) (En,Fr,De,Es,It)",RVL-SPDP-EUR-B0,,,,
Spider-Man - Shattered Dimensions (USA),RVL-SPDE-USA-B0,,,,
"Spider-Man - Web of Shadows (Europe) (En,Fr,De,Es,It)",RVL-R3SP-EUR, RVL-R3SP-EUR-B0,,,
"Spider-Man - Web of Shadows (USA) (En,Fr)",RVL-R3SE-USA,,,,
"Spider-Man 3 (Europe) (Fr,De,Es,It)",RVL-RS3X-EUR,,,,
Spider-Man 3 (Europe) (Rev 1),RVL-RS3P-UKV,,,,
Spider-Man 3 (Japan),RVL-RS3J-JPN,,,,
Spider-Man 3 (USA),RVL-RS3E-USA,,,,
"Spiderwick Chronicles, The (Europe) (En,Fr,De,Es,It)",RVL-R48P-EUR,,,,
"Spiderwick Chronicles, The (USA)",RVL-R48E-USA,,,,
"Spirit of the Wolf, The (France) (En,Fr)",RVL-SLPP-EUR-B0,,,,
Spore - Kimi ga Tsukuru Hero (Japan),RVL-RQOJ-JPN-B0,,,,
"Spore Hero (Europe) (En,Fr,De,Es,It,Nl,Sv,Da)",RVL-RQOP-EUR-B0,,,,
"Spore Hero (USA) (En,Fr,Es)",RVL-RQOE-USA-B0,,,,
"Sports Island (Europe) (En,Fr,De,Es,It)",RVL-RDXP-EUR,,,,
"Sports Island 2 (Europe) (En,Fr,De,Es,It)",RVL-R2SP-EUR-B0,,,,
"Sports Island 3 (Europe) (En,Fr,De,Es,It)",RVL-S3DP-EUR-B0,,,,
Sports Party (Europe),RVL-RSUP-UKV, RVL-RSUP-UKV-B0,,,
"SPRay (Europe) (En,Fr,De,Es,It)",RVL-RYIP-EUR-B0,,,,
SPRay (USA),RVL-RYIE-USA,,,,
SPRay (USA) (Beta),,,,,
"Springdale (Scandinavia) (En,Sv,No,Da,Fi)",RVL-SPKX-SCN-B0,,,,
"Sprint Cars (Europe) (En,Fr,De,Es,It)",RVL-SN8P-EUR-B0,,,,
"Spy Fox in Dry Cereal (Europe) (En,Fr,De,Nl)",RVL-RDLP-EUR,,,,
Spy Fox in Dry Cereal (USA),RVL-RDLE-USA,,,,
Spy Games - Elevator Mission (USA),RVL-RECE-USA-B0,,,,
"Spyborgs (Europe) (En,Fr,De,Es,It)",RVL-RSWP-EUR-B0,,,,
Spyborgs (USA) (Beta) (2009-06-30),,,,,
"Spyborgs (USA) (En,Fr,Es)",RVL-RSWE-USA-B0,,,,
"Squeeballs Party (Europe) (En,Fr,De,Es,It)",RVL-R6YP-EUR-B0,,,,
"Squeeballs Party (USA) (En,Fr,Es)",RVL-R6YE-USA-B0,,,,
"SSX Blur (Europe) (En,Fr,De,Es,It)",RVL-RSXP-EUR,,,,
SSX Blur (Japan),RVL-RSXJ-JPN,,,,
SSX Blur (Korea),RVL-RSXK-KOR,,,,
SSX Blur (USA) (Beta) (2007-01-22),,,,,
"SSX Blur (USA) (En,Fr)",RVL-RSXE-USA,,,,
"Star Trek - Conquest (Europe) (En,De)",RVL-RTJP-EUR,,,,
Star Trek - Conquest (USA),RVL-RTJE-USA,,,,
"Star Wars - The Clone Wars - Lightsaber Duels (Europe) (En,Fr,De,Es,It)",RVL-RLFP-EUR,,,,
"Star Wars - The Clone Wars - Lightsaber Duels (USA) (En,Fr)",RVL-RLFE-USA, RVL-RLFE-USA-B0,,,
"Star Wars - The Clone Wars - Republic Heroes (Europe) (En,Fr,De,Es,It)",RVL-RQLP-EUR-B0,,,,
"Star Wars - The Clone Wars - Republic Heroes (USA) (En,Fr,Es)",RVL-RQLE-USA-B0,,,,
