Redump_Name,Game_Title,Product_Number (GameID),Version,Build_Date,Playable_Regions,Company_Short,Hardware_ID,Maker_ID,Device_Info,Area_Symbols,Peripherals,Boot_Filename
Golf Shiyou yo 2 - Aratanaru Chousen (Japan),GOLF SHIYOUYO 2,T44501M,V1.006,20001229,Japan/Asia,SEGA LC-T-445,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,2799A10,1ST_READ.BIN
"Grand Theft Auto 2 (Europe) (En,Fr,De,Es,It)",GRAND THEFT AUTO 2,T40502D 93,V1.003,20000702,Europe,SEGA LC-T-405,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,E,799810,1ST_READ.BIN
Grand Theft Auto 2 (France),GRAND THEFT AUTO 2,T40502D 09,V1.000,20000716,Europe,SEGA LC-T-405,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,E,799810,1ST_READ.BIN
Grand Theft Auto 2 (USA),GRAND THEFT AUTO 2,T42102N,V1.002,20000425,USA/Canada,SEGA LC-T-421,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,U,799810,1ST_READ.BIN
Grandia II (Europe),GRANDIA2,T17715D,V1.000,20001207,Europe,SEGA LC-T-177,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,E,199810,1ST_READ.BIN
Grandia II (Japan),GRANDIA2,T4503M,V1.001,20000613,Japan/Asia,SEGA LC-T-45,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,199810,1ST_READ.BIN
Grandia II (Japan) (Tentou-you Demo),GRANDIA2 DEMO,6107878,V1.001,20000606,Japan/Asia,SEGA LC-T-00,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,10,1ST_READ.BIN
Grandia II (USA),GRANDIA2,T17716N,V1.001,20001105,USA/Canada,SEGA LC-T-177,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,U,199810,1ST_READ.BIN
Grauen no Torikago - Kapitel 1 - Keiyaku (Japan),GRAUEN VOL.1,HDR-0033,V1.003,19990906,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,2799810,1ST_READ.BIN
Grauen no Torikago - Kapitel 2 - Torikago (Japan),GRAUEN VOL.2,HDR-0034,V1.000,19991025,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,2799810,1ST_READ.BIN
Grauen no Torikago - Kapitel 3 - Kansei (Japan),GRAUEN VOL.3,HDR-0035,V1.000,19991220,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,2799810,1ST_READ.BIN
Grauen no Torikago - Kapitel 4 - Kaikou (Japan),GRAUEN VOL.4,HDR-0036,V1.000,20000126,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,2799810,1ST_READ.BIN
Grauen no Torikago - Kapitel 5 - Shokuzai (Japan),GRAUEN VOL.5,HDR-0037,V1.000,20000414,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,2799810,1ST_READ.BIN
Grauen no Torikago - Kapitel 6 - Senritsu (Japan),GRAUEN VOL.6,HDR-0038,V1.001,20000627,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,2799810,1ST_READ.BIN
"Grinch, The (Europe) (En,Fr,De,Es,It)",THE GRINCH,T9503D,V1.003,20001124,Europe,SEGA LC-T-95,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,E,0799A10,1ST_READ.BIN
"Grinch, The (USA) (En,Fr,Es)",THE GRINCH,T9512N,V1.001,20001101,USA/Canada,SEGA LC-T-95,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,U,0799A10,1ST_READ.BIN
Guilty Gear X (Japan),GUILTY GEAR X,T-2402M,V2.000,20001113,Japan/Asia,SEGA LC-T-24,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,27BBA10,1ST_READ.BIN
Guilty Gear X (Japan) (Taikenban),GUILTY GEAR X SAMPLE,6107937,V1.001,20000821,Japan/Asia,T-24,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,07BB310,1ST_READ.BIN
Gunbird 2 (Europe),GUNBIRD2,T7018D  50,V1.000,20001122,Europe,SEGA LC-T-70,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,E,01BBA00,1ST_READ.BIN
Gunbird 2 (Japan),GUNBIRD2,T1213M,V1.002,20000112,Japan/Asia,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,21BBA00,1ST_READ.BIN
Gunbird 2 (USA),GUNBIRD2,T1214N,V1.000,20000322,USA/Canada,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,U,01BBA00,1ST_READ.BIN
Gundam Battle Online - Trial Edition (Japan),GUNDAM BATTLE ONLINE TRIAL,6108039,V1.001,20010305,Japan/Asia,SEGA LC-T-133,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,27BF810,1ST_READ.BIN
Gundam Battle Online (Japan),GUNDAM BATTLE ONLINE,T13304M,V1.006,20010611,Japan/Asia,SEGA LC-T-133,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,2799810,1ST_READ.BIN
Gundam Side Story 0079 - Rise from the Ashes - Premium Disc (Japan),GUNDAM SIDE STORY 0079  PREMIUM DISC,6107160,V1.000,19990913,Japan/Asia,SEGA LC-T-133,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,0799A10,0GND01.BIN
Gundam Side Story 0079 - Rise from the Ashes - Special Edition (Japan),GUNDAM SIDE STORY 0079  +VS RX-78-2 GUNDAM,T13303M,V1.000,19991104,Japan/Asia,SEGA LC-T-133,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,0799A10,0GND01.BIN
Gundam Side Story 0079 - Rise from the Ashes (Japan),GUNDAM SIDE STORY 0079  RISE FROM THE ASHES,T13302M,V1.003,19990725,Japan/Asia,SEGA LC-T-133,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,0799A10,0GND01.BIN
Gundam Side Story 0079 - Rise from the Ashes (USA),GUNDAM SIDE STORY 0079  RISE FROM THE ASHES,T13301N,V1.003,20000112,USA/Canada,SEGA LC-T-133,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,U,0799A10,0GND01.BIN
Gunlord (Europe) (Unl),,MK1014,V1.000,20061202,"Japan/Asia, USA/Canada, Europe",NG:DEV.TEAM,SEGA SEGAKATANA,SEGA ENTERPRISES,CD-ROM1/1,JUE,1011,1ST_READ.BIN
Gunspike (Japan),GUNSPIKE,T1219M,V1.001,20001017,Japan/Asia,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,27BBA10,1ST_READ.BIN
Gunspike (Japan) (Tentou Taikenban),GUNSPIKE,6107982,V1.000,20001017,Japan/Asia,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,07BB010,1ST_READ.BIN
Guru Guru Onsen 2 (Japan),GURUGURU ONSEN 2,HDR-0168,V1.005,20010717,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,2799810,1ST_READ.BIN
Guru Guru Onsen 3 (Japan),GURU GURU ONSEN 3,HDR-0195,V1.002,20020219,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,2799810,1ST_READ.BIN
Happy Breeding (Japan),HAPPY BREEDING,T46512M,V1.000,20021215,Japan/Asia,SEGA LC-T-465,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,199810,1ST_READ.BIN
Happy Lesson - First Lesson (Japan),HAPPY LESSON -FIRST LESSON-,T19504M,V1.001,20000815,Japan/Asia,SEGA LC-T-195,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,19811,0WINCEOS.BIN
Happy Lesson (Japan),HAPPY LESSON,T19503M,V1.002,20010320,Japan/Asia,SEGA LC-T-195,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,199811,0WINCEOS.BIN
Harusame Youbi (Japan),HARUSAME YOUBI,T20106M,V1.004,20010220,Japan/Asia,SEGA LC-T-201,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,0799A10,1ST_READ.BIN
"Headhunter (Europe) (En,Fr,De,Es) (Disc 1)",HEADHUNTER - SEGA - AMUZE - 2001,MK-5104150,V1.006,20011116,Europe,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/2,E,0799A10,1ST_READ.BIN
"Headhunter (Europe) (En,Fr,De,Es) (Disc 2)",HEADHUNTER - SEGA - AMUZE - 2001,MK-5104150,V1.006,20011116,Europe,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM2/2,E,0799A10,1ST_READ.BIN
"Heavy Metal - Geomatrix (Europe) (En,Fr,De,Es)",HEAVY METAL GEOMATRIX,T46602D 50,V1.000,20010807,Europe,SEGA LC-T-466,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,E,0039A00,1ST_READ.BIN
Heavy Metal - Geomatrix (Japan),HEAVY METAL GEOMATRIX,T1246M,V2.001,20010605,Japan/Asia,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,2039A10,1ST_READ.BIN
Heavy Metal - Geomatrix (USA),HEAVY METAL GEOMATRIX,T1223N,V1.001,20010730,USA/Canada,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,U,2039A10,1ST_READ.BIN
Heisei Mahjong-sou (Japan),HEISEI MAJANSOU,T2202M,V1.012,20000920,Japan/Asia,SEGA LC-T-22,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,2799C10,1ST_READ.BIN
Hello Kitty no Dream Passport 2 (Japan),HELLO KITTY DREAM PASSPORT2,6107349,V1.000,19991008,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,2799810,1ST_READ.BIN
Hello Kitty no Garden Panic (Japan),KITTY GP,6107381,V1.000,19991021,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,0199A11,0WINCEOS.BIN
Hello Kitty no Lovely Fruit Park (Japan),HELLO KITTY LOVELY FRUIT PARK,HDR-0055,V1.004,19991101,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,619811,0WINCEOS.BIN
Hello Kitty no Magical Block (Japan),HELLO KITTY MAGICAL BLOCK,HDR-0070,V1.001,20000301,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,619811,0WINCEOS.BIN
Hello Kitty no Otonaru Mail (Japan),HELLO KITTY NO OTONARU MAIL,HDR-0065,V1.016,20000313,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,2799A10,1ST_READ.BIN
Hello Kitty no Waku Waku Cookies (Japan),HELLO KITTY WAKUWAKU COOKIES,HDR-0090,V1.002,20000708,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,19811,0WINCEOS.BIN
Hermes (Europe) (Unl),BootDreams,T0000,V1.000,20170723,"Japan/Asia, USA/Canada, Europe",fackue,SEGA SEGAKATANA,SEGA ENTERPRISES,CD-ROM1/1,JUE,E000010,HERMES.BIN
"Hidden & Dangerous (Europe) (En,Fr,De,Es)",HIDDEN AND DANGEROUS,T40503D 50,V1.001,20000808,Europe,SEGA LC-T-405,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,E,A799A01,0WINCEOS.BIN
Hidden & Dangerous (USA),HIDDEN AND DANGEROUS,T-40502-N,V1.100,20000720,USA/Canada,,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,U,A799A01,0WINCEOS.BIN
Himitsu - Yui ga Ita Natsu (Japan),HIMITSU YUIGAITANATSU,T46101M,V1.003,20010614,Japan/Asia,SEGA LC-T-461,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,0799A10,1ST_READ.BIN
"House of the Dead 2, The (Europe) (En,Fr,De,Es)",THE HOUSE OF THE DEAD 2,MK-5100250,V1.000,19990819,Europe,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,E,4799A10,1ST_READ.BIN
"House of the Dead 2, The (Japan)",THE HOUSE OF THE DEAD 2,HDR-0007,V1.007,19990302,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,47BBA10,1ST_READ.BIN
"House of the Dead 2, The (Japan) (Rev A)",THE HOUSE OF THE DEAD 2,HDR-0007,V1.009,19990312,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,47BBA10,1ST_READ.BIN
"House of the Dead 2, The (Japan) (Rev B)",THE HOUSE OF THE DEAD 2,HDR-0007,V1.011,19990823,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,47BBA10,1ST_READ.BIN
"House of the Dead 2, The (Japan, Europe) (Taikenban)",THE HOUSE OF THE DEAD 2,MK51002-50,V1.000,19990531,Europe,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,E,799800,1ST_READ.BIN
"House of the Dead 2, The (USA)",THE HOUSE OF THE DEAD 2,MK-51002,V1.001,19990728,USA/Canada,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,U,4799A10,1ST_READ.BIN
Hoyle Casino (USA),HOYLE CASINO,T11008N 00,V1.001,20000904,USA/Canada,SEGA LC-T-110,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,U,0799A01,0WINCEOS.BIN
Hundred Swords (Japan),HUNDRED SWORDS,HDR-0124,V1.005,20001228,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,2799B11,0WINCEOS.BIN
Hundred Swords (Japan) (@barai),HUNDRED SWORDS KEY VERSION,HDR-0127,V1.000,20001228,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,2799B11,0WINCEOS.BIN
Hydro Thunder (Europe),HYDRO THUNDER,T-9702D-50,V1.009,19991004,Europe,MIDWAY,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,E,0799A00,1ST_READ.BIN
Hydro Thunder (USA),HYDRO THUNDER,T-9702N,V1.002,19990909,USA/Canada,MIDWAY,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,U,0799A00,1ST_READ.BIN
Hydro Thunder (USA) (Rev 1),HYDRO THUNDER,T-9702N,V1.020,19991004,USA/Canada,MIDWAY,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,U,0799A10,1ST_READ.BIN
Idol Janshi o Tsukucchaou (Japan),IDOL JANSHI WO TSUKUTTYAOU,T5703M,V1.003,19990811,Japan/Asia,SEGA LC-T-57,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,199800,1ST_READ.BIN
Ikaruga (Japan),IKARUGA,T38706M,V1.002,20020715,Japan/Asia,SEGA LC-T-387,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,01BBA10,1ST_READ.BIN
"Illbleed (Japan) (En,Ja)",ILLBLEED,T45601M,V1.003,20010306,Japan/Asia,SEGA LC-T-456,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,0799A10,1ST_READ.BIN
Illbleed (Taiwan),ILLBLEED,T45601M 11,V1.000,20010723,Japan/Asia,SEGA LC-T-456,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,0799A10,1ST_READ.BIN
Illbleed (USA),ILLBLEED,T46001N,V1.002,20010321,USA/Canada,SEGA LC-T-460,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,U,0799A10,1ST_READ.BIN
Imakoso!! Dreamcast with Special GD!! (Japan),IMAKOSO DREAMCAST WITH SPECIAL GD,6107993,V1.002,20010104,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,A619A10,1ST_READ.BIN
Imperial no Taka - Fighter of Zero (Japan),FIGHTER OF ZERO,T43501M,V1.004,20000523,Japan/Asia,SEGA LC-T-435,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,0799B00,1ST_READ.BIN
Incoming - Jinrui Saishuu Kessen (Japan) (Rev A),INCOMING,T15001M,V2.000,19981223,Japan/Asia,SEGA LC-T-150,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,799800,1ST_READ.BIN
"Incoming (Europe) (En,Fr,De,Es,It)",INCOMING,T40701D-50,V1.002,19990906,Europe,SEGA LC-T-150,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,E,0799A10,1ST_READ.BIN
Incoming (USA),INCOMING,T12503N,V1.000,19991105,USA/Canada,SEGA LC-T-150,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,U,0799A10,1ST_READ.BIN
Industrial Spy - Operation Espionage (USA),I - SPY,T41302N,V1.001,20000208,USA/Canada,SEGA LC-T-413,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,U,0019A10,1ST_READ.BIN
Inhabitants (USA) (Unl),Inhabitants DC,T0000,V1.000,20011118,"Japan/Asia, USA/Canada, Europe",S+F Software,SEGA SEGAKATANA,SEGA ENTERPRISES,CD-ROM1/1,JUE,E000F10,1ST_READ.BIN
Inoue Ryouko - Last Scene (Japan),RYOKO INOUE LAST SCENE,T19506M,V1.003,20011003,Japan/Asia,SEGA LC-T-195,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,199810,1ST_READ.BIN
Inoue Ryouko - Roommate (Japan),RYOKO INOUE - ROOMMATE -,T19505M,V1.000,20010520,Japan/Asia,SEGA LC-T-195,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,199810,1ST_READ.BIN
Interlude (Japan),INTERLUDE,T20117M,V1.003,20030215,Japan/Asia,SEGA LC-T-201,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,799810,1ST_READ.BIN
Internet Browser V3.0 for Dreamcast (USA),PLANETWEB INTERNET BROWSER V3.0,T31901N,V3.040,20011027,USA/Canada,SEGA LC-T-319,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,U,A79FB10,1ST_READ.BIN
"Intrepid Izzy (USA, Japan) (Unl)",Intrepid Izzy,T0000,V1.000,20210101,"Japan/Asia, USA/Canada, Europe",Senile Team,SEGA SEGAKATANA,SEGA ENTERPRISES,CD-ROM1/1,JUE,E000010,1ST_READ.BIN
Irides - Master of Blocks (USA) (Unl),IRIDES MASTER OF BLOCKS,T0000,V1.000,20000627,"Japan/Asia, USA/Canada, Europe",MADPEET,SEGA SEGAKATANA,SEGA ENTERPRISES,CD-ROM1/1,JUE,E000F10,1ST_READ.BIN
Iris (Japan),IRIS,T19722M,V1.000,20030623,Japan/Asia,SEGA LC-T-197,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,0799A10,1ST_READ.BIN
Iron Aces (Europe),IRON ACES,T44904D 50,V1.000,20010109,Europe,SEGA LC-T-449,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,E,0799A00,1ST_READ.BIN
Iron Aces (USA),IRON ACES,T15129N,V1.000,20001204,USA/Canada,SEGA LC-T-151,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,U,0799A10,1ST_READ.BIN
Izumo (Japan),IZUMO,T46902M,V1.002,20030616,Japan/Asia,SEGA LC-T-469,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,799800,1ST_READ.BIN
J.League Pro Soccer Club o Tsukurou! (Japan),JLEAGUE PRO SOCCER CLUB MAKER,HDR-0028,V1.006,19990912,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,2199810,1ST_READ.BIN
J.League Pro Soccer Club o Tsukurou! Tokusei Otanoshimi File Download Disc (Japan),SAKATSUKU FILE DOWNLOAD,6107383,V1.000,19991012,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,799810,1ST_READ.BIN
J.League Spectacle Soccer (Japan),J-LEAGUE SPECTACLE SOCCER,HDR-0154,V1.012,20011219,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,799810,1ST_READ.BIN
Jahmong (Japan),JAH-MONG,T-43401M,V1.001,20000701,Japan/Asia,SEGA LT-T-434,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,199410,1ST_READ.BIN
"Jeremy McGrath Supercross 2000 (Europe) (En,Fr,De)",JEREMY MCGRATH SUPERCROSS 2000,T8114D  50,V1.004,20000803,Europe,SEGA LC-T-81,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,E,0799A10,1ST_READ.BIN
Jeremy McGrath Supercross 2000 (USA),JEREMY MCGRATH SUPERCROSS 2000,T-8104N,V1.001,20000705,USA/Canada,T-81,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,U,0799A10,1ST_READ.BIN
Jet Coaster Dream (Japan),JETCOASTER DREAM,T40902M,V1.001,19991022,Japan/Asia,SEGA LC-T-409,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,0799A10,1ST_READ.BIN
Jet Coaster Dream 2 (Japan),JETCOASTER DREAM2,T41201M,V1.003,20000920,Japan/Asia,SEGA LC-T-412,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,0799A10,1ST_READ.BIN
Jet Grind Radio (USA),JET GRIND RADIO,MK-51058,V1.005,20001002,USA/Canada,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,U,2799A10,1ST_READ.BIN
"Jet Set Radio (Europe) (En,Fr,De,Es)",JET SET RADIO,MK-5105850,V1.002,20001019,Europe,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,E,2799A10,1ST_READ.BIN
Jet Set Radio (Japan),JET SET RADIO,HDR-0078,V1.006,20000601,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,0799A10,1ST_READ.BIN
Jikkyou Powerful Pro Yakyuu - Dreamcast Edition (Japan),JIKKYO PAWAFURU PUROYAKYU DREAMCAST EDITION,T9507M,V1.003,20000302,Japan/Asia,SEGA LC-T-95,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,0799A00,1ST_READ.BIN
"Jimmy White's 2 - Cueball (Europe) (En,Fr,De,Es,It)",JIMMY WHITE'S 2 CUEBALL,T7001D  50,V1.100,19991103,Europe,SEGA LC-T-70,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,E,799801,0WINCEOS.BIN
Jinsei Game for Dreamcast (Japan),JINSEIGAME FOR DREAMCAST,T10301M,V1.001,20000417,Japan/Asia,SEGA LC-T-103,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,199800,1ST_READ.BIN
Jissen Pachi-Slot Hisshouhou! @ VP@CHI - Kongdom (Japan),JISSEN PACHISLOT HISSYOUHOU VPACHI KONGDOM,T18802M,V1.004,20000830,Japan/Asia,SEGA LC-T-188,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,0799A00,1ST_READ.BIN
Jojo no Kimyou na Bouken - Mirai e no Isan (Japan),JOJO,T1205M,V1.001,19991028,Japan/Asia,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,21BBA00,1ST_READ.BIN
Jojo no Kimyou na Bouken - Mirai e no Isan (Japan) (Tentou Taikenban),JOJO,6107357,V1.002,19991003,Japan/Asia,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,01BB000,1ST_READ.BIN
Jojo no Kimyou na Bouken - Mirai e no Isan for Matching Service (Japan),JOJO,T1231M,V1.000,20000906,Japan/Asia,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,21BBA10,1ST_READ.BIN
JoJo's Bizarre Adventure (Europe),JOJO S BIZARRE ADVENTURE,T7007D  50,V1.001,20000225,Europe,SEGA LC-T-70,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,E,01BBA00,1ST_READ.BIN
JoJo's Bizarre Adventure (USA),JOJO S BIZARRE ADVENTURE,T1206N,V1.001,20000225,USA/Canada,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,U,01BBA00,1ST_READ.BIN
JRA PAT for Dreamcast V40 L10 (Japan),JRAPAT FOR DREAMCAST,T42501M,V1.002,20000301,Japan/Asia,SEGA LC-T-425,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,189810,1ST_READ.BIN
JRA PAT for Dreamcast V40 L11 (Japan),JRAPAT FOR DREAMCAST,T42501M,V2.000,20000524,Japan/Asia,SEGA LC-T-425,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,189810,1ST_READ.BIN
JRA PAT for Dreamcast V40 L12 (Japan),JRA PAT FOR DREAMCAST,T42501M,V3.000,20010129,Japan/Asia,SEGA LC-T-425,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,799810,1ST_READ.BIN
JRA PAT for Dreamcast V50 L10 (Japan),JRAPAT FOR DREAMCAST V50,HDR-0204,V1.000,20020628,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,189810,1ST_READ.BIN
July (Japan),July,T35401M,V1.001,19981026,Japan/Asia,SEGA LC-T-354,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,19800,1ST_READ.BIN
July (Japan) (Rev A),July,T35401M,V2.000,19981125,Japan/Asia,SEGA LC-T-354,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,19800,1ST_READ.BIN
Kaen Seibo - The Virgin on Megiddo (Japan) (Disc 1),KAENSEIBO,T42802M,V1.004,20010701,Japan/Asia,SEGA LC-T-428,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/2,J,799810,1_KAEN.BIN
Kaen Seibo - The Virgin on Megiddo (Japan) (Disc 2),KAENSEIBO,T42802M,V1.004,20010701,Japan/Asia,SEGA LC-T-428,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM2/2,J,799810,1_KAEN.BIN
