redump_name,Title,Foreign Title,serial
Dissidia Final Fantasy - Universal Tuning (Japan),Dissidia Final Fantasy: Universal Tuning,ディシディアファイナルファンタジー: ユニバーサルチューニング,ULJM 05550
Dissidia Final Fantasy - Universal Tuning (Japan),Dissidia Final Fantasy: Universal Tuning,ディシディアファイナルファンタジー: ユニバーサルチューニング,ULJM 05761
Dissidia Final Fantasy (Asia),Dissidia Final Fantasy,太空戰士: 紛爭,UCAS-40274
"Dissidia Final Fantasy (Europe) (En,Fr,De,Es,It)",Dissidia Final Fantasy,,ULES-01270
"Dissidia Final Fantasy (Europe) (En,Fr,De,Es,It)",Dissidia Final Fantasy,,ULES-01270/E
Dissidia Final Fantasy (Japan),Dissidia Final Fantasy,ディシディア・ファイナル・ファンタジー,ULJM 05262
Dissidia Final Fantasy (Japan),Dissidia Final Fantasy,ディシディア・ファイナル・ファンタジー,ULJM 05405
Dissidia Final Fantasy (Japan),Dissidia Final Fantasy,ディシディア・ファイナル・ファンタジー,ULJM 05760
Dissidia Final Fantasy (Korea),Dissidia Final Fantasy,디시디아 파이널 판타지,UCKS 45107
Dissidia Final Fantasy (Russia),Dissidia Final Fantasy,,UCES-01229
Dissidia Final Fantasy (USA),Dissidia Final Fantasy,,ULUS-10437
DJ Max Emotional Sense - Fever (USA),DJ Max Emotional Sense: Fever,,ULUS-10403
DJ Max Portable - Black Square (Japan),DJ Max Portable: Black Square,DJマックスポータブルブラックスクエア,ULJM 06034
"DJ Max Portable - Black Square (Korea) (En,Ja,Ko)",DJ Max Emotional Sense P: Black Square,,ULKS 46189
"DJ Max Portable - Clazziquai Edition (Korea) (En,Ja,Ko)",DJ Max Emotional Sense P: Clazziquai Edition,,ULKS 46190
"DJ Max Portable - Hot Tunes (Korea) (En,Ja,Ko)",DJ Max Portable: Hot Tunes,디제이맥스　포터블：　핫튠즈,ULKS 46240
DJ Max Portable (Korea),DJ Max Emotional Sense P Portable,디제이맥스 이모셔널 센스 Ｐ 포터블,ULKS 46050
"DJ Max Portable 2 (Korea) (En,Ja,Ko)",DJ Max Emotional Sense P 2: Sound Miracle,디제이맥스 이모셔널 센스 Ｐ２ 사운드미라클,ULKS 46116
DJ Max Portable 3 (Japan),,,ULJM 05836
"DJ Max Portable 3 (Korea) (En,Ko)",DJ Max Portable 3,디제이맥스 포터블 3,ULKS 46236
DJ Max Portable 3 (USA),DJ Max Portable 3,,ULUS-10538
Doko Demo Issho - Let's Gakkou! (Japan),Doko Demo Issho: Let's Gakkou!,どこでもいっしょ　レッツ学校!,UCJS 10039
Doko Demo Issho - Let's Gakkou! (Japan),Doko Demo Issho: Let's Gakkou!,どこでもいっしょ　レッツ学校!,UCJS 10039/1.01
Doko Demo Issho - Let's Gakkou! (Japan),Doko Demo Issho: Let's Gakkou!,どこでもいっしょ　レッツ学校!,UCJS 18012
Doko Demo Issho (Japan),Doko Demo Issho,どこでもいっしょ,UCJS 10002
Doko Demo Issho (Japan),Doko Demo Issho,どこでもいっしょ,UCJS 18002
Don 2 - The Game (India),Don 2: The Game,,UCES-01585
"Donkey Xote (Europe) (En,Fr,De,Es,It)",Donkey Xote,,ULES-00836
Dora-Slot - Kyojin no Hoshi II (Japan) (v1.01),Dora-Slot: Kyojin no Hoshi II,ドラスロット: 巨人の星II,ULJM 05027
Dora-Slot - Kyojin no Hoshi II (Japan) (v2.02),Dora-Slot: Kyojin no Hoshi II,ドラスロット: 巨人の星II,ULJM-05027
Dora-Slot - Oki Slot Ou! Pioneer 12 (Japan),Dora-Slot: Oki Slot Ou! Pioneer 12,ドラスロット:沖スロ王! パイオニア12,ULJM-05069
Dora-Slot - Shuyaku wa Zenigata (Japan),Dora-Slot: Shuyaku wa Zenigata,ドラスロット 主役は銭形,ULJM 05014
Dot Hack Link (Japan),Dot Hack Link,.hack//Link,ULJS 00266
Dot Hack Link (Japan),Dot Hack Link,.hack//Link,ULJS 00279
Dot Hack Link (Japan),Dot Hack Link,.hack//Link,ULJS 19058
Downstream Panic! (USA),Downstream Panic!,,ULUS-10322
Dragon Ball Tag VS (Japan),Dragon Ball Tag VS,ドラゴンボール　タッグバーサス,ULJS 00311
Dragon Ball Tag VS (Japan),Dragon Ball Tag VS,ドラゴンボール　タッグバーサス,ULJS 19067
Dragon Ball Z - Jinmudohoe (Korea),Dragon Ball Z: Jinmudohoe,드래곤볼 Z 진무도회,ULKS 46085
Dragon Ball Z - Shin Budokai - Another Road (USA),Dragon Ball Z: Shin Budokai: Another Road,,ULUS-10234
"Dragon Ball Z - Shin Budokai (Europe) (En,Fr,De,Es,It)",Dragon Ball Z: Shin Budokai,,ULES-00309
Dragon Ball Z - Shin Budokai (Japan),Dragon Ball Z: Shin Budokai,ドラゴン・ボールＺ　～真武道会～,ULJS 00049
Dragon Ball Z - Shin Budokai (USA),Dragon Ball Z: Shin Budokai,,ULUS-10081
"Dragon Ball Z - Shin Budokai 2 (Europe) (En,Fr,De,Es,It)",Dragon Ball Z: Shin Budokai 2,,ULES-00789
Dragon Ball Z - Shin Budokai 2 (Japan),,,ULJS 00107
"Dragon Ball Z - Tenkaichi Tag Team (Europe) (En,Fr,De,Es,It)",Dragon Ball Z: Tenkaichi Tag Team,,ULES-01456
"Dragon Ball Z - Tenkaichi Tag Team (USA) (En,Fr,Es)",Dragon Ball Z: Tenkaichi Tag Team,,ULUS-10537
Dragon Dance (Japan),,,ULJM 05407
Dragon Quest & Final Fantasy in Itadaki Street Portable (Japan),Dragon Quest & Final Fantasy in Itadaki Street Portable,ドラゴンクエスト&ファイナルファンタジーinいただきストリートポータブル,ULJM 05127
Dragon Quest & Final Fantasy in Itadaki Street Portable (Japan),Dragon Quest & Final Fantasy in Itadaki Street Portable,ドラゴンクエスト&ファイナルファンタジーinいただきストリートポータブル,ULJM-05321
Dragonball - Evolution (Asia),Dragonball: Evolution,,UCAS-40256
"Dragonball - Evolution (Europe) (En,Fr,De,Es,It)",Dragonball: Evolution,,ULES-01227
Dragonball - Evolution (Japan),,,ULJS 00184
Dragonball - Evolution (USA),Dragonball: Evolution,,ULUS 10415
"Dragoneer's Aria - Ryuu ga Nemuru Made (Japan, Asia)",Dragoneer's Aria: Ryu ga Nemuru Made,ドラグナーズアリア 竜が眠るまで,UCAS-40162
"Dragoneer's Aria - Ryuu ga Nemuru Made (Japan, Asia)",Dragoneer's Aria: Ryu ga Nemuru Made,ドラグナーズアリア 竜が眠るまで,ULJS 00112
Dragoneer's Aria (Asia),Dragoneer's Aria,,UCAS 40224
Dragoneer's Aria (Europe),Dragoneer's Aria,,ULES-01004
Dragoneer's Aria (USA),Dragoneer's Aria,,ULUS-10291
Dream C Club Portable (Japan),,,ULJS 00333
DreamWorks Megamind - The Blue Defender (Asia),,,ULAS 42258
"DreamWorks Megamind - The Blue Defender (Europe) (En,Fr,De,Es,It,Nl)",DreamWorks Megamind: The Blue Defender,,ULES-01415
DreamWorks Megamind - The Blue Defender (Russia),DreamWorks Megamind: The Blue Defender,Мегамозг: Синий защитник,ULES-01465
"DreamWorks Megamind - The Blue Defender (USA) (En,Fr)",DreamWorks Megamind: The Blue Defender,,ULUS 10520
DreamWorks Over the Hedge - Hammy Goes Nuts! (Europe),DreamWorks Over the Hedge: Hammy Goes Nuts!,,ULES-00663
"DreamWorks Over the Hedge - Hammy Goes Nuts! (Europe) (En,Fr,De,It,Nl)",DreamWorks Over the Hedge: Hammy Goes Nuts!,,ULES-00665
DreamWorks Over the Hedge - Hammy Goes Nuts! (USA),DreamWorks Over the Hedge: Hammy Goes Nuts!,,ULUS 10187
"DreamWorks Shrek - Smash n' Crash Racing (Europe) (En,Fr,De,Es,It)",DreamWorks Shrek: Smash n' Crash Racing,,ULES-00618
DreamWorks Shrek - Smash n' Crash Racing (USA),DreamWorks Shrek: Smash n' Crash Racing,,ULUS-10194
DreamWorks Shrek the Third (Europe),DreamWorks Shrek the Third,,ULES-00812
"DreamWorks Shrek the Third (Europe) (En,Fr,De,Es,It,Nl)",DreamWorks Shrek the Third,,ULES-00813
DreamWorks Shrek the Third (USA),DreamWorks Shrek the Third,,ULUS 10248
DreamWorks Vecinos Invasores - Hammy Enloquece (Spain),DreamWorks Vecinos Invasores: Hammy Enloquece,,ULES-00664
Driver 76 (Europe),Driver 76,,ULES-00740
Driver 76 (Europe),Driver 76,,ULES-00740/P
Driver 76 (USA),Driver 76,,ULUS-10235
DT Carnage (USA),DT Carnage,,ULUS-10406
"DTM Race Driver 2 (Europe) (En,Fr,De,Es,It)",DTM Race Driver 2,,ULES-00041
"DTM Race Driver 3 - Challenge (Europe) (En,Fr,De,Es,It)",DTM Race Driver 3: Challenge,,ULES-00615
Dunamis 15 (Japan),,,ULJM 06119
Dungeon Explorer - Meiyaku no Tobira (Japan),Dungeon Explorer: Meiyaku no Tobira,ダンジョンエクスプローラー 盟約の扉,ULJM 05164
Dungeon Explorer - Warriors of Ancient Arts (USA),Dungeon Explorer: Warriors of Ancient Arts,,ULUS-10289
"Dungeon Explorer (Europe) (En,Fr,De,Es,It)",Dungeon Explorer,,ULES-00847
Dungeon Maker - Hunting Ground (USA),Dungeon Maker: Hunting Ground,,ULUS-10282
Dungeon Maker - Hunting Ground (USA) (Beta) (2007-05-09),Dungeon Maker: Hunting Ground,,ULUS-10282
Dungeon Maker II - The Hidden War (USA),Dungeon Maker II: The Hidden War,,ULUS-10393
"Dungeon Siege - Throne of Agony (Europe) (En,Fr,De,Es,It)",Dungeon Siege: Throne of Agony,,ULES-00569
Dungeon Siege - Throne of Agony (USA),Dungeon Siege: Throne of Agony,,ULUS 10177
Dungeon Travelers 2 - Ouritsu Toshokan to Mamono no Fuuin (Japan),,,ULJM 06242
"Dungeons & Dragons - Tactics (Europe) (En,Fr,De,Es,It)",Dungeons & Dragons: Tactics,,ULES-00721
Dungeons & Dragons - Tactics (USA),Dungeons & Dragons: Tactics,,ULUS-10232
Durarara!! 3way Standoff - Alley (Japan),Durarara!! 3way Standoff: Alley,デュラララ！！　３ｗａｙ　ｓｔａｎｄｏｆｆ　－ａｌｌｅｙ－,ULJS 00399
Durarara!! 3way Standoff - Alley (Japan),Durarara!! 3way Standoff: Alley,デュラララ！！　３ｗａｙ　ｓｔａｎｄｏｆｆ　－ａｌｌｅｙ－,ULJS 00400
Durarara!! 3way Standoff (Japan),Durarara!! 3way Standoff,デュラララ！！　３ｗａｙ　ｓｔａｎｄｏｆｆ,ULJS 00317
Durarara!! 3way Standoff (Japan),Durarara!! 3way Standoff,デュラララ！！　３ｗａｙ　ｓｔａｎｄｏｆｆ,ULJS 00318
"Dynasty Warriors - Strikeforce (Europe) (En,Fr,De)",Dynasty Warriors: Strikeforce,,ULES-01221
Dynasty Warriors - Strikeforce (USA),Dynasty Warriors: Strikeforce,,ULUS-10416
Dynasty Warriors (Europe),Dynasty Warriors,,ULES-00026
Dynasty Warriors (France),Dynasty Warriors,,ULES-00118
Dynasty Warriors (Germany),Dynasty Warriors,,ULES-00119
Dynasty Warriors (USA),Dynasty Warriors,,ULUS-10004
Dynasty Warriors Vol. 2 (Europe),Dynasty Warriors Vol. 2,,ULES-00604
Dynasty Warriors Vol. 2 (France),Dynasty Warriors Vol. 2,,ULES-00605
Dynasty Warriors Vol. 2 (Germany),Dynasty Warriors Vol. 2,,ULES-00606
Dynasty Warriors Vol. 2 (USA),Dynasty Warriors Vol. 2,,ULUS 10170
"EA Replay (Europe) (En,De,Es,It,Nl)",EA Replay,,ULES-00592
EA Replay (USA),EA Replay,,ULUS-10140
"Echochrome - Muhan Hoerang (Korea) (En,Zh,Ko)",Echochrome: Muhan Hoerang,ｅｃｈｏｃｈｒｏｍｅ 無限回廊 ［무한회랑］,UCKS 45082
"Echochrome (Europe) (En,Fr,De,Es,It,Nl,Pt,Ru) (Beta) (2008-05-13)",Echochrome,,UCED-01060/9991250
"Echochrome (Europe) (En,Fr,De,Es,It,Nl,Pt,Ru) (Beta) (2008-05-13)",Echochrome,,UCED-01060/9991656
"Echochrome (Europe) (En,Fr,De,Es,It,Nl,Pt,Ru) (Demo)",Echochrome,,UCED-01060/9992851
"Echochrome (Europe, Australia) (En,Fr,De,Es,It,Nl,Pt,Ru)",Echochrome,,UCES-01011
"Echochrome (Europe, Australia) (En,Fr,De,Es,It,Nl,Pt,Ru)",Echochrome,,UCES-01011/ANZ
"Echoshift (Europe) (En,Fr,De,Es,It,Nl,Pt,Ru) (v1.00)",Echoshift,,UCES-01313
"Echoshift (Europe) (En,Fr,De,Es,It,Nl,Pt,Ru) (v2.00)",Echoshift,,UCES-01313#
Echoshift (Korea),Echoshift,에코 쉬프트,UCKS 45142
Eikoku Tantei Mysteria (Japan),,,ULJS 00562
Eikoku Tantei Mysteria (Japan),,,ULJS 00563
Eiyuu Densetsu - Ao no Kiseki (Japan),Eiyuu Densetsu: Ao no Kiseki,英雄伝説　碧の軌跡,ULJM 05899
Eiyuu Densetsu - Sora no Kiseki FC (Japan),Eiyuu Densetsu: Sora no Kiseki FC,英雄伝説　空の軌跡ＦＣ,ULJM 05170
Eiyuu Densetsu - Sora no Kiseki FC (Japan),Eiyuu Densetsu: Sora no Kiseki FC,英雄伝説　空の軌跡ＦＣ,ULJM 08033
Eiyuu Densetsu - Sora no Kiseki SC (Japan) (Disc 1),Eiyuu Densetsu: Sora no Kiseki SC (Disc 1),英雄伝説　～空の軌跡ＳＣ～,ULJM 05277
Eiyuu Densetsu - Sora no Kiseki SC (Japan) (Disc 1),Eiyuu Densetsu: Sora no Kiseki SC (Disc 1),英雄伝説　～空の軌跡ＳＣ～,ULJM 08034
Eiyuu Densetsu - Sora no Kiseki SC (Japan) (Disc 2),Eiyuu Densetsu: Sora no Kiseki SC (Disc 2),英雄伝説　～空の軌跡ＳＣ～,ULJM 05278
Eiyuu Densetsu - Sora no Kiseki SC (Japan) (Disc 2),Eiyuu Densetsu: Sora no Kiseki SC (Disc 2),英雄伝説　～空の軌跡ＳＣ～,ULJM 08035
Eiyuu Densetsu - Sora no Kiseki the 3rd (Japan),,,ULJM 08036
Eiyuu Densetsu - Zero no Kiseki (Japan),Eiyuu Densetsu: Zero no Kiseki,英雄伝説　零の軌跡,ULJM 05733
Eiyuu Densetsu Gagharv Trilogy - Akai Shizuku (Japan),Eiyuu Densetsu Gagharv Trilogy: Akai Shizuku,英雄伝説　ガガーブトリロジー　朱紅い雫,ULJS 19027
Eiyuu Densetsu Gagharv Trilogy - Shiroki Majo (Japan),Eiyuu Densetsu Gagharv Trilogy: Shiroki Majo,英雄伝説 ガガーブトリロジー 白き魔女,ULJS 00004
Eiyuu Densetsu Gagharv Trilogy - Umi no Oriuta (Japan),Eiyuu Densetsu Gagharv Trilogy: Umi no Oriuta,英雄伝説　ガガーブトリロジー　海の檻歌,ULJS 19028
Elkrone no Atelier - Dear for Otomate (Japan),Elkrone no Atelier: Dear for Otomate,エルクローネのアトリエ ～Ｄｅａｒ ｆｏｒ Ｏｔｏｍａｔｅ～,ULJM 06046
Elminage Ibun - Ame no Mihashira (Japan),,,ULJM 06141
Elminage II - Sousei no Megami to Unmei no Daichi (Japan),Elminage II: Sousei no Megami to Unmei no Daichi,エルミナージュⅡ　～双生の女神と運命の大地～,ULJM 05488
Elminage III - Ankoku no Shito to Taiyou no Kyuuden (Japan),Elminage III: Ankoku no Shito to Taiyou no Kyuuden,エルミナージュⅢ　～暗黒の使徒と太陽の宮殿～,ULJM 05883
Elminage Original - Yami no Miko to Kamigami no Yubiwa (Japan),Elminage Original: Yami no Miko to Kamigami no Yubiwa,エルミナージュ　Ｏｒｉｇｉｎａｌ　～闇の巫女と神々の指輪～,ULJM 05864
Elminage Original (Europe),Elminage Original,,ULES-01599
Enkaku Sousa - Shinjitsu e no 23-nichi-kan (Japan),Enkaku Sousa: Shinjitsu e no 23-nichi-kan,遠隔捜査 ー真実への２３日間ー,UCJS 10088
Enkeltbillet (Japan),Enkeltbillet,Enkeltbillet (エンケルトビレット) 限定版,ULJM-06374
"Entraineur 2006, L' - Championship Manager (France)",L'Entraîneur 2006: Championship Manager,,ULES-00331
"Eragon (Europe) (En,Fr,De,Es,It)",Eragon,,ULES-00474
E'ragon (Russia),E'ragon,Эрагон,ULES-00475
Eragon (USA),Eragon,,ULUS 10146
Evangelion - Jo (Japan),Evangelion: Jo,ヱヴァンゲリヲン 序,ULJS 00201
"Evangelion Shin Gekijou-ban - 3nd Impact (Japan, Asia)",Evangelion Shin Gekijou-ban: 3nd Impact,ヱヴァンゲリヲン新劇場版 ー３ｎｄ　インパクトー,ULAS 42293
"Evangelion Shin Gekijou-ban - 3nd Impact (Japan, Asia)",Evangelion Shin Gekijou-ban: 3nd Impact,ヱヴァンゲリヲン新劇場版 ー３ｎｄ　インパクトー,ULJS 00407
"Evangelion Shin Gekijou-ban - 3nd Impact (Japan, Asia)",Evangelion Shin Gekijou-ban: 3nd Impact,ヱヴァンゲリヲン新劇場版 ー３ｎｄ　インパクトー,ULJS 00408
Ever 17 - The Out of Infinity - Premium Edition (Japan),,,ULJM 05723
"Every Extend Extra (Europe) (En,Fr,De,Es,It)",Every Extend Extra,,ULES-00468
Every Extend Extra (Japan),Every Extend Extra,エブリ　エクステンド　エクストラ,ULJS 00054
Every Extend Extra (USA),Every Extend Extra,,ULUS-10147
"Everybody's Golf (Europe) (En,Fr,De,Es,It)",Everybody's Golf,,UCES-00012
"Everybody's Golf (Europe) (En,Fr,De,Es,It)",Everybody's Golf,,UCES-00012/P
Everybody's Golf (Korea),Everybody's Golf,모두의 골프 포터블,UCKS 45004
Everybody's Golf (Korea),Everybody's Golf,모두의 골프 포터블,UCKS 45049
"Everybody's Golf 2 (Europe, Canada) (En,Fr,De,Es,It)",Everybody's Golf 2,,UCES-00767
"Everybody's Golf 2 (Europe, Canada) (En,Fr,De,Es,It)",Everybody's Golf 2,,UCES-00767/9986553
"Everybody's Golf 2 (Europe, Canada) (En,Fr,De,Es,It)",Everybody's Golf 2,,UCES-00767/ANZ
"Everybody's Golf 2 (Europe, Canada) (En,Fr,De,Es,It)",Everybody's Golf 2,,UCES-00767/E
"Everybody's Golf 2 (Europe, Canada) (En,Fr,De,Es,It)",Everybody's Golf 2,,UCUS-94340
"Everybody's Stress Buster (Asia) (En,Zh,Ko)",Everybody's Stress Buster,全民都爽快,UCAS 40290
"Everybody's Stress Buster (Asia) (En,Zh,Ko)",Everybody's Stress Buster,全民都爽快,UCKS 45145
"Everybody's Sukkiri (Japan, Asia)",Minna no Sukkiri,みんなのスッキリ,UCAS-40278
"Everybody's Sukkiri (Japan, Asia)",Minna no Sukkiri,みんなのスッキリ,UCJS 10094
"Everybody's Tennis (Europe) (En,Fr,De,Es,It)",Everybody's Tennis,,UCES-01420
"Exit (Europe) (En,Fr,De,Es,It)",Exit,,ULES-00285
Exit (Japan),Exit,イグジット,ULJM 05062
Exit (Japan),Exit,イグジット,ULJM 05271
Exit (Korea),Exit,,ULKS 46054
Exit (USA),Exit,,ULUS-10074
"Exit 2 (Europe) (En,Fr,De,Es,It)",Exit 2,,ULES-00620
"Eye of Judgment, The - Legends (Europe) (En,Fr,De,Es,It)",The Eye of Judgment: Legends,,UCES-01334
"Eye of Judgment, The - Legends (Europe) (En,Fr,De,Es,It) (Beta) (2009-10-27)",The Eye of Judgment: Legends,,UCES-01334
"Eye of Judgment, The - Shintaku no Wizard (Japan) (Demo)",The Eye of Judgment: Shintaku no Wizard,アイ・オブ・ジャッジメント　～神託のウィザード～,UCJX 90030
"EyePet (Europe) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi,Pl,Ru)",EyePet,,UCES-01462
"EyePet (USA) (En,Fr,Es,Pt)",EyePet,,UCUS-98759
"EyePet Adventures (Europe) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi,Pl,Ru)",EyePet Adventures,,UCES-01531
"EyePet Adventures (Europe) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi,Pl,Ru)",EyePet Adventures,,UCES-01531/POR
Eyeshield 21 - Portable Edition (Japan),Eyeshield 21: Portable Edition,アイシールド 21: ポータブルエディション,ULJM 05108
F1 06 Portable (Asia),F1 06 Portable,,UCAS 40114
"F1 2009 (Europe) (En,Fr,De,Es,It)",F1 2009,Formula 1 2009,ULES-01355
F1 2009 (USA),F1 2009,Formula 1 2009,ULUS-10449
"F1 Grand Prix (Europe) (En,Fr,De,Es,It) (v1.00)",F1 Grand Prix,,UCES-00004
"F1 Grand Prix (Europe) (En,Fr,De,Es,It) (v1.00)",F1 Grand Prix,,UCES-00004/1.00
"F1 Grand Prix (Europe) (En,Fr,De,Es,It) (v2.00)",F1 Grand Prix,,UCES-00004#
"Fading Shadows (Europe) (En,Fr,De,Es,It,Nl,Ru)",Fading Shadows,,ULES-00858
"Fading Shadows (USA) (En,Fr,De,Es,It,Nl,Ru)",Fading Shadows,,ULUS-10344
Fairy Tail - Portable Guild (Japan),Fairy Tail: Portable Guild,フェアリーテイル　ポータブルギルド,ULJM 05608
Fairy Tail - Portable Guild (Japan),Fairy Tail: Portable Guild,フェアリーテイル　ポータブルギルド,ULJM 08050
Fairy Tail - Portable Guild 2 (Japan),,,ULJM 05776
Fairy Tail - Zerefu Kakusei (Japan),Fairy Tail: Zerefu Kakusei,フェアリーテイル ゼレフ覚醒,ULJM-05955
"Family Guy - Video Game! (Europe) (En,Fr,De,Es,It)",Family Guy: Video Game!,,ULES-00601
"Family Guy - Video Game! (Europe, Australia)",Family Guy: Video Game!,,ULES-00567
Family Guy - Video Game! (USA),Family Guy: Video Game!,,ULUS-10185
Fantasy Golf Pangya Portable (Japan),Fantasy Golf Pangya Portable,ファンタジーゴルフ パンヤ ポータブル,ULJM 05440
Fantasy Golf Pangya Portable (Korea),Fantasy Golf Pangya Portable,판타지 골프 팡야 포터블,ULKS-46164
"Fast and the Furious, The (Europe)",The Fast and the Furious,,ULES-00973
"Fast and the Furious, The (USA)",The Fast and the Furious,,ULUS-10198
"Fat Princess - Fistful of Cake (Europe, Australia) (En,Fr,De,Es,It,Nl,Pt,Ru)",Fat Princess: Fistful of Cake,,UCES-01312
Fat Princess - Fistful of Cake (USA),Fat Princess: Fistful of Cake,,UCUS-98740
Fate-Extra (Europe),Fate/Extra,,ULES-01561
Fate-Extra (Japan),Fate/Extra,フェイト／エクストラ,ULJS 00253
Fate-Extra (Japan),Fate/Extra,フェイト／エクストラ,ULJS 00254
Fate-Extra (Japan),Fate/Extra,フェイト／エクストラ,ULJS 19063
Fate-Extra (USA),Fate/Extra,,ULUS-10576
Fate-Extra CCC (Japan),Fate/Extra CCC,フェイト／エクストラ　ＣＣＣ,ULJS 00450
Fate-Extra CCC (Japan),Fate/Extra CCC,フェイト／エクストラ　ＣＣＣ,ULJS 00451
Fate-Tiger Colosseum (Japan),,,ULJM 05266
Fate-Tiger Colosseum Upper (Japan),,,ULJM 05360
Fate-Tiger Colosseum Upper (Japan),,,ULJM 05504
Fate-Unlimited Codes Portable (Japan),Fate/Unlimited Codes Portable,フェイト／アンリミテッドコード　ポータブル,ULJM 05451
"Field Commander (Europe, Australia) (En,Fr,De,Es)",Field Commander,,ULES-00335
Field Commander (USA),Field Commander,,ULUS 10088
Field Commander (USA) (Beta) (v1.02) (2005-11-30),Field Commander,,ULUX-80153
Field Commander (USA) (Beta) (v1.10) (2006-03-01),Field Commander,,ULUX-80153
FIFA 06 (Europe),FIFA 06,,ULES-00161
FIFA 06 (Europe),FIFA 06,,ULES-00161/P
FIFA 06 (France),FIFA 06,,ULES-00162
FIFA 06 (Germany),FIFA 06,,ULES-00163
FIFA 06 (Italy),FIFA 06,,ULES-00164/P
FIFA 06 (Japan),FIFA 06,,ULJM 05061
FIFA 06 (Spain),FIFA 06,,ULES-00165
FIFA 07 (Europe),FIFA 07,,ULES-00440
FIFA 07 (France),FIFA 07,,ULES-00441
FIFA 07 (Germany),FIFA 07,,ULES-00443
FIFA 07 (Italy),FIFA 07,,ULES-00442
FIFA 07 (Netherlands),FIFA 07,,ULES-00459
FIFA 07 (Netherlands),FIFA 07,,ULES-00459/P
FIFA 07 (Spain),FIFA 07,,ULES-00444
FIFA 08 (Europe),FIFA 08,,ULES-00891
FIFA 08 (France),FIFA 08,,ULES-00892
FIFA 08 (Germany),FIFA 08,,ULES-00894
FIFA 08 (Italy),FIFA 08,,ULES-00893
FIFA 08 (Korea),FIFA 08,피파 08,ULKS 46153
FIFA 08 (Portugal),FIFA 08,,ULES-00896
FIFA 08 (Russia),FIFA 08,,ULES-01057
FIFA 08 (Spain),FIFA 08,,ULES-00895
"FIFA 09 (Asia) (En,Es)",FIFA 09,,ULAS-42141
FIFA 09 (Europe),FIFA 09,,ULES-01135
"FIFA 09 (Europe) (Pl,Cs,Hu)",FIFA 09,,ULES-01142
FIFA 09 (France),FIFA 09,,ULES-01136
FIFA 09 (Germany),FIFA 09,,ULES-01137/P
FIFA 09 (Italy),FIFA 09,,ULES-01138
FIFA 09 (Netherlands),FIFA 09,,ULES-01141
FIFA 09 (Netherlands),FIFA 09,,ULES-01141/P
FIFA 09 (Portugal),FIFA 09,,ULES-01143
FIFA 09 (Russia),FIFA 09,,ULES-01140
FIFA 09 (Spain),FIFA 09,,ULES-01139
FIFA 10 (Europe),FIFA 10,,ULES-01322
"FIFA 10 (Europe) (Pl,Cs,Hu)",FIFA 10,,ULES-01328
FIFA 10 (France),FIFA 10,,ULES-01326
FIFA 10 (Germany),FIFA 10,,ULES-01330
FIFA 10 (Italy),FIFA 10,,ULES-01325
FIFA 10 (Netherlands),FIFA 10,,ULES-01324
FIFA 10 (Netherlands),FIFA 10,,ULES-01324/P
FIFA 10 (Portugal),FIFA 10,,ULES-01331
FIFA 10 (Russia),FIFA 10,,ULES-01329
FIFA 10 (Spain),FIFA 10,,ULES-01323
FIFA 11 (Europe) (v1.01),FIFA 11,,ULES-01475
FIFA 11 (Europe) (v2.01),FIFA 11,,ULES-01475#
FIFA 11 (France) (v1.00),FIFA 11,,ULES-01476
FIFA 11 (France) (v2.01),FIFA 11,,ULES-01476#
FIFA 11 (Germany) (v1.00),FIFA 11,,ULES-01478
FIFA 11 (Germany) (v2.01),FIFA 11,,ULES-01478#
FIFA 11 (Italy) (v1.00),FIFA 11,,ULES-01477
FIFA 11 (Italy) (v2.01),FIFA 11,,ULES-01477#
FIFA 11 (Netherlands) (v1.00),FIFA 11,,ULES-01482
FIFA 11 (Netherlands) (v2.01),FIFA 11,,ULES-01482#
FIFA 11 (Poland) (v1.00),FIFA 11,,ULES-01483
FIFA 11 (Poland) (v2.01),FIFA 11,,ULES-01483#
FIFA 11 (Portugal) (v1.00),FIFA 11,,ULES-01481
FIFA 11 (Portugal) (v2.01),FIFA 11,,ULES-01481#
FIFA 11 (Russia) (v1.00),FIFA 11,,ULES-01480
FIFA 11 (Russia) (v2.01),FIFA 11,,ULES-01480#
FIFA 11 (Spain) (v1.00),FIFA 11,,ULES-01479
FIFA 11 (Spain) (v2.01),FIFA 11,,ULES-01479#
FIFA 12 - World Class Soccer (Japan),FIFA 12: World Class Soccer,ＦＩＦＡ　１２　ワールドクラス　サッカー,ULJM 05966
FIFA 12 (Europe),FIFA 12,,ULES-01543
FIFA 12 (Europe),FIFA 12,,ULES-01543#
FIFA 12 (France),FIFA 12,,ULES-01546
FIFA 12 (Germany),FIFA 12,,ULES-01547
FIFA 12 (Italy),FIFA 12,,ULES-01551
FIFA 12 (Netherlands),FIFA 12,,ULES-01544
FIFA 12 (Poland),FIFA 12,,ULES-01545
FIFA 12 (Portugal),FIFA 12,,ULES-01550
FIFA 12 (Russia),FIFA 12,,ULES-01548
FIFA 12 (Spain),FIFA 12,,ULES-01549
FIFA 13 (Europe),FIFA 13,,ULES-01565#
FIFA 13 (France),FIFA 13,,ULES-01569
