redump_name,Title,Foreign Title,serial
"Tom Clancy's Splinter Cell - Essentials (Europe, Australia) (En,Fr,De,Es,It) (v1.02)",Tom Clancy's Splinter Cell: Essentials,,ULES-00281
Tom Clancy's Splinter Cell - Essentials (USA),Tom Clancy's Splinter Cell: Essentials,,ULUS-10070
Tomoyo After - It's a Wonderful Life - CS Edition (Japan) (v1.03),Tomoyo After: It's a Wonderful Life: CS Edition,智代アフター　～Ｉｔ＇ｓ　ａ　Ｗｏｎｄｅｒｆｕｌ　Ｌｉｆｅ～　ＣＳ Ｅｄｉｔｉｏｎ,ULJM 05411
Tomoyo After - It's a Wonderful Life - CS Edition (Japan) (v2.01),Tomoyo After: It's a Wonderful Life: CS Edition,智代アフター　～Ｉｔ＇ｓ　ａ　Ｗｏｎｄｅｒｆｕｌ　Ｌｉｆｅ～　ＣＳ Ｅｄｉｔｉｏｎ,ULJM 05411
Tony Hawk's Project 8 (Europe),Tony Hawk's Project 8,,ULES-00625
"Tony Hawk's Project 8 (Europe) (Fr,De,Es,It)",Tony Hawk's Project 8,,ULES-00626
Tony Hawk's Project 8 (USA) (v1.00),Tony Hawk's Project 8,,ULUS-10197
Tony Hawk's Project 8 (USA) (v2.03),Tony Hawk's Project 8,,ULUS-10197
Tony Hawk's Project 8 (USA) (v2.03),Tony Hawk's Project 8,,ULUS-10197GH
Tony Hawk's Underground 2 Remix (Europe),Tony Hawk's Underground 2 Remix,,ULES-00033
Tony Hawk's Underground 2 Remix (France),Tony Hawk's Underground 2 Remix,,ULES-00034
Tony Hawk's Underground 2 Remix (Germany),Tony Hawk's Underground 2 Remix,,ULES-00035/E
Tony Hawk's Underground 2 Remix (USA),Tony Hawk's Underground 2 Remix,,ULUS-10014
ToraDora Portable! (Japan),ToraDora Portable!,とらドラ・ポータブル!,ULJS 00186
Toriko - Gourmet Survival (Japan),Toriko: Gourmet Survival,トリコ　グルメサバイバル！,ULJS 00389
Toriko - Gourmet Survival! 2 (Japan),Toriko: Gourmet Survival! 2,トリコ グルメサバイバル！ ２,ULJS 00483
Toudai Shougi - Mejinsen Dojo (Japan),,,ULJM 05747
Toukiden (Japan),Toukiden,討鬼伝,ULJM 06290
Toukiden Kiwami (Japan),Toukiden Kiwami,討鬼伝　極,ULJM 06376
Transformers - Die Rache (Germany),Transformers: Die Rache,,ULES-01288
"Transformers - Revenge of the Fallen (Europe) (En,Fr)",Transformers: Revenge of the Fallen,,ULES-01286
"Transformers - Revenge of the Fallen (Europe) (Es,It)",Transformers: Revenge of the Fallen,Transformers: La Vendetta del Caduto / Transformers: La Venganza de los Caídos,ULES-01287/E
Transformers - Revenge of the Fallen (Korea),Transformers: Revenge of the Fallen,트랜스포머: 패자의 역습,ULKS-46207
Transformers - Revenge of the Fallen (Korea),Transformers: Revenge of the Fallen,트랜스포머: 패자의 역습,ULUS-10433
"Transformers - Revenge of the Fallen (USA) (En,Fr)",Transformers: Revenge of the Fallen,,ULUS-10433
Transformers - The Game (Europe),Transformers: The Game,,ULES-00823
"Transformers - The Game (Europe) (De,It)",Transformers: The Game,,ULES-00824
"Transformers - The Game (Europe) (Fr,Es)",Transformers: The Game,,ULES-00825
Transformers - The Game (USA),Transformers: The Game,,ULUS 10274
Transformers - The Game (USA),Transformers: The Game,,ULUS 10274GH
Traxxpad - Portable Studio (USA),"Traxxpad: ""Portable Studio""",,ULUS-10272
Trick x Logic - Season 1 (Japan),Trick x Logic: Season 1,TRICK×LOGIC Ｓｅａｓｏｎ１,UCJS 10097
Trick x Logic - Season 2 (Japan),Trick x Logic: Season 2,TRICK×LOGIC Ｓｅａｓｏｎ２,UCJS 10105
Tsukumonogatari (Japan),,,ULJM 05755
"Tube Mania (Europe) (Fr,Nl)",Tube Mania,,ULES-01168
Tube Mania (France),Tube Mania,,ULES-01131
Twelve - Sengoku Fuushinden (Japan),Twelve: Sengoku Fuushinden,Ｔｗｅｌｖｅ　～戦国封神伝～,ULJM 05031
Twelve - Sengoku Houshinden (Japan) (Beta) (2005-05-19),Twelve: Sengoku Houshinden,トゥエルブ　～戦国封神伝～,ULJP-00523
TwinBee Portable (Japan),TwinBee Portable,ツインビーポータブル,ULJM 05221
Twinkle Crusaders Starlit Brave (Japan),Twinkle Crusaders Starlit Brave,ティンクル☆くるせいだーず　スターリットブレイブ,ULJS 00313
"Twisted Metal - Head-On (Europe) (En,Fr,De,Es,It)",Twisted Metal: Head-On,,UCES-00018
Twisted Metal - Head-On (USA),Twisted Metal: Head-On,,UCUS-98601
Twisted Metal - Head-On (USA),Twisted Metal: Head-On,,UCUS-98601GH
UEFA Champions League 2006-2007 (Europe),UEFA Champions League 2006-2007,,ULES-00699
UEFA Champions League 2006-2007 (France),UEFA Champions League 2006-2007,,ULES-00706
UEFA Champions League 2006-2007 (Germany),UEFA Champions League 2006-2007,,ULES-00708
UEFA Champions League 2006-2007 (Italy),UEFA Champions League 2006-2007,,ULES-00707
UEFA Champions League 2006-2007 (Spain),UEFA Champions League 2006-2007,,ULES-00709
