Redump_Name,Serial_1,Serial_2
"Harry Potter and the Chamber of Secrets (Europe) (En,Fr,De)",DOL-GHSY-EUR,
"Harry Potter and the Chamber of Secrets (Europe) (Es,It,Pt)",DOL-GHSX-EUR,
Harry Potter and the Chamber of Secrets (USA),DOL-GHSE-USA,
Harry Potter and the Goblet of Fire (Europe),DOL-GH4P-UKV,
Harry Potter and the Goblet of Fire (USA),DOL-GH4E-USA,
"Harry Potter and the Philosopher's Stone (Europe) (En,Nl) (Rev 1)",DOL-GHLP-EUR,
"Harry Potter and the Philosopher's Stone (Europe) (En,Sv) (Rev 1)",DOL-GHLX-EUU,
"Harry Potter and the Philosopher's Stone (Europe) (Es,It) (Rev 1)",DOL-GHLZ-EUT,
"Harry Potter and the Philosopher's Stone (Europe) (Fr,De) (Rev 1)",DOL-GHLY-EUB,DOL-GHLY-NOE
Harry Potter and the Prisoner of Azkaban (Europe),DOL-GAZP-UKV,
Harry Potter and the Prisoner of Azkaban (USA),DOL-GAZE-USA,
"Harry Potter and the Sorcerer's Stone (USA) (En,Es) (Rev 1)",DOL-GHLE-USA,
Harry Potter e il Calice di Fuoco (Italy),DOL-GH4I-ITA,
Harry Potter e il Prigioniero di Azkaban (Italy),DOL-GAZI-ITA,
Harry Potter en de gevangene van Azkaban (Netherlands),DOL-GAZH-HOL,
Harry Potter en de Vuurbeker (Netherlands),DOL-GH4H-HOL,
Harry Potter et la Coupe de Feu (France),DOL-GH4F-FRA,
Harry Potter et le Prisonnier d'Azkaban (France),DOL-GAZF-FRA,
Harry Potter och den flammande baegaren (Sweden),DOL-GH4M-SWE,
Harry Potter och fangen fran Azkaban (Sweden),DOL-GAZM-SWE,
Harry Potter to Azkaban no Shuujin (Japan),DOL-GAZJ-JPN,
Harry Potter to Himitsu no Heya (Japan),DOL-GHSJ-JPN,
Harry Potter to Honoo no Goblet (Japan),DOL-GH4J-JPN,
"Harry Potter to Kenja no Ishi (Japan) (En,Ja)",DOL-GHLJ-JPN,
Harry Potter und der Feuerkelch (Germany),DOL-GH4D-NOE,
Harry Potter und der Gefangene von Askaban (Germany),DOL-GAZD-NOE,
Harry Potter y el Caliz de Fuego (Spain),DOL-GH4S-ESP,
Harry Potter y el prisionero de Azkaban (Spain),DOL-GAZS-ESP,
Harvest Moon - A Wonderful Life (Europe),DOL-GYWP-UKV,
Harvest Moon - A Wonderful Life (Germany),DOL-GYWD-NOE,
Harvest Moon - A Wonderful Life (USA),DOL-GYWE-USA,
Harvest Moon - Another Wonderful Life (USA),DOL-G4GE-USA,
Harvest Moon - Magical Melody (USA),DOL-G4AE-USA,
"Hello Kitty - Roller Rescue (Europe) (En,Fr,De,Es,It)",DOL-GH6P-EUR,
Hello Kitty - Roller Rescue (USA),DOL-GH6E-USA,
"Herr der Ringe, Der - Das dritte Zeitalter (Germany) (Disc 1)",DOL-G3AD-0-NOE,
"Herr der Ringe, Der - Das dritte Zeitalter (Germany) (Disc 2)",DOL-G3AD-1-NOE,
"Herr der Ringe, Der - Die Rueckkehr des Koenigs (Germany)",DOL-GKLD-NOE,
"Herr der Ringe, Der - Die zwei Tuerme (Germany)",DOL-GLOD-NOE,
Hikaru no Go 3 (Japan),DOL-GHTJ-JPN,
Hitman 2 - Silent Assassin (Europe),DOL-GHMP-UKV,
Hitman 2 - Silent Assassin (France),DOL-GHMF-FRA,
Hitman 2 - Silent Assassin (Germany),DOL-GHMD-NOE,
Hitman 2 - Silent Assassin (USA),DOL-GHME-USA,
"Hobbit, The - The Prelude to the Lord of the Rings (Europe) (En,Fr,De,Es,It)",DOL-GHBP-EUR,DOL-GHBP-FRA
"Hobbit, The - The Prelude to the Lord of the Rings (USA)",DOL-GHBE-USA,
Home Run King (USA),DOL-GLBE-USA,
Homeland (Japan),DOL-GHEJ-JPN,
Homeland (Japan) (Rev 1),DOL-GHEJ-JPN,
Homeland (Japan) (Test Disc),DOL-PHEJ-JPN,
Hontai Kensa Disc DOL (Japan) (Rev 3),,
Hontai Kensa Disc DOL (Japan) (Rev 6),,
Hontai Kensa Disc DOL-USA (Japan) (Rev 5),,
Hot Wheels - Velocity X (Europe),DOL-GHWP-EUR,
Hot Wheels - Velocity X (USA),DOL-GHWE-USA,
Hot Wheels - World Race (Europe),DOL-GHRP-UKV,
Hot Wheels - World Race (USA) (Rev 1),DOL-GHRE-USA,
Hudson Selection Vol. 1 - Cubic Lode Runner (Japan),DOL-GQRJ-JPN,
Hudson Selection Vol. 2 - Star Soldier (Japan),DOL-GJSJ-JPN,
Hudson Selection Vol. 3 - PC Genjin - Pithecanthropus Computerurus (Japan),DOL-GP4J-JPN,
Hudson Selection Vol. 4 - Takahashi-Meijin no Boukenjima (Japan),DOL-GTNJ-JPN,
Hulk (Europe),DOL-GHKP-EUR,DOL-GHKP-UKV
Hulk (France),DOL-GHKF-FRA,
Hulk (Germany),DOL-GHKD-NOE,
Hulk (Spain),DOL-GHKS-ESP,
Hulk (USA),DOL-GHKE-USA,
"Hunter - The Reckoning (Europe) (En,Fr,De)",DOL-GHNX-EUR,
Hunter - The Reckoning (USA),DOL-GHNE-USA,
Hyper Sports 2002 Winter (Japan),DOL-GWSJ-JPN,
"Ice Age 2 - The Meltdown (Europe) (En,Fr,De)",DOL-GIAP-EUR,
Ice Age 2 - The Meltdown (USA),DOL-GIAE-USA,
Ikaruga (Europe),DOL-GIKP-UKV,
Ikaruga (Japan),DOL-GIKJ-JPN,
Ikaruga (USA),DOL-GIKE-USA,
"Incredible Hulk, The - Ultimate Destruction (Europe) (En,Es,It)",DOL-GHUP-EUR,
"Incredible Hulk, The - Ultimate Destruction (France)",DOL-GHUF-FRA,
"Incredible Hulk, The - Ultimate Destruction (USA)",DOL-GHUE-USA,
I-Ninja (USA),DOL-GNJE-USA,
Intellivision Lives! (USA),DOL-GIVE-USA,
Interactive Multi-Game Demo Disc - August 2002 (USA),DOL-G94E-USA,
Interactive Multi-Game Demo Disc - January 2002 (USA),DOL-G98E-USA,
Interactive Multi-Game Demo Disc - July 2002 (USA),DOL-G95E-USA,
Interactive Multi-Game Demo Disc - June 2002 (USA),DOL-G96E-USA,
Interactive Multi-Game Demo Disc - March 2002 (USA),DOL-G97E-USA,
Interactive Multi-Game Demo Disc - October 2001 (USA),DOL-G99E-USA,
Interactive Multi-Game Demo Disc Version 10 (USA),DOL-D88E-USA,
Interactive Multi-Game Demo Disc Version 11 (USA),DOL-D86E-USA,
Interactive Multi-Game Demo Disc Version 12 (USA),DOL-D85E-USA,
Interactive Multi-Game Demo Disc Version 13 (USA),DOL-D84E-USA,
Interactive Multi-Game Demo Disc Version 14 (USA),DOL-D83E-USA,
Interactive Multi-Game Demo Disc Version 15 (USA),DOL-D82E-USA,
Interactive Multi-Game Demo Disc Version 16 (USA),DOL-D79E-USA,
Interactive Multi-Game Demo Disc Version 17 (USA),DOL-D78E-USA,
Interactive Multi-Game Demo Disc Version 18 (USA),DOL-D77E-USA,
Interactive Multi-Game Demo Disc Version 19 (USA),DOL-D76E-USA,
Interactive Multi-Game Demo Disc Version 20 (USA),DOL-D75E-USA,
Interactive Multi-Game Demo Disc Version 21 (USA),DOL-D74E-USA,
Interactive Multi-Game Demo Disc Version 22 (USA),DOL-D73E-USA,
Interactive Multi-Game Demo Disc Version 23 (USA),DOL-D72E-USA,
Interactive Multi-Game Demo Disc Version 24 (USA),DOL-D69E-USA,
Interactive Multi-Game Demo Disc Version 25 (USA),DOL-D68E-USA,
Interactive Multi-Game Demo Disc Version 26 (USA),DOL-D67E-USA,
Interactive Multi-Game Demo Disc Version 27 (USA),DOL-D66E-USA,
Interactive Multi-Game Demo Disc Version 28 (USA),DOL-D65E-USA,
Interactive Multi-Game Demo Disc Version 29 (USA),DOL-D64E-USA,
Interactive Multi-Game Demo Disc Version 30 (USA),DOL-D63E-USA,
Interactive Multi-Game Demo Disc Version 31 (USA),DOL-D62E-USA,
Interactive Multi-Game Demo Disc Version 32 (USA),DOL-D59E-USA,
Interactive Multi-Game Demo Disc Version 33 (USA),DOL-D58E-USA,
Interactive Multi-Game Demo Disc Version 34 (USA),DOL-D57E-USA,
Interactive Multi-Game Demo Disc Version 35 (USA),DOL-D56E-USA,
Interactive Multi-Game Demo Disc Version 7 (USA),DOL-D93E-USA,
Interactive Multi-Game Demo Disc Version 8 (USA),DOL-D92E-USA,
Interactive Multi-Game Demo Disc Version 9 (USA),DOL-D89E-USA,
"Interactive Multi-Game Demo Disk - April 2003 (Australia) (En,Fr,De,Es,It)",DOL-D95U-AUS,
"Interactive Multi-Game Demo Disk - April 2003 (Europe) (En,Fr,De,Es,It)",DOL-D93P-EUR,
"Interactive Multi-Game Demo Disk - April 2005 (Europe) (En,Fr,De,Es,It)",DOL-D82P-EUR,
"Interactive Multi-Game Demo Disk - April 2006 (Europe) (En,Fr,De,Es,It)",DOL-D77P-EUR,
"Interactive Multi-Game Demo Disk - December 2002 (Europe) (En,Fr,De,Es,It)",DOL-D95P-EUR,
"Interactive Multi-Game Demo Disk - February 2003 (Europe) (En,Fr,De,Es,It)",DOL-D94P-EUR,
"Interactive Multi-Game Demo Disk - February 2005 (Australia) (En,Fr,De,Es,It)",DOL-D87U-AUS,
"Interactive Multi-Game Demo Disk - February 2005 (Europe) (En,Fr,De,Es,It)",DOL-D83P-EUR,
"Interactive Multi-Game Demo Disk - July 2004 (Europe) (En,Fr,De,Es,It)",DOL-D85P-EUR,
"Interactive Multi-Game Demo Disk - June 2003 (Europe) (En,Fr,De,Es,It)",DOL-D92P-EUR,
"Interactive Multi-Game Demo Disk - March 2002 (Europe) (En,Fr,De,Es,It)",DOL-G99P-EUR,
Interactive Multi-Game Demo Disk - March 2004 (Australia),DOL-D92U-AUS,
"Interactive Multi-Game Demo Disk - March 2004 (Europe) (En,Fr,De,Es,It)",DOL-D87P-EUR,
"Interactive Multi-Game Demo Disk - May 2002 (Europe) (En,Fr,De,Es,It)",DOL-G98P-EUR,
Interactive Multi-Game Demo Disk - May 2004 (Australia),DOL-D89U-AUS,
"Interactive Multi-Game Demo Disk - May 2004 (Europe) (En,Fr,De,Es,It)",DOL-D86P-EUR,
"Interactive Multi-Game Demo Disk - May 2005 (Europe) (En,Fr,De,Es,It)",DOL-D79P-EUR,
"Interactive Multi-Game Demo Disk - November 2002 (Europe) (En,Fr,De,Es,It)",DOL-D96P-EUR,DOL-G96P-EUR
"Interactive Multi-Game Demo Disk - November 2003 (Australia) (En,Fr,De,Es,It)",DOL-D93U-AUS,
"Interactive Multi-Game Demo Disk - November 2003 (Europe) (En,Fr,De,Es,It)",DOL-D88P-EUR,
"Interactive Multi-Game Demo Disk - November 2004 (Australia) (En,Fr,De,Es,It)",DOL-D88U-AUS,
"Interactive Multi-Game Demo Disk - November 2004 (Europe) (En,Fr,De,Es,It)",DOL-D84P-EUR,
"Interactive Multi-Game Demo Disk - October 2005 (Australia) (En,Fr,De,Es,It)",DOL-D86U-AUS,
"Interactive Multi-Game Demo Disk - October 2005 (Europe) (En,Fr,De,Es,It)",DOL-D78P-EUR,
"Interactive Multi-Game Demo Disk - September 2002 (Australia) (En,Fr,De,Es,It)",DOL-G97U-AUS,
"Interactive Multi-Game Demo Disk - September 2002 (Europe) (En,Fr,De,Es,It)",DOL-G97P-EUR,
Interactive Multi-Game Demo Disk - September 2003 (Australia),DOL-D94U-AUS,
"Interactive Multi-Game Demo Disk - September 2003 (Europe) (En,Fr,De,Es,It)",DOL-D89P-EUR,
"International Superstar Soccer 2 (Europe) (En,Fr,De,Es,It)",DOL-GJ2P-EUR,
"International Superstar Soccer 3 (Europe) (En,Fr,De,Es,It)",DOL-GJ3P-EUR,
"Italian Job, The (Europe) (En,Fr,De,Es,It)",DOL-GIBP-NOE,
"Italian Job, The (USA)",DOL-GIBE-USA,
"Jeremy McGrath Supercross World (Europe) (En,Fr,De,Es,It)",DOL-GSCP-EUR,
Jeremy McGrath Supercross World (USA),DOL-GSCE-USA,
Jikkyou Powerful Major League (Japan),DOL-GYMJ-JPN,
Jikkyou Powerful Pro Yakyuu 10 (Japan),DOL-GPJJ-JPN,
Jikkyou Powerful Pro Yakyuu 10 Chou Ketteiban - 2003 Memorial (Japan),DOL-GIOJ-JPN,
Jikkyou Powerful Pro Yakyuu 11 (Japan),DOL-GJPJ-JPN,
Jikkyou Powerful Pro Yakyuu 11 Chou Ketteiban (Japan),DOL-GEJJ-JPN,
Jikkyou Powerful Pro Yakyuu 12 - Ketteiban (Japan),DOL-GKEJ-JPN,
Jikkyou Powerful Pro Yakyuu 12 (Japan),DOL-GKPJ-JPN,
Jikkyou Powerful Pro Yakyuu 9 - Ketteiban (Japan),DOL-G9KJ-JPN,
Jikkyou Powerful Pro Yakyuu 9 (Japan),DOL-GPPJ-JPN,
Jikkyou World Soccer 2002 (Japan),DOL-GJ2J-JPN,
"Judge Dredd - Dredd vs. Death (Europe) (En,Fr)",DOL-GJDY-EUU,
"Judge Dredd - Dredd vs. Death (Germany) (En,De)",DOL-GJDX-EUR,
Judge Dredd - Dredd vs. Death (USA),DOL-GJDE-USA,
Kaijuu no Shima - Amazing Island (Japan),DOL-GKAJ-JPN,
"Kao the Kangaroo - Round 2 (Europe) (En,Fr,De,Es,It)",DOL-GKOP-NOE,
Kao the Kangaroo - Round 2 (USA),DOL-GKOE-USA,
Karaoke Revolution Party (USA),DOL-GK9E-USA,
Karat GC-you Pro Action Replay - Best Price! Sokukouryaku GC-you Vol. 1 (Japan) (Unl),,
Karat GC-you Pro Action Replay PAR GC-you (Japan) (Unl) (v1.07),,
Karat GC-you Pro Action Replay PAR GC-you (Japan) (Unl) (v1.20A),,
Kelly Slater's Pro Surfer (Europe),DOL-GKSP-UKV,
"Kelly Slater's Pro Surfer (Europe) (En,Fr,De)",DOL-GKSX-EUR,DOL-GKSX-EUU
Kelly Slater's Pro Surfer (USA),DOL-GKSE-USA,
Kero Kero King DX (Japan),DOL-GKRJ-JPN,
Kidou Senshi Gundam - Gundam vs. Z Gundam (Japan),DOL-G2GJ-JPN,
Kidou Senshi Gundam - Senshi-tachi no Kiseki - Kadokawa Shoten Rengou Kikaku Tokubetsu-hen (Japan),DOL-GKCJ-JPN,
Kidou Senshi Gundam - Senshi-tachi no Kiseki (Japan),DOL-GGAJ-JPN,
Kidou Senshi Gundam - Senshi-tachi no Kiseki (Japan) (Special Disc),DOL-DGAJ-DIS,
"Killer7 (Europe) (En,Fr,De) (Disc 1)",DOL-GK7P-0-EUR,
"Killer7 (Europe) (En,Fr,De) (Disc 2)",DOL-GK7P-1-EUR,
Killer7 (Japan) (Disc 1) (Rev 2),DOL-GK7J-0-JPN,
Killer7 (Japan) (Disc 2) (Rev 2),DOL-GK7J-1-JPN,
Killer7 (USA) (Disc 1) (Rev 1),DOL-GK7E-0-USA,
Killer7 (USA) (Disc 2) (Rev 1),DOL-GK7E-1-USA,
"King Arthur (Europe) (En,Fr,De,Es,It)",DOL-GKHP-EUR,
King Arthur (USA),DOL-GKHE-USA,
Kinnikuman Nisei - Shinsedai Choujin vs. Densetsu Choujin (Japan),DOL-GKNJ-JPN,
"Kirby Air Ride (Europe) (En,Fr,De,Es,It)",DOL-GKYP-EUR,
Kirby Air Ride (Korea),DOL-GKYE-KOR,
Kirby Air Ride (USA),DOL-GKYE-USA,
Kirby's Airride (Japan),DOL-GKYJ-JPN,
Kiwame Mahjong DX II - The 4th MONDO21Cup Competition (Japan),DOL-GKXJ-JPN,
"Knights of the Temple - Infernal Crusade (Europe) (En,Fr,De,Es)",DOL-GTPP-EUR,
"Knockout Kings 2003 (Europe) (En,Fr,De)",DOL-GKKP-EUR,
Knockout Kings 2003 (USA),DOL-GKKE-USA,
Konjiki no Gashbell!! Go! Go! Mamono Fight!! (Japan),DOL-GABJ-JPN,
Konjiki no Gashbell!! Yuujou Tag Battle - Full Power (Japan),DOL-GGKJ-JPN,
Konjiki no Gashbell!! Yuujou Tag Battle 2 (Japan),DOL-GYKJ-JPN,
Kururin Squash! (Japan),DOL-GKQJ-JPN,
Kyojin no Doshin (Japan),DOL-GKDJ-JPN,
Lara Croft Tomb Raider - Legend (Europe),DOL-GL8P-UKV,
Lara Croft Tomb Raider - Legend (France),DOL-GL8F-FRA,
Lara Croft Tomb Raider - Legend (Germany),DOL-GL8D-NOE,
Lara Croft Tomb Raider - Legend (USA),DOL-GL8E-USA,
"Largo Winch - Empire Under Threat (Europe) (En,Fr,De,Es,It)",DOL-GLGP-EUR,
Legend of Golfer (Japan),DOL-GLXJ-JPN,
"Legend of Spyro, The - A New Beginning (Europe) (En,Fr,De,Es,It,Nl)",DOL-G6SP-EUR,
"Legend of Spyro, The - A New Beginning (USA)",DOL-G6SE-USA,
"Legend of Zelda, The - Collector's Edition (Europe) (En,Fr,De,Es,It)",DOL-PZLP-EUR,
"Legend of Zelda, The - Collector's Edition (USA)",DOL-PZLE-USA,
"Legend of Zelda, The - Four Swords Adventures (Europe) (En,Fr,De,Es,It)",DOL-G4SP-EUR,
"Legend of Zelda, The - Four Swords Adventures (USA)",DOL-G4SE-USA,
"Legend of Zelda, The - Ocarina of Time & Master Quest (Australia) (En,Fr,De)",DOL-D43U-AUS,
"Legend of Zelda, The - Ocarina of Time & Master Quest (Europe) (En,Fr,De)",DOL-D43P-EUR,DOL-D43P-EUR-1
"Legend of Zelda, The - Ocarina of Time & Master Quest (Korea)",DOL-D43W-KOR,
"Legend of Zelda, The - Ocarina of Time & Master Quest (USA)",DOL-D43E-USA,
"Legend of Zelda, The - The Wind Waker (Europe) (En,Fr,De,Es,It)",DOL-GZLP-EUR,DOL-GZLP-EUR-01
"Legend of Zelda, The - The Wind Waker (Korea)",DOL-GZLE-KOR,
"Legend of Zelda, The - The Wind Waker (USA)",DOL-GZLE-USA,
"Legend of Zelda, The - Twilight Princess (Europe) (En,Fr,De,Es,It)",DOL-GZ2P-EUR,
"Legend of Zelda, The - Twilight Princess (USA)",DOL-GZ2E-USA,
Legends of Wrestling (Europe),DOL-GLWP-EUR,
Legends of Wrestling (USA),DOL-GLWE-USA,
Legends of Wrestling II (Europe),DOL-GL2P-EUR,
Legends of Wrestling II (USA),DOL-GL2E-USA,
LEGO Star Wars - The Video Game (Europe),DOL-GL5P-UKV,
"LEGO Star Wars - The Video Game (Europe) (Fr,De)",DOL-GL5X-EUR,
LEGO Star Wars - The Video Game (USA),DOL-GL5E-USA,
"LEGO Star Wars II - The Original Trilogy (Europe) (En,Fr,De,Da)",DOL-GL7P-EUR,
"LEGO Star Wars II - The Original Trilogy (Europe) (En,Fr,De,Da) (Rev 1)",DOL-GL7P-EUR,
LEGO Star Wars II - The Original Trilogy (USA),DOL-GL7E-USA,
LEGO Super Soccer Adventure (Europe) (Proto),,
Lemony Snicket - Raetselhafte Ereignisse (Germany),DOL-GLCD-NOE,
Lemony Snicket's A Series of Unfortunate Events (Europe),DOL-GLCP-UKV,
Lemony Snicket's A Series of Unfortunate Events (USA),DOL-GLCE-USA,
"Looney Tunes - Back in Action (Europe) (En,Fr,De,Es,It)",DOL-GLNP-EUR,
Looney Tunes - Back in Action (USA),DOL-GLNE-USA,
Looney Tunes - Back in Action (USA) (Rev 1),DOL-GLNE-USA,
Lord of the Rings - Futatsu no Tou (Japan),DOL-GLOJ-JPN,
Lord of the Rings - Nakatsu Kuni Daisanki (Japan) (Disc 1),DOL-G3AJ-0-JPN,
Lord of the Rings - Nakatsu Kuni Daisanki (Japan) (Disc 2),DOL-G3AJ-1-JPN,
Lord of the Rings - Ou no Kikan (Japan),DOL-GKLJ-JPN,
"Lord of the Rings, The - The Return of the King (Europe) (En,Nl,Sv)",DOL-GKLP-EUR,
"Lord of the Rings, The - The Return of the King (USA)",DOL-GKLE-USA,
"Lord of the Rings, The - The Third Age (Europe) (Disc 1)",DOL-G3AP-0-UKV,
"Lord of the Rings, The - The Third Age (Europe) (Disc 2)",DOL-G3AP-1-UKV,
"Lord of the Rings, The - The Third Age (USA) (Disc 1)",DOL-G3AE-0-USA,
"Lord of the Rings, The - The Third Age (USA) (Disc 2)",DOL-G3AE-1-USA,
"Lord of the Rings, The - The Two Towers (Europe) (En,Nl)",DOL-GLOP-EUR,
"Lord of the Rings, The - The Two Towers (USA)",DOL-GLOE-USA,
"Lost Kingdoms (Europe) (En,Fr)",DOL-GRNP-EUR,DOL-GRNP-UKV
Lost Kingdoms (USA),DOL-GRNE-USA,
"Lost Kingdoms II (Europe) (En,Fr,De)",DOL-GR2P-EUR,
Lost Kingdoms II (USA),DOL-GR2E-USA,
Lotus Challenge (USA),DOL-GLUE-USA,
Luigi Mansion (Japan),DOL-GLMJ-DIS,DOL-GLMJ-JPN
"Luigi's Mansion (Europe) (En,Fr,De,Es,It)",DOL-GLMP-EUR,
"Luigi's Mansion (Europe) (En,Fr,De,Es,It) (Rev 1)",DOL-GLMP-EUR,
Luigi's Mansion (USA),DOL-GLME-USA,DOL-GLME-USA-01
Lupin III - Umi ni Kieta Hihou (Japan) (Disc 1),DOL-GL3J-0-JPN,
Lupin III - Umi ni Kieta Hihou (Japan) (Disc 2),DOL-GL3J-1-JPN,
Madden NFL 06 (Europe),DOL-G6MP-UKV,
Madden NFL 06 (USA),DOL-G6ME-USA,
Madden NFL 07 (USA),DOL-G7ME-USA,
Madden NFL 08 (USA),DOL-GQ8E-USA,
Madden NFL 2002 (USA),DOL-GMDE-USA,
Madden NFL 2003 (Europe),DOL-GM3P-EUR,
Madden NFL 2003 (USA),DOL-GM3E-USA,
Madden NFL 2004 (Europe),DOL-GQXP-EUR,DOL-GQXP-UKV
Madden NFL 2004 (USA),DOL-GQXE-USA,
Madden NFL 2004 (USA) (Rev 1),DOL-GQXE-USA,
Madden NFL 2005 (Europe),DOL-GNQP-EUR,DOL-GNQP-UKV
Madden NFL 2005 (USA),DOL-GNQE-USA,
Mahou no Pumpkin - An to Greg no Daibouken (Japan),DOL-GCWJ-JPN,
Major League Baseball 2K6 (USA),DOL-G62E-USA,
Mario Golf - Family Tour (Japan),DOL-GFTJ-JPN,
"Mario Golf - Toadstool Tour (Europe) (En,Fr,De,Es,It)",DOL-GFTP-EUR,
Mario Golf - Toadstool Tour (Korea),DOL-GFTE-KOR,
Mario Golf - Toadstool Tour (USA),DOL-GFTE-USA,
"Mario Kart - Double Dash!! (Europe) (En,Fr,De,Es,It)",DOL-GM4P-EUR,
Mario Kart - Double Dash!! (Japan),DOL-GM4J-JPN,
Mario Kart - Double Dash!! (Korea),DOL-GM4E-KOR,
Mario Kart - Double Dash!! (USA),DOL-GM4E-USA,
Mario Kart - Double Dash!! (USA) (Bonus Disc),DOL-PM4E-USA,
Mario Kart - Double Dash!! (USA) (Debug) (2004-07-05),,
"Mario Party 4 (Europe) (En,Fr,De,Es,It)",DOL-GMPP-EUR,
"Mario Party 4 (Europe) (En,Fr,De,Es,It) (Rev 1)",DOL-GMPP-EUR,
"Mario Party 4 (Europe) (En,Fr,De,Es,It) (Rev 2)",DOL-GMPP-EUR,
Mario Party 4 (Japan),DOL-GMPJ-JPN,
Mario Party 4 (Korea),DOL-GMPE-KOR,
Mario Party 4 (USA),DOL-GMPE-USA,
Mario Party 4 (USA) (Rev 1),DOL-GMPE-USA,
Mario Party 4 Event-you Disc (Japan),DOL-DMPJ-DIS,
"Mario Party 5 (Europe) (En,Fr,De,Es,It)",DOL-GP5P-EUR,
Mario Party 5 (Japan),DOL-GP5J-JPN,
Mario Party 5 (Korea),DOL-GP5W-KOR,
Mario Party 5 (USA),DOL-GP5E-USA,
"Mario Party 6 (Europe) (En,Fr,De,Es,It)",DOL-GP6P-EUR,
Mario Party 6 (Japan),DOL-GP6J-JPN,
Mario Party 6 (USA),DOL-GP6E-USA,
"Mario Party 7 (Europe) (En,Fr,De,Es,It)",DOL-GP7P-EUR,
Mario Party 7 (Japan),DOL-GP7J-JPN,
Mario Party 7 (USA) (Rev 1),DOL-GP7E-USA,
"Mario Power Tennis (Europe) (En,Fr,De,Es,It)",DOL-GOMP-EUR,
Mario Power Tennis (USA),DOL-GOME-USA,
Mario Power Tennis (USA) (Rev 1),DOL-GOME-USA,
"Mario Smash Football (Europe) (En,Fr,De,Es,It)",DOL-G4QP-EUR,
Mario Superstar Baseball (Europe),DOL-GYQP-EUR,
Mario Superstar Baseball (USA),DOL-GYQE-USA,
Mario Tennis GC (Japan),DOL-GOMJ-JPN,
Mario Tennis GC (Japan) (Rev 1),DOL-GOMJ-JPN,
Mark Davis Pro Bass Challenge (USA),DOL-G9BE-USA,
Marvel Nemesis - L'Avenement des Imparfaits (France),DOL-GVLF-FRA,
Marvel Nemesis - Rise of the Imperfects (Europe),DOL-GVLP-UKV,
Marvel Nemesis - Rise of the Imperfects (Germany),DOL-GVLD-NOE,
Marvel Nemesis - Rise of the Imperfects (USA),DOL-GVLE-USA,
Mary-Kate and Ashley - Sweet 16 - Licensed to Drive (Europe),DOL-GMAP-EUR,
Mary-Kate and Ashley - Sweet 16 - Licensed to Drive (USA),DOL-GMAE-USA,
Mat Hoffman's Pro BMX 2 (Europe),DOL-GMHP-EUR,
Mat Hoffman's Pro BMX 2 (France),DOL-GMHF-FRA,
Mat Hoffman's Pro BMX 2 (USA),DOL-GMHE-USA,
Max Drive (USA) (Unl),,
"Max Drive Pro (USA, Europe) (Unl)",,
Max Memory Power Saves - Volume 1 (USA) (Unl),,
MaxPlay (Europe) (Unl),,
MaxPlay (USA) (Unl),,
"MC Groovz Dance Craze (Europe) (En,Fr,De,Es,It)",DOL-GR4P-EUR,
MC Groovz Dance Craze (USA),DOL-GR4E-USA,
"Medabots Infinity (Europe) (En,Fr,De,Nl)",DOL-GM6P-EUR,
Medabots Infinity (USA),DOL-GM6E-USA,
Medabots Infinity (USA) (Rev 1),DOL-GM6E-USA,
Medal of Honor - En Premiere Ligne (France),DOL-GMFF-FRA,
Medal of Honor - Europa Kyoushuu (Japan),DOL-GONJ-JPN,
Medal of Honor - European Assault (Europe),DOL-GONP-EUR,
Medal of Honor - European Assault (Germany),DOL-GOND-NOE,
Medal of Honor - European Assault (USA),DOL-GONE-USA,
Medal of Honor - Frontline (Europe),DOL-GMFP-UKV,
Medal of Honor - Frontline (Germany),DOL-GMFD-NOE,
Medal of Honor - Frontline (Italy),DOL-GMFI-ITA,
Medal of Honor - Frontline (Spain),DOL-GMFS-ESP,
Medal of Honor - Frontline (USA),DOL-GMFE-USA,
Medal of Honor - Les Faucons de Guerre (France),DOL-GONF-FRA,
"Medal of Honor - Rising Sun (Europe) (En,Es,It,Nl,Sv) (Disc 1)",DOL-GR8P-0-EUR,
"Medal of Honor - Rising Sun (Europe) (En,Es,It,Nl,Sv) (Disc 2)",DOL-GR8P-1-EUR,
Medal of Honor - Rising Sun (Germany) (Disc 1),DOL-GR8D-0-NOE,
Medal of Honor - Rising Sun (Germany) (Disc 2),DOL-GR8D-1-NOE,
Medal of Honor - Rising Sun (Japan) (Disc 1),DOL-GRZJ-0-JPN,
Medal of Honor - Rising Sun (Japan) (Disc 2),DOL-GRZJ-1-JPN,
Medal of Honor - Rising Sun (USA) (Disc 1),DOL-GR8E-0-USA,
Medal of Honor - Rising Sun (USA) (Disc 2),DOL-GR8E-1-USA,
Medal of Honor - Soleil Levant (France) (Disc 1),DOL-GR8F-0-FRA,
Medal of Honor - Soleil Levant (France) (Disc 2),DOL-GR8F-1-FRA,
Medarot Brave (Japan) (Rev 1),DOL-GM6J-JPN,
Mega Man Anniversary Collection (USA) (Rev 1),DOL-G6QE-USA,
Mega Man Network Transmission (Europe),DOL-GREP-UKV,
Mega Man Network Transmission (USA),DOL-GREE-USA,
"Mega Man X - Command Mission (Europe) (En,Fr,De)",DOL-GXRP-EUR,
Mega Man X - Command Mission (USA),DOL-GXRE-USA,
Mega Man X - Command Mission (USA) (Beta) (2004-07-23),,
