TOSEC Name,Game Title,Product Number (GameID),Version,Build Date,Playable Regions,Area Symbols,Device Info,Peripherals,Company,Hardware ID,Maker ID,Boot Filename,File Size (bytes)
"Eternal Arcadia @barai Ban v1.003 (2000)(Sega)(JP)(Disc 2 of 2)[!][1M1, 1M3]",ETERNAL ARCADIA KEY VERSION,HDR-0119,V1.003,20000827,Japan/Asia,J,GD-ROM2/2,0799A10,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1470000
"Eternal Arcadia @barai Ban v1.003 (2000)(Sega)(JP)(Disc 2 of 2)[!][2, MT B10]",ETERNAL ARCADIA KEY VERSION,HDR-0119,V1.003,20000827,Japan/Asia,J,GD-ROM2/2,0799A10,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1470000
Eternal Arcadia v1.009 (2000)(Sega)(JP)(Disc 1 of 2)[!][11M3],ETERNAL ARCADIA,HDR-0076,V1.009,20000828,Japan/Asia,J,GD-ROM1/2,0799A10,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1470000
Eternal Arcadia v1.009 (2000)(Sega)(JP)(Disc 2 of 2)[!][10M6],ETERNAL ARCADIA,HDR-0076,V1.009,20000828,Japan/Asia,J,GD-ROM2/2,0799A10,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1470000
European Super League v1.002 (2001)(Virgin)(PAL)(M6)[!],ESL,T7015D  50,V1.002,20010127,Europe,E,GD-ROM1/1,799810,SEGA LC-T-70,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,705600
Eve Zero Kanzenban - Ark of the Matter v1.002 (2001)(GameVillage)(JP)(Disc 1 of 2)[!][AKA Eve Zero - Perfect Edition],EVE ZERO,T39803M,V1.002,20010122,Japan/Asia,J,GD-ROM1/2,0199A10,SEGA LC-T-398,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,705600
Eve Zero Kanzenban - Ark of the Matter v1.002 (2001)(GameVillage)(JP)(Disc 2 of 2)[!][AKA Eve Zero - Perfect Edition],EVE ZERO,T39803M,V1.002,20010122,Japan/Asia,J,GD-ROM2/2,0199A10,SEGA LC-T-398,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,705600
Ever 17 - The Out of Infinity - Premium Edition v1.000 (2003)(KID)(JP)[!],EVER17PE,T19723M,V1.000,20030917,Japan/Asia,J,GD-ROM1/2,0799A10,SEGA LC-T-197,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,3306912
Ever 17 - The Out of Infinity v1.001 (2002)(KID)(JP)[!],EVER17 -THE OUT OF INFINITY-,T19716M,V1.001,20020617,Japan/Asia,J,GD-ROM1/1,0799A10,SEGA LC-T-197,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,3734976
Evil Dead - Hail to the King v1.000 (2001)(THQ)(PAL)(FR)(en)[!],EVILDEAD HAIL TO THE KING,T10005D 09,V1.000,20010510,Europe,E,GD-ROM1/1,0799A00,SEGA LC-T-100,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,16071216
Evil Dead - Hail to the King v1.000 (2001)(THQ)(PAL)[!],EVILDEAD HAIL TO THE KING,T10005D 05,V1.000,20010508,Europe,E,GD-ROM1/1,0799A00,SEGA LC-T-100,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,16071216
Evil Dead - Hail to the King v1.002 (2000)(THQ)(US)[!],EVIL DEAD HAIL TO THE KING,T10003N,V1.002,20001211,USA/Canada,U,GD-ROM1/1,0799A00,SEGA LC-T-100,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1420608
Evil Twin - Cyprien's Chronicles v1.001 (2002)(Bigben - Ubi Soft)(PAL)(M5)[!][en-de voices],EVILTWIN,T46605D 71,V1.001,20020109,Europe,E,GD-ROM1/1,799810,SEGA LC-T-466,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,705600
Evil Twin - Cyprien's Chronicles v1.001 (2002)(Bigben - Ubi Soft)(PAL)(M5)[!][en-fr voices],EVILTWIN,T46605D 80,V1.001,20020109,Europe,E,GD-ROM1/1,799810,SEGA LC-T-466,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,705600
Evolution - The World of Sacred Device v1.290 (1999)(Ubi Soft)(US)[!],EVOLUTION - THE WORLD OF SACRED DEVICE,T17706N,V1.290,19991129,USA/Canada,U,GD-ROM1/1,799800,SEGA LC-T-177,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,4021920
Evolution - The World of Sacred Device v1.308 (2000)(Ubi Soft)(PAL)[!],EVOLUTION - THE WORLD OF SACRED DEVICE,T17705D 05,V1.308,20000308,"Japan/Asia, Europe",J E,GD-ROM1/1,799800,SEGA LC-T-177,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,4021920
Evolution 2 - Far Off Promise v1.000 (2000)(Ubi Soft)(US)[!],EVOLUTION2,T1711N,V1.000,20000526,USA/Canada,U,GD-ROM1/1,0799A10,SEGA LC-T-17,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,5040336
Evolution 2 - Far Off Promise v1.001 (2001)(Swing! - Ubi Soft)(PAL)[!],EVOLUTION2 FAR OFF PROMISE,T45005D 50,V1.001,20010507,Europe,E,GD-ROM1/1,0799A10,SEGA LC-T-450,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,5040336
Exhibition of Speed v1.000 (2000)(Titus)(PAL)(M6)[!],EOS,T22903D 50,V1.000,20001124,Europe,E,GD-ROM1/1,0799A10,SEGA LC-T-229,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,16071216
Exodus Guilty Neos v1.008 (2001)(Abel)(JP)[!],EXODUSGUILTYNEOS,T44404M,V1.008,20010422,Japan/Asia,J,GD-ROM1/1,799810,SEGA LC-T-444,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,3057600
Expendable v1.000 (1999)(Infogrames)(US)(M5)[!],EXPENDABLE,T15104N,V1.000,19990820,USA/Canada,U,GD-ROM1/1,0799A10,SEGA LC-T-151,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,705600
F1 Racing Championship v1.001 (2000)(Ubi Soft - Video System)(PAL)(M5)[!],F1 RACING CHAMPIONSHIP,17706D-50,V1.001,20001130,Europe,E,GD-ROM1/1,079BA10,177,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,16075920
F1 World Grand Prix for Dreamcast v1.000 (1999)(Video System)(PAL)(M4)[!],FORMULA 1 WORLD GRAND PRIX FOR DREAMCAST,T3001D  50,V1.000,19991006,Europe,E,GD-ROM1/1,0799B10,SEGA LC-T-30,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,3045840
F1 World Grand Prix for Dreamcast v1.011 (1999)(Video System)(JP)(en)[!],F1 WORLD GRAND PRIX FOR DREAMCAST,T3001M,V1.011,19991101,Japan/Asia,J,GD-ROM1/1,0799A10,SEGA LC-T-30,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,3045840
F1 World Grand Prix for Dreamcast v2.002 (2000)(Video System)(JP)(en)[!],F1 WORLD GRAND PRIX FOR DREAMCAST,T3001M,V2.002,20000125,Japan/Asia,J,GD-ROM1/1,0799A10,SEGA LC-T-30,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,3045840
F1 World Grand Prix II for Dreamcast v1.002 (2000)(Video System)(JP)[!],F1 WORLD GRAND PRIX II FOR DREAMCAST,T3002M,V1.002,20001027,Japan/Asia,J,GD-ROM1/1,0799A10,SEGA LC-T-30,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,705600
F1 World Grand Prix II for Dreamcast v2.008 (2000)(Video System)(PAL)(M5)[!],F1 WORLD GRAND PRIX II,T3002M  50,V2.008,20001024,Europe,E,GD-ROM1/1,0799B10,SEGA LC-T-30,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1321824
F1 World Grand Prix v1.006 (2000)(Video System)(US)(M4)[!],F1 WORLD GRAND PRIX,T3001N,V1.006,20000316,USA/Canada,U,GD-ROM1/1,0799A10,SEGA LC-T-30,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,2391984
F355 Challenge - Passione Rossa v1.000 (2000)(Acclaim)(US)[!][4S],F355 CHALLENGE,MK-0100,V1.000,20000830,USA/Canada,U,GD-ROM1/1,0799A10,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,705600
F355 Challenge - Passione Rossa v1.000 (2000)(Acclaim)(US)[!][5S],F355 CHALLENGE,MK-0100,V1.000,20000830,USA/Canada,U,GD-ROM1/1,0799A10,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,705600
F355 Challenge - Passione Rossa v1.000 (2000)(Acclaim)(US)[!][6S],F355 CHALLENGE,MK-0100,V1.000,20000830,USA/Canada,U,GD-ROM1/1,0799A10,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,705600
F355 Challenge - Passione Rossa v1.001 (2000)(Acclaim)(PAL)[!],F355 CHALLENGE,T8118D  50,V1.001,20001003,Europe,E,GD-ROM1/1,0799A10,SEGA LC-T-81,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,705600
F355 Challenge v1.003 (2000)(Sega)(JP)[!],F355 CHALLENGE,HDR-0100,V1.003,20000713,Japan/Asia,J,GD-ROM1/1,0799A10,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,705600
Fatal Fury - Mark of the Wolves v0.800 (2001)(Agetec)(US)[!],FATAL FURY MARK OF THE WOLVES,T44306N,V0.800,20010925,USA/Canada,U,GD-ROM1/1,01BBA10,SEGA LC-T-443,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1058400
Fighting Force 2 v1.000 (1999)(Eidos)(PAL)(DE)[!],FIGHTING FORCE 2,36802D 18,V1.000,19991202,"USA/Canada, Europe",UE,GD-ROM1/1,799810,(empty),SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1058400
Fighting Force 2 v1.000 (1999)(Eidos)(PAL)(en-fr)[!],FIGHTING FORCE 2,36802D 80,V1.000,19991220,Europe,E,GD-ROM1/1,0799A10,(empty),SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1058400
Fighting Force 2 v1.000 (1999)(Eidos)(US)[!][12S][2000-01-06 file dates],FIGHTING FORCE 2,36801N,V1.000,19991217,USA/Canada,U,GD-ROM1/1,799810,(empty),SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1058400
Fighting Force 2 v1.000 (1999)(Eidos)(US)[!][4S][1999-12-03 file dates],FIGHTING FORCE 2,36801N,V1.000,19991217,USA/Canada,U,GD-ROM1/1,799810,(empty),SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1058400
Fighting Force 2 v1.000 (1999)(Eidos)(US)[!][5S][1999-12-03 file dates],FIGHTING FORCE 2,36801N,V1.000,19991217,USA/Canada,U,GD-ROM1/1,799810,(empty),SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1058400
Fighting Force 2 v1.000 (1999)(Eidos)(US)[!][9S][1999-12-03 file dates],FIGHTING FORCE 2,36801N,V1.000,19991217,USA/Canada,U,GD-ROM1/1,799810,(empty),SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1058400
Fighting Vipers 2 v1.001 (2000)(Sega)(JP)(en)[!],FIGHTING VIPERS2,HDR-0133,V1.001,20001019,Japan/Asia,J,GD-ROM1/1,01BFA10,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,705600
Fighting Vipers 2 v1.001 (2000)(Sega)(PAL)(M6)[!],FIGHTING VIPERS2,MK-5115450,V1.001,20001229,Europe,E,GD-ROM1/1,01BFA10,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,705600
Fire ProWrestling D v1.002 (2001)(Spike)(JP)[!],FIRE PROWRESTLING D,T18805M,V1.002,20010122,Japan/Asia,J,GD-ROM1/1,8799810,SEGA LC-T-188,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1996848
First Kiss Monogatari II v1.011 (2002)(Broccoli)(JP)(Disc 1 of 2)[!],FIRST KISS STORY 2,T46305M,V1.011,20020713,Japan/Asia,J,GD-ROM1/2,199810,SEGA LC-T-463,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,12451488
First Kiss Monogatari II v1.011 (2002)(Broccoli)(JP)(Disc 2 of 2)[!],FIRST KISS STORY 2,T46305M,V1.011,20020713,Japan/Asia,J,GD-ROM2/2,199810,SEGA LC-T-463,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,12451488
First Kiss Monogatari v1.002 (2002)(Broccoli)(JP)(Disc 1 of 2)[!],FIRST KISS STORY,T46304M,V1.002,20020625,Japan/Asia,J,GD-ROM1/2,0119A00,SEGA LC-T-463,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,705600
First Kiss Monogatari v1.002 (2002)(Broccoli)(JP)(Disc 2 of 2)[!],FIRST KISS STORY,T46304M,V1.002,20020625,Japan/Asia,J,GD-ROM2/2,0119A00,SEGA LC-T-463,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,705600
Fish Eyes - Wild v1.003 (2001)(Victor)(JP)[!],FISHEYESWILD,T9105M,V1.003,20010122,Japan/Asia,J,GD-ROM1/1,1699A00,LC-T-91,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,12604368
Flag to Flag v1.000 (1999)(Sega)(US)[!],CART RACING,MK-51007,V1.000,19990719,USA/Canada,U,GD-ROM1/1,799810,(empty),SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1620528
Floigan Bros. - Episode 1 v1.001 (2001)(Sega)(US)[!],FLOIGAN BROS. EPISODE 1  MOIGLE'S SECTRET PROJECT,MK-51114,V1.001,20010706,USA/Canada,U,GD-ROM1/1,2799810,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1425312
Floigan Bros. - Episode 1 v1.002 (2001)(Sega)(PAL)[!],FLOIGAN BROS. EPISODE 1: MOIGLE'S SECRET PROJECT,MK-51114,V1.002,20010920,Europe,E,GD-ROM1/1,799810,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1425312
For Symphony - With All One's Heart v0.800 (2003)(Takuyo)(JP)[!],FOR SYMPHONY,T37908M,V0.800,20030619,Japan/Asia,J,GD-ROM1/1,199811,SEGA LC-T-379,SEGA SEGAKATANA,SEGA ENTERPRISES,0WINCEOS.BIN,705600
Fragrance Tale v1.002 (2001)(Takuyo)(JP)[!],FRAGRANCE TAIL,T37905M,V1.002,20010615,Japan/Asia,J,GD-ROM1/1,199811,SEGA LC-T-379,SEGA SEGAKATANA,SEGA ENTERPRISES,0WINCEOS.BIN,705600
Frame Gride v4.000 (1999)(From)(JP)[!],FRAME GRIDE,T34201M,V4.000,19990705,Japan/Asia,J,GD-ROM1/1,2799A10,SEGA LC-T-342,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,705600
Freestyle Scooter v1.000 (2001)(Crave - Ubi Soft)(PAL)[!],FREESTYLE SCOOTER,T40214D 50,V1.000,20010629,Europe,E,GD-ROM1/1,0799A10,SEGA LC-T-402,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,16075920
Frogger 2 - Swampy's Revenge v1.001 (2000)(Hasbro)(US)[!],FROGGER 2,T40604N,V1.001,20000910,USA/Canada,U,GD-ROM1/1,199810,SEGA LC-T-406,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,16151184
Fur Fighters v1.003 (2000)(Acclaim)(PAL)(M4)[!],FUR FIGHTERS,T-8113D-50,V1.003,20000612,Europe,E,GD-ROM1/1,0799A10,(empty),SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1587600
Fur Fighters v2.001 (2000)(Acclaim)(US)(M4)[!],FUR FIGHTERS,T-8107N,V2.001,20000629,USA/Canada,U,GD-ROM1/1,07D9A10,T-81,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1587600
Gaia Master - Kessen! Seikiou Densetsu v1.002 (2001)(Capcom)(JP)[!],GAIA MASTER,T1212M,V1.002,20010529,Japan/Asia,J,GD-ROM1/1,0199A10,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,0.BIN,1232448
Gakkyuu wo Yamazaki - Yamazaki Oukoku Dai Fun So! v1.005 (1999)(Sega)(JP)[!],YAMAZAKI,HDR-0050,V1.005,19991130,Japan/Asia,J,GD-ROM1/1,0611A10,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1058400
Ganbare Nippon! - Olympics 2000 v1.002 (2000)(Konami)(JP)(en)[!],GAMBARE NIPPON OLYMPIC 2000,T9511M,V1.002,20000711,Japan/Asia,J,GD-ROM1/1,0799A10,SEGA LC-T-95,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1058400
Garou - Mark of the Wolves v1.001 (2001)(SNK)(JP)(en)[!],GAROU MARK OF THE WOLVES,T3108M,V1.001,20010726,Japan/Asia,J,GD-ROM1/1,01BBA10,SEGA LC-T-31,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1058400
Gauntlet Legends v1.003 (2000)(Midway)(US)[!],GAUNTLET LEGENDS,T9710N,V1.003,20000517,USA/Canada,U,GD-ROM1/1,079BA10,SEGA LC-T-97,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1999200
Gauntlet Legends v1.004 (2000)(Midway)(PAL)(M3)[!],GAUNTLET LEGENDS,T9707D  50,V1.004,20000619,Europe,E,GD-ROM1/1,079BA10,SEGA LC-T-97,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1427664
"Get Bass - Sega Bass Fishing v1.002 (1999)(Sega)(JP)(en)[!][HJ306E, HJ306G]",GETBASS,HDR-0023,V1.002,19990304,Japan/Asia,J,GD-ROM1/1,1F99A10,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,705600
Get Bass - Sega Bass Fishing v1.002 (1999)(Sega)(JP)(en)[!][HJ308F],GETBASS,HDR-0023,V1.002,19990304,Japan/Asia,J,GD-ROM1/1,1F99A10,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,705600
Get Bass 2 - Sega Bass Fishing v1.080 (2001)(Sega)(JP)(en)[!],GETBASS2,HDR-0169,V1.080,20010727,Japan/Asia,J,GD-ROM1/1,0799B10,SEGA CORPORATION,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1058400
Get!! Colonies v1.000 (2000)(Sega)(JP)[!],GET COLONY,HDR-0071,V1.000,20000227,Japan/Asia,J,GD-ROM1/1,619811,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,0WINCEOS.BIN,2812992
Giant Gram - All Japan Pro Wrestling 2 in Nippon Budoukan v1.003 (1999)(Sega)(JP)[!],GIANTGRAM ALL JAPAN PRO.WRESTLING2 IN NIPPON BUDOUKAN,HDR-0005,V1.003,19990527,Japan/Asia,J,GD-ROM1/1,01BB810,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,705600
Giant Gram 2000 - All Japan Pro Wrestling 3 Eikou no Yuusha-tachi v1.004 (2000)(Sega)(JP)[!][2MS1],GIANTGRAM2000,HDR-0101,V1.004,20000706,Japan/Asia,J,GD-ROM1/1,01BBA10,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1058400
Giant Gram 2000 - All Japan Pro Wrestling 3 Eikou no Yuusha-tachi v1.004 (2000)(Sega)(JP)[!][3M1],GIANTGRAM2000,HDR-0101,V1.004,20000706,Japan/Asia,J,GD-ROM1/1,01BBA10,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1058400
GigaWing 2 v1.000 (2000)(Capcom)(US)[!],GIGA WING2,T1222N,V1.000,20001211,USA/Canada,U,GD-ROM1/1,07BBA10,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1232448
GigaWing 2 v1.001 (2000)(Capcom)(JP)[!],GIGA WING2,T1239M,V1.001,20001104,Japan/Asia,J,GD-ROM1/1,07BBA10,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1232448
GigaWing v1.000 (2000)(Capcom)(US)[!],GIGAWING,T1209N,V1.000,20000128,USA/Canada,U,GD-ROM1/1,07BBA10,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1232448
GigaWing v1.000 (2000)(Virgin)(PAL)[!],GIGA WING,T7008D  50,V1.000,20000902,Europe,E,GD-ROM1/1,07BBA10,SEGA LC-T-70,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1232448
GigaWing v1.001 (1999)(Capcom)(JP)[!],GIGAWING,T1208M,V1.001,19990915,Japan/Asia,J,GD-ROM1/1,27BBA10,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1232448
GK - Giant Killers v1.400 (2001)(AAA Game)(PAL)[!],GIANT KILLERS,T45401D 50,V1.400,20010330,Europe,E,GD-ROM1/1,799801,SEGA LC-T-454,SEGA SEGAKATANA,SEGA ENTERPRISES,0WINCEOS.BIN,3478608
Godzilla Generations Maximum Impact v1.004 (1999)(Sega)(JP)(en)[!],GODZILLA GENERATIONS MAXIMUM IMPACT,HDR-0047,V1.004,19991129,Japan/Asia,J,GD-ROM1/1,0799A10,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1058400
"Godzilla Generations v1.001 (1998)(Sega)(JP)[!][1M5, 1MM1]",GODZILLA GENERATIONS,HDR-0004,V1.001,19981105,Japan/Asia,J,GD-ROM1/1,0799A10,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1319472
"Godzilla Generations v1.001 (1998)(Sega)(JP)[!][2MB3, 2MB5, 2MM1]",GODZILLA GENERATIONS,HDR-0004,V1.001,19981105,Japan/Asia,J,GD-ROM1/1,0799A10,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1319472
Golem no Maigo v1.008 (2000)(Caramelpot)(JP)[!][AKA The Lost Golem],THE LOST GOLEM,T41501M,V1.008,20000126,Japan/Asia,J,GD-ROM1/1,2799810,SEGA LC-T-415,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,9196320
Golf Shiyouyo - Course Data Shuu Adventure-Hen v1.005 (2000)(Softmax)(JP)[!],GOLF SHIYOUYO - COURSES DATA - ADVENTURE EDITION,T40904M,V1.005,20000630,Japan/Asia,J,GD-ROM1/1,2799A10,SEGA LC-T-409,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,9099888
Golf Shiyouyo 2 - Aratanaru Chousen v1.006 (2000)(Softmax)(JP)[!],GOLF SHIYOUYO 2,T44501M,V1.006,20001229,Japan/Asia,J,GD-ROM1/1,2799A10,SEGA LC-T-445,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,23748144
Golf Shiyouyo v2.000 (1999)(Bottom Up)(JP)[!],GOLF SHIYOUYO,T40901M,V2.000,19991115,Japan/Asia,J,GD-ROM1/1,2799A00,SEGA LC-T-409,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,15262128
Golf Shiyouyo v3.000 (2000)(Softmax)(JP)[!],GOLF_SHIYOUYO,T40901M,V3.000,20000604,Japan/Asia,J,GD-ROM1/1,2799A00,SEGA LC-T-409,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,15262128
Grand Theft Auto 2 v1.002 (2000)(Rockstar)(US)[!],GRAND THEFT AUTO 2,T42102N,V1.002,20000425,USA/Canada,U,GD-ROM1/1,799810,SEGA LC-T-421,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1425312
Grand Theft Auto 2 v1.003 (2000)(Take 2)(PAL)(M5)[!],GRAND THEFT AUTO 2,T40502D 93,V1.003,20000702,Europe,E,GD-ROM1/1,799810,SEGA LC-T-405,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,16075920
Grandia II v1.000 (2000)(Ubi Soft)(PAL)[!],GRANDIA2,T17715D,V1.000,20001207,Europe,E,GD-ROM1/1,199810,SEGA LC-T-177,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1425312
Grandia II v1.001 (2000)(Game Arts)(JP)[!][1M2],GRANDIA2,T4503M,V1.001,20000613,Japan/Asia,J,GD-ROM1/1,199810,SEGA LC-T-45,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1996848
"Grandia II v1.001 (2000)(Game Arts)(JP)[!][5M1, 5M2, 5M4]",GRANDIA2,T4503M,V1.001,20000613,Japan/Asia,J,GD-ROM1/1,199810,SEGA LC-T-45,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1996848
Grandia II v1.001 (2000)(Ubi Soft)(US)[!],GRANDIA2,T17716N,V1.001,20001105,USA/Canada,U,GD-ROM1/1,199810,SEGA LC-T-177,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1425312
"Grinch, The v1.001 (2000)(Konami)(US)[!]",THE GRINCH,T9512N,V1.001,20001101,USA/Canada,U,GD-ROM1/1,0799A10,SEGA LC-T-95,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1425312
"Grinch, The v1.003 (2000)(Konami)(PAL)(M5)[!]",THE GRINCH,T9503D,V1.003,20001124,Europe,E,GD-ROM1/1,0799A10,SEGA LC-T-95,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,16068864
GTA 2 - Grand Theft Auto 2 v1.000 (2000)(Take 2)(PAL)(FR)(M5)[!][parent code WFUSDFCF],GRAND THEFT AUTO 2,T40502D 09,V1.000,20000716,Europe,E,GD-ROM1/1,799810,SEGA LC-T-405,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,16075920
Guilty Gear X v2.000 (2000)(Sammy)(JP)(en)[!],GUILTY GEAR X,T-2402M,V2.000,20001113,Japan/Asia,J,GD-ROM1/1,27BBA10,SEGA LC-T-24,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1613472
Gunbird 2 v1.000 (2000)(Capcom)(US)[!],GUNBIRD2,T1214N,V1.000,20000322,USA/Canada,U,GD-ROM1/1,01BBA00,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1232448
