TOSEC Name,Game Title,Product Number (GameID),Version,Build Date,Playable Regions,Area Symbols,Device Info,Peripherals,Company,Hardware ID,Maker ID,Boot Filename,File Size (bytes)
Buggy Heat v1.001 (1999)(Sega)(PAL)(M4)[!],BUGGYHEAT,MK-5104050,V1.001,19990916,Europe,E,GD-ROM1/1,0799A00,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1058400
Buggy Heat v1.004 (1999)(CRI)(JP)[!],BUGGYHEAT,T6801M,V1.004,19990603,Japan/Asia,J,GD-ROM1/1,0799A10,SEGA LC-T-68,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,705600
Bust-A-Move 4 v1.001 (2000)(Acclaim)(PAL)[!],BUST-A-MOVE4,T-8109D-50,V1.001,20000511,Europe,E,GD-ROM1/1,0199A01,T-81,SEGA SEGAKATANA,SEGA ENTERPRISES,0WINCEOS.BIN,1058400
Bust-A-Move 4 v1.001 (2000)(Acclaim)(US)[!][3S],BUST A MOVE 4,T-8117N,V1.001,20000516,USA/Canada,U,GD-ROM1/1,019FA01,T-81,SEGA SEGAKATANA,SEGA ENTERPRISES,0WINCEOS.BIN,705600
Buzz Lightyear of Star Command v1.000 (2000)(Activision)(US)[!],BUZZ 2000,T13007N,V1.000,20000825,USA/Canada,U,GD-ROM1/1,0799A10,SEGA LC-T-130,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,14829360
Buzz Lightyear of Star Command v1.001 (2000)(Activision)(PAL)[!],BUZZ 2000,T13005D 05,V1.001,20001206,Europe,E,GD-ROM1/1,0799A10,SEGA LC-T-130,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,16078272
Caesars Palace 2000 - Millennium Gold Edition v1.000 (2000)(Interplay)(PAL)[!],CAESARS PALACE 2000,12502D-50,V1.000,20000313,Europe,E,GD-ROM1/1,199811,RUNECRAFT,SEGA SEGAKATANA,SEGA ENTERPRISES,0WINCEOS.BIN,26622288
Caesars Palace 2000 - Millennium Gold Edition v1.011 (2000)(Interplay)(US)[!],CAESARS PALACE 2000,T-12504N,V1.011,20000829,USA/Canada,U,GD-ROM1/1,799811,RUNECRAFT,SEGA SEGAKATANA,SEGA ENTERPRISES,0WINCEOS.BIN,705600
Cafe Little Wish v1.000 (2003)(Princess Soft)(JP)[!],CAFE LITTLEWISH,T46513M,V1.000,20030328,Japan/Asia,J,GD-ROM1/1,799810,SEGA LC-T-465,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1058400
Canary - Kono Omoi o Uta ni Nosete v1.001 (2001)(NEC InterChannel)(JP)[!],CANARY,T20111M,V1.001,20010629,Japan/Asia,J,GD-ROM1/1,799810,SEGA LC-T-201,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,705600
Candy Stripe - Minarai Tenshi v1.002 (2000)(Sega)(JP)[!],CANDY STRIPE,HDR-0172,V1.002,20000101,Japan/Asia,J,GD-ROM1/1,799810,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,705600
Cannon Spike v1.000 (2001)(Bigben)(PAL)[!],CANNON SPIKE,T46601D 05,V1.000,20010808,Europe,E,GD-ROM1/1,799800,SEGA LC-T-466,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1458240
Cannon Spike v1.001 (2000)(Capcom)(US)[!],CANNON SPIKE,T1215N,V1.001,20000710,USA/Canada,U,GD-ROM1/1,07BBA10,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1232448
Canvas - Sepia-iro no Motif v1.002 (2001)(NEC InterChannel)(JP)[!],CANVAS,T20108M,V1.002,20010304,Japan/Asia,J,GD-ROM1/1,799810,SEGA LC-T-201,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,37246272
Capcom vs. SNK - Millennium Fight 2000 Pro v1.001 (2001)(Capcom)(JP)[!],CAPCOM VS SNK PRO,T1247M,V1.001,20010408,Japan/Asia,J,GD-ROM1/1,27BBA10,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,705600
Capcom vs. SNK - Millennium Fight 2000 v1.001 (2000)(Capcom)(JP)[!],CAPCOM VS SNK,T1217M,V1.001,20000802,Japan/Asia,J,GD-ROM1/1,27BBA10,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,705600
Capcom vs. SNK - Millennium Fight 2000 v2.000 (2000)(Capcom)(JP)[!],CAPCOM VS SNK,T1217M,V2.000,20000824,Japan/Asia,J,GD-ROM1/1,27BBA10,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,705600
Capcom vs. SNK 2 - Millionaire Fighting 2001 v1.001 (2001)(Capcom)(JP)[!],CAPCOM VS SNK2,T1249M,V1.001,20010731,Japan/Asia,J,GD-ROM1/1,27BBA10,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,705600
Capcom vs. SNK v1.000 (2000)(Virgin)(PAL)[!],CAPCOM VS SNK,T7017D  50,V1.000,20001009,Europe,E,GD-ROM1/1,07BBA10,SEGA LC-T-70,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,705600
Capcom vs. SNK v1.001 (2000)(Capcom)(US)[!],CAPCOM VS SNK,T1218N,V1.001,20001014,USA/Canada,U,GD-ROM1/1,07BBA10,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,705600
Captain Buzz Lightyear - Star Command v1.000 (2000)(Activision)(PAL)(DE)[!],BUZZ 2000,T13005D 18,V1.000,20001024,Europe,E,GD-ROM1/1,0799A10,SEGA LC-T-130,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,16078272
Card of Destiny - Hikari to Yami no Tougou-sha v1.004 (2002)(Abel)(JP)[!],CARDOFDESTINY,T44406M,V1.004,20020213,Japan/Asia,J,GD-ROM1/1,199810,SEGA LC-T-444,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1996848
Cardcaptor Sakura - Tomoyo no Video Daisakusen v1.001 (2000)(Sega)(JP)[!],CARDCAPTOR SAKURA TOMOYO NO VIDEO DAISAKUSEN,HDR-0115,V1.001,20001122,Japan/Asia,J,GD-ROM1/1,799810,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,7813344
Carrier v1.001 (2000)(Jaleco)(US)[!],CARRIER,T5701N,V1.001,20000204,USA/Canada,U,GD-ROM1/1,0799A10,SEGA LC-T-57,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,705600
Carrier v1.001 (2000)(XICAT Interactive)(PAL)(M4)[!],CARRIER,T44901D 50,V1.001,20001120,Europe,E,GD-ROM1/1,0799A10,SEGA LC-T-449,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,705600
Carrier v1.003 (2000)(Jaleco)(JP)[!],CARRIER,T5701M,V1.003,20000112,Japan/Asia,J,GD-ROM1/1,0799A10,SEGA LC-T-57,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,705600
Castle Fantasia - Seima Taisen v1.001 (2002)(Symbio Planning)(JP)[!],SEIMATAISEN,T46901M,V1.001,20020406,Japan/Asia,J,GD-ROM1/1,19810,SEGA LC-T-469,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,2215584
Centipede v1.004 (1999)(Hasbro)(US)[!],CENTIPEDE,T40602N,V1.004,19991027,USA/Canada,U,GD-ROM1/1,799810,SEGA LC-T-406,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1317120
Championship Surfer v1.002 (2000)(Mattel)(US)[!],CHAMPIONSHIP SURFER,T41403N,V1.002,20001023,USA/Canada,U,GD-ROM1/1,0019A11,SEGA LC-T-414,SEGA SEGAKATANA,SEGA ENTERPRISES,0WINCEOS.BIN,705600
Championship Surfer v1.002 (2001)(GAME Studios)(PAL)(M5)[!],CHAMPIONSHIP SURFER,T41402D 50,V1.002,20010306,Europe,E,GD-ROM1/1,0019A11,SEGA LC-T-414,SEGA SEGAKATANA,SEGA ENTERPRISES,0WINCEOS.BIN,705600
Chaos Field v1.003 (2004)(Milestone)(JP)(en)[!],CHAOS FIELD,T47801M,V1.003,20041111,Japan/Asia,J,GD-ROM1/1,0009A10,SEGA LC-T-478,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,705600
Charge 'n Blast v1.000 (2000)(Infogrames)(US)[!],CHARGEN BLAST,T15127N,V1.000,20001203,USA/Canada,U,GD-ROM1/1,0799A10,SEGA LC-T-151,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.US,1058400
Charge 'n Blast v1.000 (2000)(XICAT Interactive)(PAL)[!],CHARGEN BLAST,T44902D 50,V1.000,20001130,Europe,E,GD-ROM1/1,0799A10,SEGA LC-T-449,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.PAL,1058400
Charge 'n Blast v1.002 (2000)(Sims)(JP)[!],CHARGEN BLAST,T4402M,V1.002,20001025,Japan/Asia,J,GD-ROM1/1,0799A10,SEGA LC-T-44,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1058400
Cherry Blossom v1.002 (2004)(Takuyo)(JP)[!],CHERRY BLOSSOM,T37912M,V1.002,20040317,Japan/Asia,J,GD-ROM1/1,799811,SEGA LC-T-379,SEGA SEGAKATANA,SEGA ENTERPRISES,0WINCEOS.BIN,705600
Chicken Run v1.000 (2000)(Eidos)(PAL)(GB)[!],CHICKEN RUN,T36814D 05,V1.000,20001023,Europe,E,GD-ROM1/1,799810,SEGA LC-T-368,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,16075920
Chicken Run v1.000 (2000)(Eidos)(PAL)(M4)[!],CHICKEN RUN,T36814D 87,V1.000,20001030,Europe,E,GD-ROM1/1,799810,SEGA LC-T-368,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,16075920
Chicken Run v1.000 (2000)(Eidos)(US)[!],CHICKEN RUN,T36811N,V1.000,20001023,USA/Canada,U,GD-ROM1/1,799810,SEGA LC-T-368,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,16151184
Cho - Hatsumei Boy Kanipan - Bousou Robot no Nazo! v1.005 (1999)(Sega)(JP)[!],CHOUHATSUMEIBOY KANIPAN BOUSOUROBOTO NO NAZO,HDR-0021,V1.005,19990619,Japan/Asia,J,GD-ROM1/1,0799A00,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1996848
Chocolat - Maid Cafe 'Curio' v1.003 (2003)(Alchemist)(JP)[!],CHOCOLAT - MAID CAFE CURIO -,T47107M,V1.003,20031127,Japan/Asia,J,GD-ROM1/1,0199A10,SEGA LC-T-471,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,705600
Choukousenki Kikaioh for Matching Service v1.002 (2000)(Capcom)(JP)[!],KIKAIOH FOR MATCHING,T1232M,V1.002,20001024,Japan/Asia,J,GD-ROM1/1,27BBA10,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,705600
Choukousenki Kikaioh v1.003 (1999)(Capcom)(JP)[!],CHOKOSENKI KIKAIOH,T1206M,V1.003,19991118,Japan/Asia,J,GD-ROM1/1,07BBA10,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,705600
Chu-Chu Rocket! v1.003 (1999)(Sega)(JP)[!],CHUCHUROCKET,HDR-0039,V1.003,19991009,Japan/Asia,J,GD-ROM1/1,27BBA10,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,29237712
ChuChu Rocket! v1.007 (2000)(Sega)(US)(en-ja)[!],CHUCHU ROCKET,MK-51049,V1.007,20000217,USA/Canada,U,GD-ROM1/1,27BBA10,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,16896768
ChuChu Rocket! v1.014 (2000)(Sega)(PAL)(M5)[!],CHUCHU ROCKET,MK-5104950,V1.014,20000406,Europe,E,GD-ROM1/1,27BBA10,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,16896768
Cleopatra Fortune v2.001 (2001)(Altron)(JP)[!][11M1],CLEOPATRA FORTUNE,T16603M,V2.001,20010523,Japan/Asia,J,GD-ROM1/1,19810,SEGA LC-T-166,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,22104096
Climax Landers v1.013 (1999)(Sega)(JP)[!],CLIMAX LANDERS,HDR-0009,V1.013,19990806,Japan/Asia,J,GD-ROM1/1,0799A10,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,8544816
Close To - Inori no Oka v1.003 (2001)(KID)(JP)[!],CLOSE TO,T19704M,V1.003,20010307,Japan/Asia,J,GD-ROM1/1,0799A10,SEGA LC-T-197,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1594656
Coaster Works v1.002 (2001)(XICAT Interactive)(PAL)(M4)[!],COASTER WORKS,T44903D 50,V1.002,20010430,Europe,E,GD-ROM1/1,0799A10,SEGA LC-T-449,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,705600
Coaster Works v1.002 (2001)(XICAT Interactive)(US)[!],COASTER WORKS,T15128N,V1.002,20010413,USA/Canada,U,GD-ROM1/1,0799A10,SEGA LC-T-151,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,705600
Comic Party v1.005 (2001)(Aqua Plus)(JP)(Disc 2 of 2)[!],COMIC PARTY,T38301M,V1.005,20010621,Japan/Asia,J,GD-ROM2/2,799810,SEGA LC-T-383,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,13138272
Comic Party v2.001 (2001)(Aqua Plus)(JP)(Disc 1 of 2)[!][10MM1],COMIC PARTY,T38301M,V2.001,20010710,Japan/Asia,J,GD-ROM1/2,799810,SEGA LC-T-383,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,13138272
Comic Party v2.001 (2001)(Aqua Plus)(JP)(Disc 1 of 2)[!][12MM1],COMIC PARTY,T38301M,V2.001,20010710,Japan/Asia,J,GD-ROM1/2,799810,SEGA LC-T-383,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,13138272
Comic Party v2.001 (2001)(Aqua Plus)(JP)(Disc 1 of 2)[!][14M1],COMIC PARTY,T38301M,V2.001,20010710,Japan/Asia,J,GD-ROM1/2,799810,SEGA LC-T-383,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,13138272
"Comic Party v2.001 (2001)(Aqua Plus)(JP)(Disc 1 of 2)[!][15M1, 15M2]",COMIC PARTY,T38301M,V2.001,20010710,Japan/Asia,J,GD-ROM1/2,799810,SEGA LC-T-383,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,13138272
Comic Party v3.004 (2001)(Aqua Plus)(JP)(Disc 1 of 2)[!],COMIC PARTY,T38301M,V3.004,20011226,Japan/Asia,J,GD-ROM1/2,799810,SEGA LC-T-383,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,13138272
Comic Party v3.004 (2001)(Aqua Plus)(JP)(Disc 2 of 2)[!],COMIC PARTY,T38301M,V3.004,20011226,Japan/Asia,J,GD-ROM2/2,799810,SEGA LC-T-383,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,13138272
Confidential Mission v1.000 (2001)(Sega)(JP)(M5)[!],CONFIDENTIAL MISSION,HDR-0160,V1.000,20010418,Japan/Asia,J,GD-ROM1/1,C7BBA10,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,705600
Confidential Mission v1.002 (2001)(Sega)(PAL)(M5)[!],CONFIDENTIAL MISSION,MK-5116050,V1.002,20010413,Europe,E,GD-ROM1/1,C7BBA10,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,705600
Confidential Mission v1.004 (2001)(Sega)(US)(M5)[!],CONFIDENTIAL MISSION,MK-51160,V1.004,20010412,USA/Canada,U,GD-ROM1/1,C7BBA10,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,705600
Conflict Zone - Modern War Strategy v1.002 (2001)(Ubi Soft)(US)[!],CONFLICT ZONE,T17721N,V1.002,20011102,USA/Canada,U,GD-ROM1/1,0799A00,SEGA LC-T-177,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,4920384
Conflict Zone v1.000 (2001)(Bigben - Ubi Soft)(PAL)(M3)[!],CONFLICT ZONE,T46604D,V1.000,20011102,Europe,E,GD-ROM1/1,0799A00,SEGA LC-T-466,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,4920384
Cool Boarders Burrrn! v1.002 (1999)(UEP-Systems)(JP)(en)[!],COOL BOARDERS BURRRN,T36901M,V1.002,19990718,Japan/Asia,J,GD-ROM1/1,0799A10,SEGA LC-T-369,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1058400
Cool Cool Toon v1.012 (2000)(SNK)(JP)[!],COOL COOL TOON,T3106M,V1.012,20000612,Japan/Asia,J,GD-ROM1/1,0799B10,SEGA LC-T-31,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,29058960
Cosmic Smash v1.000 (2001)(Sega)(JP)(en)[!],COSMIC SMASH,HDR-0176,V1.000,20010723,Japan/Asia,J,GD-ROM1/1,799810,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,705600
CR Hissatsu Shigotonin - Pachitte Chonmage @VP@CHI v1.010 (2001)(Hack Berry)(JP)[!],PACHITTECHONMAGE,T45801M,V1.010,20010705,Japan/Asia,J,GD-ROM1/1,0799A10,SEGA LC-T-458,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,705600
Crazy Taxi 2 v1.000 (2001)(Sega)(PAL)(M5)[!],CRAZY TAXI 2,MK-5113650,V1.000,20010524,Europe,E,GD-ROM1/1,0799A10,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,705600
Crazy Taxi 2 v1.003 (2001)(Sega)(JP)(en-ja)[!],CRAZY TAXI 2,HDR-0159,V1.003,20010502,Japan/Asia,J,GD-ROM1/1,0799A10,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,705600
Crazy Taxi 2 v1.004 (2001)(Sega)(US)[!],CRAZY TAXI 2,MK-51136,V1.004,20010502,USA/Canada,U,GD-ROM1/1,0799A10,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,705600
Crazy Taxi v1.000 (2000)(Sega)(PAL)[!],CRAZY TAXI,MK-51035,V1.000,20000120,Europe,E,GD-ROM1/1,0799A10,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1058400
Crazy Taxi v1.004 (1999)(Sega)(JP)(en)[!],CRAZY TAXI,HDR-0053,V1.004,19991219,Japan/Asia,J,GD-ROM1/1,0799A10,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1058400
Crazy Taxi v1.004 (1999)(Sega)(US)[!][10S],CRAZY TAXI,MK-51035,V1.004,19991219,USA/Canada,U,GD-ROM1/1,0799A10,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1058400
Crazy Taxi v1.004 (1999)(Sega)(US)[!][6S],CRAZY TAXI,MK-51035,V1.004,19991219,USA/Canada,U,GD-ROM1/1,0799A10,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1058400
Culdcept II v1.008 (2001)(Media Factory - Omiya Soft)(JP)[!],CULDCEPT SECOND,T43903M,V1.008,20010609,Japan/Asia,J,GD-ROM1/1,2799A10,SEGA LC-T-439,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,705600
Cyber Angel Mahjong Battle Shangri-La v1.003 (1999)(Marvelous Entertainment)(JP)[!][AKA Dengen Tenshi Taisen Mahjong Shangri-La],SHANGRI-LA,T40801M,V1.003,19991020,Japan/Asia,J,GD-ROM1/1,19810,SEGA LC-T-408,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,2029776
Cyber Troopers - Virtual On - Oratorio Tangram v1.000 (2000)(Activision)(US)[!],CYBER TROOPERS VIRTUAL-ON ORATORIO TANGRAM,T13004N,V1.000,20000420,USA/Canada,U,GD-ROM1/1,0799A10,SEGA LC-T-130,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,705600
"Cyber Troopers - Virtual On - Oratorio Tangram v1.012 (1999)(Sega)(JP)[!][1, 2, 3]",CYBER TROOPERS VIRTUAL-ON ORATORIO TANGRAM,HDR-0040,V1.012,19991126,Japan/Asia,J,GD-ROM1/1,2799A10,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1058400
"Cyber Troopers - Virtual On - Oratorio Tangram v1.012 (1999)(Sega)(JP)[!][2M1, 2M2, 2MM1]",CYBER TROOPERS VIRTUAL-ON ORATORIO TANGRAM,HDR-0040,V1.012,19991126,Japan/Asia,J,GD-ROM1/1,2799A10,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1058400
D+Vine [Luv] v1.002 (2001)(Princess Soft)(JP)[!],DVINE LUV,T46501M,V1.002,20010825,Japan/Asia,J,GD-ROM1/1,799800,SEGA LC-T-465,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1058400
D2 - D no Shokutaku 2 v1.001 (1999)(WARP)(JP)(Disc 1 of 4)[!][1M2],D2,T30006M,V1.001,19991118,Japan/Asia,J,GD-ROM1/4,0799A10,SEGA LC-T-300,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1058400
D2 - D no Shokutaku 2 v1.001 (1999)(WARP)(JP)(Disc 1 of 4)[!][2MM1],D2,T30006M,V1.001,19991118,Japan/Asia,J,GD-ROM1/4,0799A10,SEGA LC-T-300,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1058400
D2 - D no Shokutaku 2 v1.001 (1999)(WARP)(JP)(Disc 1 of 4)[!][3],D2,T30006M,V1.001,19991118,Japan/Asia,J,GD-ROM1/4,0799A10,SEGA LC-T-300,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1058400
"D2 - D no Shokutaku 2 v1.001 (1999)(WARP)(JP)(Disc 2 of 4)[!][1, 2]",D2,T30006M,V1.001,19991118,Japan/Asia,J,GD-ROM2/4,0799A10,SEGA LC-T-300,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1058400
D2 - D no Shokutaku 2 v1.001 (1999)(WARP)(JP)(Disc 2 of 4)[!][2M3],D2,T30006M,V1.001,19991118,Japan/Asia,J,GD-ROM2/4,0799A10,SEGA LC-T-300,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1058400
D2 - D no Shokutaku 2 v1.001 (1999)(WARP)(JP)(Disc 3 of 4)[!][1],D2,T30006M,V1.001,19991118,Japan/Asia,J,GD-ROM3/4,0799A10,SEGA LC-T-300,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1058400
"D2 - D no Shokutaku 2 v1.001 (1999)(WARP)(JP)(Disc 3 of 4)[!][1M2, 1M4]",D2,T30006M,V1.001,19991118,Japan/Asia,J,GD-ROM3/4,0799A10,SEGA LC-T-300,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1058400
D2 - D no Shokutaku 2 v1.001 (1999)(WARP)(JP)(Disc 3 of 4)[!][2M2],D2,T30006M,V1.001,19991118,Japan/Asia,J,GD-ROM3/4,0799A10,SEGA LC-T-300,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1058400
"D2 - D no Shokutaku 2 v1.001 (1999)(WARP)(JP)(Disc 4 of 4)[!][1, 3, 5]",D2,T30006M,V1.001,19991118,Japan/Asia,J,GD-ROM4/4,0799A10,SEGA LC-T-300,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1058400
"D2 - D no Shokutaku 2 v1.001 (1999)(WARP)(JP)(Disc 4 of 4)[!][1M3, 1MB2, 1MM1]",D2,T30006M,V1.001,19991118,Japan/Asia,J,GD-ROM4/4,0799A10,SEGA LC-T-300,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1058400
D2 v1.000 (2000)(Sega)(US)(Disc 1 of 4)[!][10S],D2,MK-51036,V1.000,20000707,USA/Canada,U,GD-ROM1/4,0799A10,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1058400
D2 v1.000 (2000)(Sega)(US)(Disc 2 of 4)[!][13S],D2,MK-51036,V1.000,20000707,USA/Canada,U,GD-ROM2/4,0799A10,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1058400
D2 v1.000 (2000)(Sega)(US)(Disc 3 of 4)[!],D2,MK-51036,V1.000,20000707,USA/Canada,U,GD-ROM3/4,0799A10,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1058400
D2 v1.000 (2000)(Sega)(US)(Disc 4 of 4)[!][4S],D2,MK-51036,V1.000,20000707,USA/Canada,U,GD-ROM4/4,0799A10,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1058400
Dabitsuku - Derby-ba o Tsukurou! v1.002 (2000)(Sega)(JP)[!][AKA Let's Become Derby Owner!],DABITSUKU,HDR-0084,V1.002,20000629,Japan/Asia,J,GD-ROM1/1,799810,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,3549168
Dabitsuku 2 v1.004 (2001)(Sega)(JP)[!],DABITSUKU2,HDR-0167,V1.004,20010712,Japan/Asia,J,GD-ROM1/1,799810,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,4252416
Dance Dance Revolution - Club Version - Dreamcast Edition v1.000 (2000)(Konami)(JP)[!],DDR CLUB VER 1000,T9508M,V1.000,20000228,Japan/Asia,J,GD-ROM1/1,0799B00,SEGA LC-T-95,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1058400
Dance Dance Revolution 2nd Mix - Dreamcast Edition v1.003 (1999)(Konami)(JP)[!],DANCE DANCE REVOLUTION 2NDMIX DREAMCAST EDITION,T9506M,V1.003,19991216,Japan/Asia,J,GD-ROM1/1,0799B00,SEGA LC-T-95,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1058400
Dancing Blade - Katteni Momo Tenshi II - Tears of Eden Kanzenban v1.001 (1999)(Konami)(JP)(Disc 1 of 2)[!],MOMOTENSHI2 DISC1,T9505M,V1.001,19990715,Japan/Asia,J,GD-ROM1/2,199800,SEGA LC-T-95,SEGA SEGAKATANA,SEGA ENTERPRISES,1ST_READ.BIN,1470000
