Redump Name,Game Title,Product ID,Version,Hardware,Marker ID,Build Date,Disc Type,Peripherals,Region
Ojousama Express (Japan) (Disc 2),OJOHSAMA EXPRESS,T-27803G,V1.005,SEGA SEGASATURN,SEGA TP T-278,19980627,CD-2/2,JME,J
Ojousama o Nerae!! (Japan),OJYOUSAMA WO NERAE,T-38101G,V1.002,SEGA SEGASATURN,SEGA TP T-381,19980605,CD-1/1,J,J
Ojousama o Nerae!! (Japan) (Rev A),OJYOUSAMA WO NERAE,T-38101G,V1.003,SEGA SEGASATURN,SEGA TP T-381,19980728,CD-1/1,J,J
Okudera Yasuhiko no Sekai o Mezase! Soccer Kids - Nyuumon-hen (Japan),OKEDERA YASUHIKONO SEKAIWO MEZASE! SOCCER KIDS NYUUMONHEN,T-26001G,V1.310,SEGA SEGASATURN,SEGA TP T-260,19960828,CD-1/1,JM,J
"Olympic Soccer (Europe) (En,Fr,De,Es,It)",OLYMPIC SOCCER,T-07904H50,V2.000,SEGA SEGASATURN,SEGA TP T-079,19960710,CD-1/1,J,E
Olympic Soccer (Germany),OLYMPIC SOCCER,T-07904H18,V2.000,SEGA SEGASATURN,SEGA TP T-079,19960712,CD-1/1,J,E
Olympic Soccer (Japan),OLYMPIC SOCCER,T-7304G,V1.002,SEGA SEGASATURN,SEGA TP T-073,19960725,CD-1/1,JT,JT
Olympic Soccer (USA),OLYMPIC SOCCER,T-07904H,V2.000,SEGA SEGASATURN,SEGA TP T-079,19960719,CD-1/1,J,U
Omakase! Savers (Japan),OMAKASE SAVERS 1,GS-9030,V1.002,SEGA SEGASATURN,SEGA ENTERPRISES,19960111,CD-1/1,J,JT
Ooedo Renaissance (Japan),OOEDO RENAISSANCE,T-9104G,V1.001,SEGA SEGASATURN,SEGA TP T-91,19971103,CD-1/1,JE,J
"Oracle no Houseki - Jewels of the Oracle (Japan) (En,Ja,Fr,De)",JEWELS OF THE ORACLE,T-1511G,V1.004,SEGA SEGASATURN,SEGA TP T-15,19960725,CD-1/1,JM,J
Ousama Game (Japan) (Disc 1) (Ichigo Disc),OHSAMAGAME,T-21904G,V1.001,SEGA SEGASATURN,SEGA TP T-219,19980407,CD-1/2,J,J
Ousama Game (Japan) (Disc 2) (Momo Disc),OHSAMAGAME,T-21904G,V1.001,SEGA SEGASATURN,SEGA TP T-219,19980407,CD-2/2,J,J
P.T.O. - Pacific Theater of Operations II (USA),PTO2,T-7604H,V1.000,SEGA SEGASATURN,SEGA TP T-76,19960903,CD-1/1,J,U
Pachinko Hall - Shinsou Daikaiten (Japan),Pachinko Hall Shinsou Daikaiten,T-37501G,V1.000,SEGA SEGASATURN,SEGA TP T-375,19980112,CD-1/1,J,J
Pachi-Slot Kanzen Kouryaku Uni-Colle '97 - Universal Collection (Japan),PachiSlot Kanzen Kouryaku Universal Collection '97                                                    FOR JAPAN,T-36501G,V1.002,SEGA SEGASATURN,SEGA TP T-365,19970804,CD-1/1,J,J
Pad Nifty (Japan),PAD NIFTY,GS-7101,V1.007,SEGA SEGASATURN,SEGA ENTERPRISES,19960701,CD-1/1,JKDF,J
Pad Nifty 1.1 & Habitat II (Japan),PAD NIFTY/HABITAT2,GS-7109,V1.003,SEGA SEGASATURN,SEGA ENTERPRISES,19971003,CD-1/1,JKDFM,J
Pandemonium! (Europe),PANDEMONIUM,MK-8109050,V1.300,SEGA SEGASATURN,SEGA ENTERPRISES,19970429,CD-1\1,J,E
Pandemonium! (USA),PANDEMONIUM,T-15914H,V1.001,SEGA SEGASATURN,SEGA TP T-159,19970226,CD-1/1,J,U
Paneltia Story - Koeln no Daibouken (Japan),PANELTIA,T-21510G,V1.002,SEGA SEGASATURN,SEGA TP T-215,19970117,CD-1/1,J,J
Panic-chan (Japan) (Rev A) (10M),PANIC CHAN,T-15010G,V1.003,SEGA SEGASATURN,SEGA TP T-150,19970426,CD-1/1,J,J
Panic-chan (Japan) (Rev A) (11M),PANIC CHAN,T-15010G,V1.003,SEGA SEGASATURN,SEGA TP T-150,19970426,CD-1/1,J,J
Panzer Dragoon (Europe) (Demo) (2S),PANZER DRAGOON,MK-81018,V0.910,SEGA SEGASATURN,SEGA ENTERPRISES,19950407,CD-1/1,J,AEL
Panzer Dragoon (Europe) (Demo) (5S),PANZER DRAGOON,MK-81018,V0.910,SEGA SEGASATURN,SEGA ENTERPRISES,19950407,CD-1/1,J,AEL
Panzer Dragoon (Europe) (Demo) (6S),PANZER DRAGOON,MK-81018,V0.910,SEGA SEGASATURN,SEGA ENTERPRISES,19950407,CD-1/1,J,AEL
"Panzer Dragoon (Europe) (En,Fr,De,Es,It)",PANZER DRAGOON,MK-81009,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19950414,CD-1/1,J,AEL
Panzer Dragoon (Japan) (2M),PANZER DRAGOON,GS-9015,V1.001,SEGA SEGASATURN,SEGA ENTERPRISES,19950210,CD-1/1,J,JT
"Panzer Dragoon (Japan) (3A, 3B)",PANZER DRAGOON,GS-9015,V1.001,SEGA SEGASATURN,SEGA ENTERPRISES,19950210,CD-1/1,J,JT
"Panzer Dragoon (Japan) (4A, 4B)",PANZER DRAGOON,GS-9015,V1.001,SEGA SEGASATURN,SEGA ENTERPRISES,19950210,CD-1/1,J,JT
Panzer Dragoon (Japan) (5A),PANZER DRAGOON,GS-9015,V1.001,SEGA SEGASATURN,SEGA ENTERPRISES,19950210,CD-1/1,J,JT
Panzer Dragoon (USA) (1S),PANZER DRAGOON,MK-81009,V1.001,SEGA SEGASATURN,SEGA ENTERPRISES,19950302,CD-1/1,J,BKUT
Panzer Dragoon (USA) (5S),PANZER DRAGOON,MK-81009,V1.001,SEGA SEGASATURN,SEGA ENTERPRISES,19950302,CD-1/1,J,BKUT
Panzer Dragoon II Zwei (Europe),PANZER DRAGOON  ZWEI,MK-81022,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19960314,CD-1/1,J,E
Panzer Dragoon II Zwei (Japan),PANZER DRAGOON  ZWEI,GS-9049,V1.001,SEGA SEGASATURN,SEGA ENTERPRISES,19960227,CD-1/1,J,JT
Panzer Dragoon II Zwei (USA),PANZER DRAGOON  ZWEI,MK-81022,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19960308,CD-1/1,J,JTU
Panzer Dragoon Saga (Europe) (Disc 1),J:AZEL PANZER DRAGOON RPG       U:PANZER DRAGOON SAGA,MK-81307,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19980309,CD-1/4,AEFJK,E
Panzer Dragoon Saga (Europe) (Disc 2),J:AZEL PANZER DRAGOON RPG       U:PANZER DRAGOON SAGA,MK-81307,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19980309,CD-2/4,AEFJK,E
Panzer Dragoon Saga (Europe) (Disc 3),J:AZEL PANZER DRAGOON RPG       U:PANZER DRAGOON SAGA,MK-81307,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19980309,CD-3/4,AEFJK,E
Panzer Dragoon Saga (Europe) (Disc 4),J:AZEL PANZER DRAGOON RPG       U:PANZER DRAGOON SAGA,MK-81307,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19980309,CD-4/4,AEFJK,E
Panzer Dragoon Saga (USA) (Disc 1),J:AZEL PANZER DRAGOON RPG       U:PANZER DRAGOON SAGA,MK-81307,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19980318,CD-1/4,AEFJK,U
Panzer Dragoon Saga (USA) (Disc 2),J:AZEL PANZER DRAGOON RPG       U:PANZER DRAGOON SAGA,MK-81307,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19980318,CD-2/4,AEFJK,U
Panzer Dragoon Saga (USA) (Disc 3),J:AZEL PANZER DRAGOON RPG       U:PANZER DRAGOON SAGA,MK-81307,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19980318,CD-3/4,AEFJK,U
Panzer Dragoon Saga (USA) (Disc 4),J:AZEL PANZER DRAGOON RPG       U:PANZER DRAGOON SAGA,MK-81307,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19980318,CD-4/4,AEFJK,U
Pappara Paoon (Japan) (2M),PAPPARA,23201G,V1.002,SEGA SEGASATURN,SEGA TP T-232,19951006,CD-1/1,J,J
Parodius (Europe),PARODIUS/FANTASTIC JOURNEY,T-9501H-50,V2.000,SEGA SEGASATURN,SEGA TP T-95,19950907,CD-1/1,J,E
Pastel Muses (Japan),PASTEL MUSES,T-30602G,V1.003,SEGA SEGASATURN,SEGA TP T-306,19970909,CD-1/1,J,J
PD Ultraman Link (Japan),PD ULTRAMAN LINK,T-13304G,V1.001,SEGA SEGASATURN,SEGA TP T-133,19951213,CD-1/1,J,J
Pebble Beach Golf Links - Stadler ni Chousen (Japan),Pebble Beach Golf Links,GS-9006,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19941227,CD-1/1,J,JT
Pebble Beach Golf Links (Europe) (3S),Pebble Beach Golf Links,MK-81101,V.001,SEGA SEGASATURN,SEGA ENTERPRISES,19950427,CD-1/1,J,AEL
Pebble Beach Golf Links (Europe) (4S),Pebble Beach Golf Links,MK-81101,V.001,SEGA SEGASATURN,SEGA ENTERPRISES,19950427,CD-1/1,J,AEL
Pebble Beach Golf Links (USA),Pebble Beach Golf Links,MK-81101,V.001,SEGA SEGASATURN,SEGA ENTERPRISES,19950407,CD-1/1,J,UKBT
PGA Tour 97 (Europe),PGA TOUR 97,T-5011H,V1.000,SEGA SEGASATURN,SEGA TP T-50,19961028,CD-1/1,JT,E
PGA Tour 97 (Japan),PGA TOUR 97,T-10619G,V1.000,SEGA SEGASATURN,SEGA TP T-106,19970627,CD-1/1,J,JT
PGA Tour 97 (USA),PGA TOUR 97,T-5011H,V1.000,SEGA SEGASATURN,SEGA TP T-50,19961027,CD-1/1,JT,U
PhantasM (Japan) (Disc 1),PHANTASM,T-36001G,V1.001,SEGA SEGASATURN,SEGA TP T-360,19970527,CD-1/8,JM,J
PhantasM (Japan) (Disc 2),PHANTASM,T-36001G,V1.001,SEGA SEGASATURN,SEGA TP T-360,19970527,CD-2/8,JM,J
PhantasM (Japan) (Disc 3) (2M),PHANTASM,T-36001G,V1.001,SEGA SEGASATURN,SEGA TP T-360,19970527,CD-3/8,JM,J
PhantasM (Japan) (Disc 4),PHANTASM,T-36001G,V1.001,SEGA SEGASATURN,SEGA TP T-360,19970527,CD-4/8,JM,J
PhantasM (Japan) (Disc 5),PHANTASM,T-36001G,V1.001,SEGA SEGASATURN,SEGA TP T-360,19970527,CD-5/8,JM,J
PhantasM (Japan) (Disc 6) (4M),PHANTASM,T-36001G,V1.002,SEGA SEGASATURN,SEGA TP T-360,19970606,CD-6/8,JM,J
PhantasM (Japan) (Disc 6) (5M),PHANTASM,T-36001G,V1.002,SEGA SEGASATURN,SEGA TP T-360,19970606,CD-6/8,JM,J
PhantasM (Japan) (Disc 7),PHANTASM,T-36001G,V1.001,SEGA SEGASATURN,SEGA TP T-360,19970527,CD-7/8,JM,J
PhantasM (Japan) (Disc 8),PHANTASM,T-36001G,V1.001,SEGA SEGASATURN,SEGA TP T-360,19970527,CD-8/8,JM,J
"Photo CD Operating System (Europe) (En,Ja,Fr,De,Es,It)",PHOTO CD OPERATING SYSTEM       MK-81681,SEGAVIEWER,V1.002,SEGA SEGASATURN,SEGA ENTERPRISES,19950912,CD-1/1,J,ET
"Photo CD Operating System (Europe) (En,Ja,Fr,De,Es,It) (2S)",PHOTO CD OPERATING SYSTEM       MK-81681,SEGAVIEWER,V1.002,SEGA SEGASATURN,SEGA ENTERPRISES,19950912,CD-1/1,J,ET
Photo Genic (Japan),PHOTO GENIC,T-1524G,V1.000,SEGA SEGASATURN,SEGA TP T-15,19971118,CD-1/1,J,J
"Photograph of a Crime, The - Hankou Shashin - Shibarareta Shoujo-tachi no Mita Mono wa (Japan)",HANKOU SYASHIN,T-15008G,V1.003,SEGA SEGASATURN,SEGA TP T-150,19960418,CD-1/1,J,J
Pia Carrot e Youkoso!! 2 (Japan) (Disc 1) (Game Disc) (2M),WELCOME TO PIA  CARROT 2,T-20114G,V1.002,SEGA SEGASATURN,SEGA TP T-201,19980827,CD-1/2,JW,J
Pia Carrot e Youkoso!! 2 (Japan) (Disc 1) (Game Disc) (3M),WELCOME TO PIA  CARROT 2,T-20114G,V1.002,SEGA SEGASATURN,SEGA TP T-201,19980827,CD-1/2,JW,J
Pia Carrot e Youkoso!! 2 (Japan) (Disc 1) (Game Disc) (4M),WELCOME TO PIA  CARROT 2,T-20114G,V1.002,SEGA SEGASATURN,SEGA TP T-201,19980827,CD-1/2,JW,J
Pia Carrot e Youkoso!! 2 (Japan) (Disc 2) (Special Disc) (1M),WELCOME TO PIA  CARROT 2,T-20114G,V1.001,SEGA SEGASATURN,SEGA TP T-201,19980818,CD-2/2,JW,J
Pia Carrot e Youkoso!! 2 (Japan) (Disc 2) (Special Disc) (2M),WELCOME TO PIA  CARROT 2,T-20114G,V1.001,SEGA SEGASATURN,SEGA TP T-201,19980818,CD-2/2,JW,J
Pia Carrot e Youkoso!! We've Been Waiting for You (Japan),PIACARROT,T-19708G,V1.002,SEGA SEGASATURN,SEGA TP T-197,19980114,CD-1/1,JME,J
PictFlash Don Don (Japan),"PICT FLUSH DON2 HITACHI,Ltd.    HITACHI MS      ICC",T-17811G,V1,SEGA SEGASATURN,SEGA TP T-178,19960723,CD-1/1,J,J
Pinball Graffiti (Europe),PINBALL GRAFFITI,T-6011H-50,V1.000,SEGA SEGASATURN,SEGA TP T-60,19961118,CD-1/1,J,E
Pinball Graffiti (Europe) (Demo),PINBALL GRAFFITI,T-6011H-50,V1.000,SEGA SEGASATURN,SEGA TP T-60,19961118,CD-1/1,J,E
Pinball Graffiti (Japan),PINBALL GRAFFITI,T-9101G,V1.000,SEGA SEGASATURN,SEGA TP T-91,19960628,CD-1/1,J,J
Planet Joker (Japan),PLANET JOKER,T-18711G,V1.000,SEGA SEGASATURN,SEGA TP T-187,19970307,CD-1/1,JEM,J
Playboy - Karaoke Collection Volume 1 (Japan),PLAYBOY KARAOKE Vol 1,T-2305G,V1.000,SEGA SEGASATURN,SEGA TP T-23,19960531,CD-1/2,J,J
Playboy - Karaoke Collection Volume 2 (Japan) (2M),PLAYBOY KARAOKE Vol 2,T-2305G,V1.000,SEGA SEGASATURN,SEGA TP T-23,19960531,CD-2/2,J,J
Pocket Fighter (Japan),POCKET FIGHTER,T-1230G,V1.002,SEGA SEGASATURN,SEGA TP T-12,19970419,CD-1/1,JW,JT
Policenauts (Japan) (Disc 1),POLICENAUTS,T-9510G,V1.000,SEGA SEGASATURN,SEGA TP T-95,19960701,CD-1/3,JMG,J
Policenauts (Japan) (Disc 2),POLICENAUTS,T-9510G,V1.000,SEGA SEGASATURN,SEGA TP T-95,19960701,CD-2/3,JMG,J
Policenauts (Japan) (Disc 3),POLICENAUTS,T-9510G,V1.000,SEGA SEGASATURN,SEGA TP T-95,19960701,CD-3/3,JMG,J
Popoitto Hebereke (Japan),POPOITO HEBELEKE,T-1504G,V1.002,SEGA SEGASATURN,SEGA TP T-15,19950127,CD-1/1,J,J
Powerslave (USA),POWER SLAVE,T-13205H,V1.000,SEGA SEGASATURN,SEGA TP T-132,19961008,CD-1/1,JA,U
Preview Sega Saturn Vol. 1 (Europe),SEGA EUROPE PREVIEW 1,SG0000000,V1.000,SEGA SEGASATURN,SEGA TP 3RD-PRT.,19960808,CART16M,J,JTUBKAEL
PriKura (Princess Kurara) Daisakusen (Japan),PURIKURA SAKUSEN,T-14409G,V1.001,SEGA SEGASATURN,SEGA TP T-144,19960928,CD-1/1,J,J
"Primal Rage (Europe) (En,Fr,De,Es,It,Pt)",PRIMAL RAGE,T-4802H-50,V1.000,SEGA SEGASATURN,SEGA TP T-48,19960501,CD-1/1,J,TBKAEL
Primal Rage (Japan),PRIMAL RAGE,T-18614G,V1.300,SEGA SEGASATURN,SEGA TP T-186,19971020,CD-1/1,J,J
Primal Rage (USA),PRIMAL RAGE,T-4802H,V1.000,SEGA SEGASATURN,SEGA TP T-48,19960429,CD-1/1,J,TU
Prime Selection Vol. 1 (Japan),DemoDemo CD including playable CLOCKWORK KNIGHT gekan                                                      11:30,GS-9029,V1.002,SEGA SEGASATURN,SEGA ENTERPRISES,19950615,CD-1/1,J,J
Princess Crown (Japan) (1M),Princess Crown,T-14418G,V1.004,SEGA SEGASATURN,SEGA TP T-144,19971102,CD-1/1,J,J
Princess Crown (Japan) (Rev A) (11M),Princess Crown,T-14418G,V1.005,SEGA SEGASATURN,SEGA TP T-144,19971203,CD-1/1,J,J
Princess Crown (Japan) (Rev A) (13M),Princess Crown,T-14418G,V1.005,SEGA SEGASATURN,SEGA TP T-144,19971203,CD-1/1,J,J
Princess Maker - Yumemiru Yousei (Japan),PRIMK 3S,T-35101G,V1.003,SEGA SEGASATURN,SEGA TP T-351,19980413,CD-1/1,J,J
Princess Maker 2 (Japan) (1M),PRINCESSMAKER2,T-5201G,V1.003,SEGA SEGASATURN,SEGA TP T-52,19950925,CD-1/1,J,J
Princess Maker 2 (Japan) (4M),PRINCESSMAKER2,T-5201G,V1.003,SEGA SEGASATURN,SEGA TP T-52,19950925,CD-1/1,J,J
Princess Quest (Japan),PRINCESSQUEST,T-24604G,V1.003,SEGA SEGASATURN,SEGA TP T-246,19980208,CD-1/1,J,J
Princess Quest (Japan) (Rev A) (11M),PRINCESSQUEST,T-24603G,V2.000,SEGA SEGASATURN,SEGA TP T-246,19980215,CD-1/1,J,J
Prisoner of Ice - Jashin Kourin (Japan),PRISONER OF ICE,T-26112G,V1.000,SEGA SEGASATURN,SEGA TP T-261,19971106,CD-1/1,JM,J
Private Idol Disc - Data-hen - Race Queen F (Japan),PRIVATE IDOL VOLUME 5 Race Queen F,T-30805G,V1.001,SEGA SEGASATURN,SEGA TP T-308,19961127,CD-1/1,J,J
Private Idol Disc - Data-hen - Race Queen G (Japan),PRIVATE IDOL VOLUME 6 Race Queen G,T-30806G,V1.002,SEGA SEGASATURN,SEGA TP T-308,19970101,CD-1/1,J,J
Private Idol Disc - Tokubetsu-hen - Can Gal '97 (Japan),PRIVATE IDOL VOLUME 8,T-30808G,V1.000,SEGA SEGASATURN,SEGA TP T-308,19970423,CD-1/1,J,J
Private Idol Disc - Tokubetsu-hen - Cosplayers (Japan) (2M),PRIVATE IDOL VOLUME 4 COSTUME PLAYERS,T-30804G,V1.003,SEGA SEGASATURN,SEGA TP T-308,19961024,CD-1/1,J,J
Private Idol Disc - Tokubetsu-hen - Kogal Daihyakka 100 (Japan),PRIVATE IDOL VOLUME 7,T-30807G,V1.001,SEGA SEGASATURN,SEGA TP T-308,19970317,CD-1/1,J,J
Private Idol Disc Vol. 1 - Yuu Kinoshita (Japan),PRIVATE IDOL    VOLUME 1        KINOSHITA YOU,T-30801G,V1.002,SEGA SEGASATURN,SEGA TP T-308,19960626,CD-1/1,J,J
Private Idol Disc Vol. 10 - Mai Masaki (Japan),PRIVATE IDOL VOLUME15,T-30817G,V1.001,SEGA SEGASATURN,SEGA TP T-308,19970926,CD-1/1,J,J
Private Idol Disc Vol. 11 - Mayumi Hirose (Japan) (2M),PRIVATE IDOL VOLUME16,T-30818G,V1.001,SEGA SEGASATURN,SEGA TP T-308,19971016,CD-1/1,J,J
Private Idol Disc Vol. 2 - Miki Uchiyama (Japan),PRIVATE IDOL VOLUME 2 UCHIYAMA MIKI,T-30802G,V1.001,SEGA SEGASATURN,SEGA TP T-308,19960717,CD-1/1,J,J
Private Idol Disc Vol. 3 - Akemi Ooshima (Japan) (2M),PRIVATE IDOL VOLUME 3 OHSHIMA AKEMI,T-30803G,V1.001,SEGA SEGASATURN,SEGA TP T-308,19960821,CD-1/1,J,J
Private Idol Disc Vol. 4 - Mirei Kuroda (Japan),PRIVATE IDOL VOLUME 9,T-30809G,V1.000,SEGA SEGASATURN,SEGA TP T-308,19970517,CD-1/1,J,J
Private Idol Disc Vol. 5 - Nanako Fujisaki (Japan),PRIVATE IDOL VOLUME10,T-30811G,V1.001,SEGA SEGASATURN,SEGA TP T-308,19970627,CD-1/1,J,J
Private Idol Disc Vol. 6 - Satomi Yoshida (Japan),PRIVATE IDOL VOLUME11,T-30813G,V1.001,SEGA SEGASATURN,SEGA TP T-308,19970728,CD-1/1,J,J
Private Idol Disc Vol. 7 - Kaori Asou (Japan),PRIVATE IDOL VOLUME12,T-30814G,V1.002,SEGA SEGASATURN,SEGA TP T-308,19970828,CD-1/1,J,J
Private Idol Disc Vol. 8 - Emiko Furukawa (Japan),PRIVATE IDOL VOLUME13,T-30815G,V1.001,SEGA SEGASATURN,SEGA TP T-308,19970919,CD-1/1,J,J
Private Idol Disc Vol. 9 - Keiko Nagamatsu (Japan),PRIVATE IDOL VOLUME14,T-30816G,V1.001,SEGA SEGASATURN,SEGA TP T-308,19970928,CD-1/1,J,J
Pro Mahjong Kiwame-S (Japan),KIWAME-S,T-16801G,V1.004,SEGA SEGASATURN,SEGA TP T-168,19951117,CD-1/1,J,J
Pro Mahjong Kiwame-S (Japan) (Rev A),KIWAME-S,T-16801G,V1.006,SEGA SEGASATURN,SEGA TP T-168,19960201,CD-1/1,J,J
Pro Shinan Mahjong - Tsuwamono (Japan),PROSHINANMAHJANG TUWAMONO,T-38501G,V1.004,SEGA SEGASATURN,SEGA TP T-385,19990601,CD-1/1,J,J
Pro Yakyuu Greatest Nine '97 - Make Miracle (Japan),GREATEST NINE97 MAKE MIRACLE,GS-9171,V1.001,SEGA SEGASATURN,SEGA ENTERPRISES,19970821,CD-1/1,J,J
Pro Yakyuu Greatest Nine '97 (Japan) (Rev A),GREATEST NINE 97,GS-9139,V1.017,SEGA SEGASATURN,SEGA ENTERPRISES,19970311,CD-1/1,J,J
Pro Yakyuu Greatest Nine '97 (Japan) (Rev B),GREATEST NINE 97,GS-9139,V1.019,SEGA SEGASATURN,SEGA ENTERPRISES,19970402,CD-1/1,J,J
Pro Yakyuu Greatest Nine '98 - Summer Action (Japan),GREATEST NINE98 SUMMER ACTION,GS-9202,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19980621,CD-1/1,J,J
Pro Yakyuu Greatest Nine '98 (Japan) (Rev A),GREATEST NINE98,GS-9185,V1.004,SEGA SEGASATURN,SEGA ENTERPRISES,19980301,CD-1/1,J,J
Pro Yakyuu Greatest Nine '98 (Japan) (Rev B),GREATEST NINE98,GS-9185,V1.005,SEGA SEGASATURN,SEGA ENTERPRISES,19980422,CD-1/1,J,J
Pro Yakyuu Team mo Tsukurou! (Japan),PRO YAKYUU TEAM MO TSUKUROU!,GS-9165,V1.005,SEGA SEGASATURN,SEGA ENTERPRISES,19980114,CD-1/1,J,JT
Pro Yakyuu Team mo Tsukurou! (Japan) (Rev B),PRO YAKYUU TEAM MO TSUKUROU!,GS-9165,V1.008,SEGA SEGASATURN,SEGA ENTERPRISES,19980616,CD-1/1,J,JT
Pro-Pinball - The Web (Europe),PRO PINBALL THE WEB,T-30701H,V1.005,SEGA SEGASATURN,SEGA TP T-307,19960624,CD-1/1,J,E
Pro-Pinball (USA),PRO PINBALL THE WEB,T-12520H,V1.000,SEGA SEGASATURN,SEGA TP T-125,19960916,CD-1/1,J,U
"Psychotron, The (Japan)",PSYCHOTRON,TS-18503G,V1.001,SEGA SEGASATURN,SEGA TP T-185,19951002,CD-1/1,JM,J
Pup-Breeder (Japan),PUP-BREEDER,T-29301G,V1.010,SEGA SEGASATURN,SEGA TP T-293,19960930,CD-1/1,J,J
"Puyo Puyo Sun (Japan) (1M, 3M)",PUYO PUYO SUN,T-6603G,V1.002,SEGA SEGASATURN,SEGA TP T-66,19970130,CD-1/1,J,J
Puyo Puyo Sun (Japan) (2M),PUYO PUYO SUN,T-6603G,V1.002,SEGA SEGASATURN,SEGA TP T-66,19970130,CD-1/1,J,J
Puyo Puyo Sun (Japan) (Rev A) (10M),PUYO PUYO SUN,T-6603G,V2.000,SEGA SEGASATURN,SEGA TP T-66,19970123,CD-1/1,J,J
Puyo Puyo Sun for SegaNet (Japan),PUYOSUN-NET,GS-7111,V1.005,SEGA SEGASATURN,SEGA ENTERPRISES,19970725,CD-1/1,JDX,J
"Puyo Puyo Tsuu (Japan) (1M, 4M)",PUYOPUYO2,T-6601G,V1.200,SEGA SEGASATURN,SEGA TP T-66,19950930,CD-1/1,J,JT
Puyo Puyo Tsuu (Japan) (3M),PUYOPUYO2,T-6601G,V1.200,SEGA SEGASATURN,SEGA TP T-66,19950930,CD-1/1,J,JT
"Puzzle Bobble 2X (Japan) (2M1, 2MB1)",PUZZLE BUBBLE 2X,T-1106G,V1.007,SEGA SEGASATURN,SEGA TP T-11,19960630,CD-1/1,J,JT
Puzzle Bobble 2X (Japan) (2M2),PUZZLE BUBBLE 2X,T-1106G,V1.007,SEGA SEGASATURN,SEGA TP T-11,19960630,CD-1/1,J,JT
Puzzle Bobble 3 (Japan) (1M),PUZZLE BOBBLE 3,T-1109G,V1.002,SEGA SEGASATURN,SEGA TP T-11,19970205,CD-1/1,J,JT
Puzzle Bobble 3 (Japan) (2M),PUZZLE BOBBLE 3,T-1109G,V1.002,SEGA SEGASATURN,SEGA TP T-11,19970205,CD-1/1,J,JT
Puzzle Bobble 3 for SegaNet (Japan),PUZZLE BOBBLE 3 FOR SEGANET,GS-7113,V1.005,SEGA SEGASATURN,SEGA ENTERPRISES,19970709,CD-1/1,JDX,J
Pyon Pyon Kyaruru no Mahjong Biyori (Japan) (2M),PYONPYONKYARURU NO MAJANBIYORI,T-31101G,V1.003,SEGA SEGASATURN,SEGA TP T-311,19961106,CD-1/1,J,J
Quake (Europe),QUAKE,MK-081066,V1.015,SEGA SEGASATURN,SEGA ENTERPRISES,19971024,CD-1/1,EATJ,E
Quake (USA),QUAKE,MK-081066,V1.019,SEGA SEGASATURN,SEGA ENTERPRISES,19971113,CD-1/1,EATJ,U
Quantum Gate I - Akumu no Joshou (Japan),QUANTUMGATE,T-18502G,V1.000,SEGA SEGASATURN,SEGA TP T-185,19950807,CD-1/1,JM,J
Quarterback Attack (USA),Quarterback Attack SATURN,T-16213H,V1.000,SEGA SEGASATURN,SEGA TP T-162,19951002,CD-1/1,J,U
Quiz Nanairo Dreams - Nijiiro-chou no Kiseki (Japan),QUIZ NANAIRO    DREAMS,T-1220G,V1.004,SEGA SEGASATURN,SEGA TP T-12,19970518,CD-1/1,J,J
Quiz Nanairo Dreams - Nijiiro-chou no Kiseki (Japan) (Rev A),QUIZ NANAIRO    DREAMS,T-1220G,V2.001,SEGA SEGASATURN,SEGA TP T-12,19970804,CD-1/1,J,J
QuoVadis (Japan),QUOVADIS,T-17401G,V1.05,SEGA SEGASATURN,SEGA TP T-174,19951102,CD-1/1,J,J
QuoVadis 2 - Wakusei Kyoushuu Ovan Rei (Japan) (Disc 1),QUOVADIS 2,T-17402G,V1.003,SEGA SEGASATURN,SEGA TP T-174,19970302,CD-1/2,J,J
QuoVadis 2 - Wakusei Kyoushuu Ovan Rei (Japan) (Disc 2),QUOVADIS 2,T-17402G,V1.003,SEGA SEGASATURN,SEGA TP T-174,19970302,CD-2/2,J,J
Rabbit (Japan),RABBIT,T-10610G,V1.001,SEGA SEGASATURN,SEGA TP T-106,19970627,CD-1/1,J,J
Race Drivin' (Japan) (2M),RACE DRIVIN',T-4802G,V1.000,SEGA SEGASATURN,SEGA TP T-48,19950331,CD-1/1,JAST,JU
Radiant Silvergun (Japan),RADIANT S.G,T-32902G,V1.002,SEGA SEGASATURN,SEGA TP T-329,19980611,CD-1/1,J,J
Rampage - World Tour (Europe),RAMPAGE WORLD TOUR,T-25416H50,V1.000,SEGA SEGASATURN,SEGA TP T-97,19971201,CD-1/1,JAT,E
