Redump Name,Game Title,Product ID,Version,Hardware,Marker ID,Build Date,Disc Type,Peripherals,Region
Enemy Zero (Japan) (Disc 1) (Game Disc) (Satakore),ENEMY ZERO,T-30004G,V1.000,SEGA SEGASATURN,SEGA TP T-300,19971017,CD-2/4,JE,J
Enemy Zero (Japan) (Disc 2) (Game Disc),ENEMY ZERO,T-30001G,V1.000,SEGA SEGASATURN,SEGA TP T-300,19961124,CD-3/4,JE,J
Enemy Zero (Japan) (Disc 2) (Game Disc) (1M),ENEMY ZERO,T-30001G,V1.000,SEGA SEGASATURN,SEGA TP T-300,19961124,CD-3/4,JE,J
Enemy Zero (Japan) (Disc 2) (Game Disc) (2M),ENEMY ZERO,T-30001G,V1.000,SEGA SEGASATURN,SEGA TP T-300,19961124,CD-3/4,JE,J
Enemy Zero (Japan) (Disc 2) (Game Disc) (Satakore),ENEMY ZERO,T-30004G,V1.000,SEGA SEGASATURN,SEGA TP T-300,19971017,CD-3/4,JE,J
Enemy Zero (Japan) (Disc 3) (Game Disc),ENEMY ZERO,T-30001G,V1.000,SEGA SEGASATURN,SEGA TP T-300,19961124,CD-4/4,JE,J
"Enemy Zero (Japan) (Disc 3) (Game Disc) (1M, 4M)",ENEMY ZERO,T-30001G,V1.000,SEGA SEGASATURN,SEGA TP T-300,19961124,CD-4/4,JE,J
Enemy Zero (Japan) (Disc 3) (Game Disc) (3M),ENEMY ZERO,T-30001G,V1.000,SEGA SEGASATURN,SEGA TP T-300,19961124,CD-4/4,JE,J
Enemy Zero (Japan) (Disc 3) (Game Disc) (Satakore),ENEMY ZERO,T-30004G,V1.000,SEGA SEGASATURN,SEGA TP T-300,19971017,CD-4/4,JE,J
Enemy Zero (USA) (Disc 0),ENEMY ZERO,MK-81076,V1.001,SEGA SEGASATURN,SEGA ENTERPRISES,19971021,CD-1/4,JE,JTU
Enemy Zero (USA) (Disc 1),ENEMY ZERO,MK-81076,V1.001,SEGA SEGASATURN,SEGA ENTERPRISES,19971021,CD-2/4,JE,JTU
Enemy Zero (USA) (Disc 2),ENEMY ZERO,MK-81076,V1.001,SEGA SEGASATURN,SEGA ENTERPRISES,19971021,CD-3/4,JE,JTU
Enemy Zero (USA) (Disc 3),ENEMY ZERO,MK-81076,V1.001,SEGA SEGASATURN,SEGA ENTERPRISES,19971021,CD-4/4,JE,JTU
Eternal Melody (Japan),ETERNALMELODY,T-27802G,V1.002,SEGA SEGASATURN,SEGA TP T-278,19960826,CD-1/1,JT,J
Eternal Melody (Japan) (Rev A),ETERNALMELODY,T-27802G,V2.000,SEGA SEGASATURN,SEGA TP T-278,19961028,CD-1/1,JT,J
Etude Prologue - Yureugoku Kokoro no Katachi (Japan),ETUDE PROLOGUE,T-37901G,V1.120,SEGA SEGASATURN,SEGA TP T-379,19981026,CD-1/1,JM,J
Eve - Burst Error (Japan) (Disc 1) (Kojiroh Disc),EVE burst error,T-15022G,V1.000,SEGA SEGASATURN,SEGA TP T-150,19961215,CD-1/4,J,J
Eve - Burst Error (Japan) (Disc 2) (Marina Disc),EVE burst error,T-15022G,V1.000,SEGA SEGASATURN,SEGA TP T-150,19961215,CD-2/4,J,J
Eve - Burst Error (Japan) (Disc 3) (Terror Disc),EVE burst error,T-15022G,V1.001,SEGA SEGASATURN,SEGA TP T-150,19961219,CD-3/4,J,J
Eve - Burst Error (Japan) (Disc 4) (Making Disc),EVE burst error,T-15022G,V1.000,SEGA SEGASATURN,SEGA TP T-150,19961213,CD-4/4,J,J
Eve - The Lost One (Japan) (Disc 1) (Kyoko Disc) (1M),EVE THE LOST ONE,T-15035G,V1.000,SEGA SEGASATURN,SEGA TP T-150,19980203,CD-1/4,J,J
Eve - The Lost One (Japan) (Disc 2) (Snake Disc) (2M),EVE THE LOST ONE,T-15035G,V1.000,SEGA SEGASATURN,SEGA TP T-150,19980203,CD-2/4,J,J
Eve - The Lost One (Japan) (Disc 3) (Lost One Disc) (1M),EVE THE LOST ONE,T-15035G,V1.000,SEGA SEGASATURN,SEGA TP T-150,19980203,CD-3/4,J,J
Eve - The Lost One (Japan) (Disc 3) (Lost One Disc) (2M),EVE THE LOST ONE,T-15035G,V1.000,SEGA SEGASATURN,SEGA TP T-150,19980203,CD-3/4,J,J
Eve - The Lost One (Japan) (Disc 4) (Extra Disc) (1M),EVE THE LOST ONE,T-15035G,V1.000,SEGA SEGASATURN,SEGA TP T-150,19980203,CD-4/4,J,J
Eve - The Lost One (Japan) (Disc 4) (Extra Disc) (2M),EVE THE LOST ONE,T-15035G,V1.000,SEGA SEGASATURN,SEGA TP T-150,19980203,CD-4/4,J,J
"Exhumed (Europe) (En,Fr,De,Es)",EXHUMED,MK-81084,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19960726,CD-1/1,J,E
Eyeful Home (Japan),OREGON AND BASIC,GS-9083,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19951211,CD-1/1,J,J
F-1 Challenge (Europe),F1 Challenge,MK-81206,V0.950,SEGA SEGASATURN,SEGA ENTERPRISES,19951227,CD-1/1,JS,E
F1 Challenge (USA),F1 Challenge,MK-81206,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19960124,CD-1/1,JS,U
F-1 Live Information (Japan),F1LiveInformation,GS-9035,V1.009,SEGA SEGASATURN,SEGA ENTERPRISES,19951009,CD-1/1,JS,JT
Falcom Classics (Japan) (Disc 1) (Game Disc),FALCOM CLASSICS,T-31503G,V1.015,SEGA SEGASATURN,SEGA TP T-315,19970913,CD-1/2,J,J
Falcom Classics (Japan) (Disc 2) (Special CD),FALCOM CLASSICS,T-31503G,V1.007,SEGA SEGASATURN,SEGA TP T-315,19971006,CD-2/2,JP,J
Falcom Classics II (Japan),FALCOM CLASSICS2,T-31505G,V1.004,SEGA SEGASATURN,SEGA TP T-315,19980919,CD-1/1,J,J
Falcom Classics II (Japan) (Genteiban),FALCOM CLASSICS2,T-31504G,V1.004,SEGA SEGASATURN,SEGA TP T-315,19980919,CD-1/1,J,J
Fantastep (Japan),FANTA STEP,T-5710G,V1.002,SEGA SEGASATURN,SEGA TP T-57,19970306,CD-1/1,JE,J
Farland Saga - Toki no Michishirube (Japan),FARLANDSAGA2,T-32511G,V1.000,SEGA SEGASATURN,SEGA TP T-325,19981104,CD-1/1,J,J
Farland Saga (Japan),FARLANDSAGA,T-32507G,V1.060,SEGA SEGASATURN,SEGA TP T-325,19971205,CD-1/1,JM,J
Farland Story - Habou no Mai (Japan),FARLAND STORY   HABOU NO MAI,T-32505G,V1.002,SEGA SEGASATURN,SEGA TP T-325,19970205,CD-1/1,JM,J
Father Christmas (Japan),FATHER CHRISTMAS,T-18504G,V1.000,SEGA SEGASATURN,SEGA TP T-185,19951008,CD-1/1,J,J
FEDA Remake! The Emblem of Justice (Japan),FEDA REMAKE,T-21001G,V1.003,SEGA SEGASATURN,SEGA TP T-210,19960324,CD-1/1,J,J
"FIFA - Die WM-Qualifikation 98 (Germany) (En,Fr,De,Es,It,Nl,Sv)",FIFA - ROAD TO  WORLD CUP 98,T-5025H-50,V1.000,SEGA SEGASATURN,SEGA TP 69,19971128,CD-1/1,JT,E
"FIFA - En Route pour la Coupe du Monde 98 (France) (En,Fr,De,Es,It,Nl,Sv)",FIFA - ROAD TO  WORLD CUP 98,T-5025H-50,V1.000,SEGA SEGASATURN,SEGA TP 69,19971128,CD-1/1,JT,E
"FIFA - Road to World Cup 98 (Europe) (En,Fr,De,Es,It,Nl,Sv)",FIFA - ROAD TO  WORLD CUP 98,T-5025H-50,V1.000,SEGA SEGASATURN,SEGA TP 69,19971128,CD-1/1,JT,E
"FIFA - Road to World Cup 98 (Italy) (En,Fr,De,Es,It,Nl,Sv)",FIFA - ROAD TO  WORLD CUP 98,T-5025H-50,V1.000,SEGA SEGASATURN,SEGA TP 69,19971128,CD-1/1,JT,E
"FIFA - Road to World Cup 98 (USA) (En,Fr,De,Es,It,Nl,Sv)",FIFA - ROAD TO  WORLD CUP 98,T-5025H,V1.000,SEGA SEGASATURN,SEGA TP 69,19971128,CD-1/1,JT,U
"FIFA - Rumbo al Mundial 98 (Spain) (En,Fr,De,Es,It,Nl,Sv)",FIFA - ROAD TO  WORLD CUP 98,T-5025H-50,V1.000,SEGA SEGASATURN,SEGA TP 69,19971128,CD-1/1,JT,E
"FIFA 97 (Europe) (En,Fr,De,Es,It,Sv)",FIFA 97,T-5017H,V1.000,SEGA SEGASATURN,SEGA TP 69,19970216,CD-1/1,J,E
"FIFA 97 (France) (En,Fr,De,Es,It,Sv)",FIFA 97,T-5017H,V1.000,SEGA SEGASATURN,SEGA TP 69,19970216,CD-1/1,J,E
"FIFA 97 (Germany) (En,Fr,De,Es,It,Sv)",FIFA 97,T-5017H,V1.000,SEGA SEGASATURN,SEGA TP 69,19970216,CD-1/1,J,E
"FIFA Soccer 96 (Europe) (En,Fr,De,Es,It,Sv)",FIFA SOCCER '96,T-5003H,V1.000,SEGA SEGASATURN,SEGA TP T-500,19951201,CD-1/1,J,E
FIFA Soccer 96 (Japan),FIFA 96 SOCCER,T-10606G,V1.000,SEGA SEGASATURN,SEGA TP T-106,19960130,CD-1/1,J,J
"FIFA Soccer 96 (USA) (En,Fr,De,Es,It,Sv)",FIFA SOCCER '96,T-5003H,V1.000,SEGA SEGASATURN,SEGA TP T-500,19951201,CD-1/1,J,U
"FIFA Soccer 97 (USA) (En,Fr,De,Es,It,Sv)",FIFA 97,T-5017H,V1.001,SEGA SEGASATURN,SEGA TP T-50,19970228,CD-1/1,J,U
Fighter's History Dynamite (Japan),FIGHTERS HISTORY DYNAMITE,GS-9107,V1.001,SEGA SEGASATURN,SEGA ENTERPRISES,19970510,CD-1/1,JW,JT
Fighters Megamix (Europe),FIGHTERS MEGAMIX,MK-81073,V1.002,SEGA SEGASATURN,SEGA ENTERPRISES,19970407,CD-1/1,J,E
Fighters Megamix (Japan),FIGHTERS MEGAMIX,GS-9126,V1.001,SEGA SEGASATURN,SEGA ENTERPRISES,19961209,CD-1/1,J,J
Fighters Megamix (Japan) (1M),FIGHTERS MEGAMIX,GS-9126,V1.001,SEGA SEGASATURN,SEGA ENTERPRISES,19961209,CD-1/1,J,J
Fighters Megamix (Japan) (2M),FIGHTERS MEGAMIX,GS-9126,V1.001,SEGA SEGASATURN,SEGA ENTERPRISES,19961209,CD-1/1,J,J
Fighters Megamix (USA),FIGHTERS MEGAMIX,MK-81073,V1.004,SEGA SEGASATURN,SEGA ENTERPRISES,19970411,CD-1/1,J,U
Fighters Megamix (USA) (RE),FIGHTERS MEGAMIX,MK-81073,V1.004,SEGA SEGASATURN,SEGA ENTERPRISES,19970418,CD-1/1,J,U
Fighting Vipers (Europe),FIGHTING VIPERS,MK-81041,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19960920,CD-1/1,J,E
Fighting Vipers (Japan) (Rev A),FIGHTING VIPERS,GS-9101,V1.010,SEGA SEGASATURN,SEGA ENTERPRISES,19960818,CD-1/1,J,J
Fighting Vipers (Japan) (Rev C),FIGHTING VIPERS,GS-9101,V1.013,SEGA SEGASATURN,SEGA ENTERPRISES,19960918,CD-1/1,J,J
Fighting Vipers (Korea),FIGHTING VIPERS,MK-81041,V1.002,SEGA SEGASATURN,SEGA ENTERPRISES,19960917,CD-1/1,J,TJ
"Fighting Vipers (USA) (5S, 6S)",FIGHTING VIPERS,MK-81041,V2.000,SEGA SEGASATURN,SEGA ENTERPRISES,19961011,CD-1/1,J,U
Final Fight Revenge (Japan),FINAL FIGHT REVENGE,T-1248G,V1.004,SEGA SEGASATURN,SEGA TP T-12,20000208,CD-1/1,JW,J
Find Love 2 - Rhapsody (Japan) (Disc 1),FINDLOVE2,T-34605G,V1.008,SEGA SEGASATURN,SEGA TP T-346,19981015,CD-1/2,J,J
Find Love 2 - Rhapsody (Japan) (Disc 2),FINDLOVE2,T-34605G,V1.008,SEGA SEGASATURN,SEGA TP T-346,19981015,CD-2/2,J,J
Find Love 2 - The Prologue (Japan),FINDLOVE PROLOGUE,T-34604G,V1.006,SEGA SEGASATURN,SEGA TP T-346,19980410,CD-1/1,J,J
Fire Pro Gaiden Blazing Tornado (Japan),SS BLAZING TORNAOD,T-4302G,V1.005,SEGA SEGASATURN,SEGA TP T-43,19950719,CD-1/1,J,J
Fire Prowrestling S - 6Men Scramble (Japan) (1M),FIRE PROWRESTLING S 6MEN SCRAMBLE,T-4308G,V1.005,SEGA SEGASATURN,SEGA TP T-43,19961125,CD-1/1,JT,J
Fire Prowrestling S - 6Men Scramble (Japan) (2M),FIRE PROWRESTLING S 6MEN SCRAMBLE,T-4308G,V1.005,SEGA SEGASATURN,SEGA TP T-43,19961125,CD-1/1,JT,J
"Firestorm - Thunderhawk 2 (Europe) (En,Fr)",E:FIRESTORM THUNDERHAWK 2  J:THUNDERHAWK 2 U:THUNDERSTRIKE 2,T-11501H00,V1.000,SEGA SEGASATURN,SEGA TP T-115,19951108,CD-1/1,J,E
Firestorm - Thunderhawk 2 (Germany),E:FIRESTORM THUNDERHAWK 2  J:THUNDERHAWK 2 U:THUNDERSTRIKE 2,T-11501H00,V1.000,SEGA SEGASATURN,SEGA TP T-115,19951108,CD-1/1,J,E
Fishing Koushien (Japan),FISHING KOSHIEN,T-24901G,V1.001,SEGA SEGASATURN,SEGA TP T-249,19960119,CD-1/1,J,J
Fishing Koushien II (Japan),FISHING KOSHIEN2,T-24904G,V1.000,SEGA SEGASATURN,SEGA TP T-249,19970327,CD-1/1,J,J
Fist (Japan),FIST,T-15015G,V1.001,SEGA SEGASATURN,SEGA TP T-150,19961001,CD-1/1,J,J
Formula Grand Prix - Team Un'ei Simulation (Japan),FORMULA GRAND PRIX,T-7309G,V1.001,SEGA SEGASATURN,SEGA TP T-73,19971008,CD-1/1,J,J
"Formula Karts - Special Edition (Europe) (En,Fr,De,Es)",FORMULA KARTS,MK-81282,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19971007,CD-1/1,JAS,E
Frank Thomas Big Hurt Baseball (Europe),FRANK THOMAS BIG HURT BASEBALL,T-8138H-50,V1.000,SEGA SEGASATURN,SEGA TP T-81,19960519,CD-1/1,JT,E
Frank Thomas Big Hurt Baseball (Japan),FRANK THOMAS BIG HURT BASEBALL,T-8111G,V1.003,SEGA SEGASATURN,SEGA TP T-81,19960620,CD-1/1,JT,J
Frank Thomas Big Hurt Baseball (USA),FRANK THOMAS BIG HURT BASEBALL,T-8138H,V1.000,SEGA SEGASATURN,SEGA TP T-81,19960519,CD-1/1,JT,U
Frankenstein - Through the Eyes of the Monster (Europe),FRANKENSTEIN THROUGH THE EYES OFTHE MONSTER,T-12511H,V1.200,SEGA SEGASATURN,SEGA TP T-125,19970611,CD-1/1,JAT,E
Free Talk Studio - Mari no Kimamana Oshaberi (Japan),FREE TALK STUDIO,T-20504G,V1.003,SEGA SEGASATURN,SEGA TP T-205,19970328,CD-1/1,J,J
Friends - Seishun no Kagayaki (Japan) (Disc 1) (Game Disc),FRIENDS,T-20109G,V1.003,SEGA SEGASATURN,SEGA TP T-201,19990329,CD-1/2,JW,J
Friends - Seishun no Kagayaki (Japan) (Disc 2) (Special Disc),FRIENDS,T-20109G,V1.003,SEGA SEGASATURN,SEGA TP T-201,19990329,CD-2/2,JW,J
From TV Animation Slam Dunk - I Love Basketball (Japan),SLAM DUNK,T-13301G,V1.000,SEGA SEGASATURN,SEGA TP T-133,19950713,CD-1/1,J,J
Fully Cowled Mini Yonku - Super Factory (Japan) (Rev A) (10M),MINI-4WD-SF,T-26407G,V1.008,SEGA SEGASATURN,SEGA TP T-264,19970626,CD-1/1,JT,J
Fully Cowled Mini Yonku - Super Factory (Japan) (Rev A) (11M),MINI-4WD-SF,T-26407G,V1.008,SEGA SEGASATURN,SEGA TP T-264,19970626,CD-1/1,JT,J
Funky Fantasy (Japan),FUNKY_FANTASY,T-20002G,V1.004,SEGA SEGASATURN,SEGA TP T-200,19961017,CD-1/1,J,JT
Funky Head Boxers (Japan),FUNKEY HEAD BOXERS,T-20003G,V1.003,SEGA SEGASATURN,SEGA TP T-200,19961130,CD-1/1,J,JT
Funky Head Boxers Plus (Japan),FUNKEY HEAD BOXERS PLUS,T-20004G,V1.001,SEGA SEGASATURN,SEGA TP T-200,19970326,CD-1/1,J,JT
Fushigi no Kuni no Angelique (Japan),WONDER_ANGELIQUE,T-7634G,V1.000,SEGA SEGASATURN,SEGA TP T-76,19961217,CD-1/1,J,J
Fuusui Sensei - Feng-Shui Master (Japan),Fengshui Master,T-21701G,V1.000,SEGA SEGASATURN,SEGA TP T-217,19960906,CD-1/1,JE,J
G Vector (Japan),GVECTOR,T-30603G,V1.005,SEGA SEGASATURN,SEGA TP T-306,19970827,CD-1/1,JAE,J
Gaia Breeder (Japan),GAIA BREEDER,T-34801G,V1.001,SEGA SEGASATURN,SEGA TP T-348,19971006,CD-1/1,J,J
Gakkou no Kaidan (Japan),GAKKOU NO KWAIDAN,GS-9026,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19950518,CD-1/1,JM,J
Gakkou no Kowai Uwasa - Hanako-san ga Kita!! (Japan),HANAKOSANGA KITA,T-1205G,V1.002,SEGA SEGASATURN,SEGA TP T-12,19950710,CD-1/1,J,J
Gal Jan (Japan),GALJAN,T-29101G,V1.000,SEGA SEGASATURN,SEGA TP T-291,19960705,CD-1/1,J,J
Galactic Attack (Europe),GALACTIC ATTACK,T-8116H-50,V1.000,SEGA SEGASATURN,SEGA TP T-81,19951027,CD-1/1,J,E
Galactic Attack (USA),GALACTIC ATTACK,T-8116H,V1.000,SEGA SEGASATURN,SEGA TP T-81,19951024,CD-1/1,J,U
Galaxy Fight - Universal Warriors (Japan),GALAXY FIGHT                                    GALAXY FIGHT,T-1510G,V1.002,SEGA SEGASATURN,SEGA TP T-15,19951122,CD-1/1,J,J
Galaxy Fight (Europe),GALAXY FIGHT                                    GALAXY FIGHT,T-1504H-50,V1.000,SEGA SEGASATURN,SEGA TP T-15,19960115,CD-1/1,J,E
Galaxy Fight (USA),GALAXY FIGHT                                    GALAXY FIGHT,T-1504H,V1.002,SEGA SEGASATURN,SEGA TP T-15,19960314,CD-1/1,J,U
"Gale Racer (Japan) (En,Ja) (1A)",GALE RACER,GS-9003,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19941109,CD-1/1,JAS,JT
"Gale Racer (Japan) (En,Ja) (2A)",GALE RACER,GS-9003,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19941109,CD-1/1,JAS,JT
Gals Panic SS (Japan),GALS PANIC SS,T-29002G,V1.005,SEGA SEGASATURN,SEGA TP T-290,19960902,CD-1/1,J,J
Game Basic for SegaSaturn (Japan),GAME BASIC for SEGASATURN,T-2111G,V1.002,SEGA SEGASATURN,SEGA TP T-21,19980416,CD-1/1,AEFGJKMSTZ,J
Game de Seishun (Japan) (Rev A),GAME DE SEISYUN,T-19711G,V2.000,SEGA SEGASATURN,SEGA TP T-197,19980223,CD-1/1,JT,J
Game Nihonshi - Kakumeiji Oda Nobunaga (Japan),GEIMU NIHONSHI,T-7633G,V1.001,SEGA SEGASATURN,SEGA TP T-76,19970308,CD-1/1,J,J
Game no Tatsujin (Japan) (4M),GAME NO TATSUJIN,T-1502G,V1.004,SEGA SEGASATURN,SEGA TP T-15,19950508,CD-1/1,JM,J
Game no Tatsujin (Japan) (Rev A),GAME NO TATSUJIN,T-1502G,V2.000,SEGA SEGASATURN,SEGA TP T-15,19950608,CD-1/1,JM,J
Game no Tatsujin 2 (Japan),GAMENOTATSUJIN 2,T-1509G,V1.006,SEGA SEGASATURN,SEGA TP T-15,19960130,CD-1/1,JM,J
Game no Tetsujin - The Shanghai (Japan),THE IRONMAN OF THE GAMES,T-1506G,V1.000,SEGA SEGASATURN,SEGA TP T-15,19950815,CD-1/1,JM,J
"Game of Life, The - DX Jinsei Game (Japan)",DX JINSEI GAME,T-10302G,V1.002,SEGA SEGASATURN,SEGA TP T-103,19951106,CD-1/1,JT,J
"Game of Life, The - DX Jinsei Game (Japan) (Rev A)",DX JINSEI GAME,T-10302G,V1.003,SEGA SEGASATURN,SEGA TP T-103,19951116,CD-1/1,JT,J
"Game of Life, The - DX Jinsei Game (Japan) (Rev B)",DX JINSEI GAME,T-10302G,V1.005,SEGA SEGASATURN,SEGA TP T-103,19960129,CD-1/1,JT,J
"Game of Life, The - DX Jinsei Game II (Japan) (2M)",DX JINSEI GAME II,T-10310G,V1.002,SEGA SEGASATURN,SEGA TP T-103,19970603,CD-1/1,JT,J
Game Tengoku - The Game Paradise! (Japan),GAME TENGOKU,T-5712G,V1.003,SEGA SEGASATURN,SEGA TP T-57,19970414,CD-1/1,J,J
Game-Ware (Japan),GAME-WARE vol.1,T-17002G,V1.02,SEGA SEGASATURN,SEGA TP T-170,19960312,CD-1/1,J,J
Game-Ware Vol. 2 (Japan),GAME-WARE vol.2,T-17003G,V1.02,SEGA SEGASATURN,SEGA TP T-170,19960604,CD-1/1,J,J
Game-Ware Vol. 3 (Japan),GAME-WARE vol.3,T-17004G-T,V1.00,SEGA SEGASATURN,SEGA TP T-170,19960824,CD-1/1,J,J
Game-Ware Vol. 4 (Japan) (Disc A),GAME-WARE vol.4,T-17005G,V1.004,SEGA SEGASATURN,SEGA TP T-170,19970210,CD-1/2,J,J
Game-Ware Vol. 4 (Japan) (Disc B),GAME-WARE vol.4,T-17005G,V1.002,SEGA SEGASATURN,SEGA TP T-170,19970203,CD-2/2,J,J
Game-Ware Vol. 5 (Japan) (Disc A),GAME-WARE vol.5,T-17006G,V1.01,SEGA SEGASATURN,SEGA TP T-170,19970519,CD-1/2,J,J
Game-Ware Vol. 5 (Japan) (Disc B),GAME-WARE vol.5,T-17006G,V1.00,SEGA SEGASATURN,SEGA TP T-170,19970502,CD-2/2,J,J
"Garou Densetsu 3 - Road to the Final Victory (Japan) (En,Ja)",GAROU_DENSETSU_3,T-3102G,V1.000,SEGA SEGASATURN,SEGA TP T-31,19960609,CD-1/1,J,JT
Gebockers (Japan),GEBOCKERS,T-5303G,V1.001,SEGA SEGASATURN,SEGA TP T-53,19960111,CD-1/1,JC,J
GeGeGe no Kitarou - Gentou Kaikitan (Japan),GEGEGE NO KITAROU GENTOU KAIKITAN,T-13310G,V1.004,SEGA SEGASATURN,SEGA TP T-133,19961202,CD-1/1,J,J
Gekiretsu Pachinkers (Japan),GEKIRETSU PACHINKERS,T-29601G,V1.200,SEGA SEGASATURN,SEGA TP T-296,19960610,CD-1/1,J,J
Gekirindan (Japan),GEKIRINDAN,T-7008G,V1.001,SEGA SEGASATURN,SEGA TP T-70,19970220,CD-1/1,J,JT
Gekitotsu Koushien (Japan),GEKITOTSUKOSHIEN,T-6701G,V1.002,SEGA SEGASATURN,SEGA TP T-67,19970705,CD-1/1,J,J
Gekka Mugentan Torico (Japan) (Disc A) (Kyouchou-hen) (1M),GEKKAMUGENTAN,GS-9056,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19960520,CD-1/2,J,J
Gekka Mugentan Torico (Japan) (Disc A) (Kyouchou-hen) (2M),GEKKAMUGENTAN,GS-9056,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19960520,CD-1/2,J,J
Gekka Mugentan Torico (Japan) (Disc B) (Houkai-hen) (1M),GEKKAMUGENTAN,GS-9056,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19960520,CD-2/2,J,J
Gekka Mugentan Torico (Japan) (Disc B) (Houkai-hen) (2M),GEKKAMUGENTAN,GS-9056,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19960520,CD-2/2,J,J
Gekka no Kishi - Ouryuu-sen (Japan),GEKKA NO KISHI            SATURN,T-20606G,V1.001,SEGA SEGASATURN,SEGA TP T-206,19960915,CD-1/1,JM,J
Gensou Suikoden (Japan),GENSO SUIKODEN,T-9525G,V1.006,SEGA SEGASATURN,SEGA TP T-95,19980701,CD-1/1,J,J
Gex (Europe),GEX                                                             GEX,T-15904H50,V1.000,SEGA SEGASATURN,SEGA TP T-159,19951120,CD-1/1,J,E
Gex (Japan),GEX                                                             GEX,T-15904G,V1.000,SEGA SEGASATURN,SEGA TP T-159,19951121,CD-1/1,J,J
Gex (USA),GEX                                                             GEX,T-15904H,V1.000,SEGA SEGASATURN,SEGA TP T-159,19951118,CD-1/1,J,U
Ghen War (Europe),GHEN WAR,T-7010H-50,V1.000,SEGA SEGASATURN,SEGA TP T-070,19960228,CD-1/1,J,E
Ghen War (Japan),GHEN WAR,T-7004G,V1.047,SEGA SEGASATURN,SEGA TP T-70,19960312,CD-1/1,J,JT
Ghen War (USA),GHEN WAR,MK-81001,V1.034,SEGA SEGASATURN,SEGA ENTERPRISES,19951026,CD-1\1,J,UT
Ginga Eiyuu Densetsu (Japan),GINGA EIYU DENSETSU,T-22301G,V1.004,SEGA SEGASATURN,SEGA TP T-223,19961105,CD-1/1,J,J
Ginga Eiyuu Densetsu Plus (Japan),GINGA EIYUU DENSETSU PLUS,T-22303G,V1.003,SEGA SEGASATURN,SEGA TP T-223,19970903,CD-1/1,J,J
Ginga Ojousama Densetsu Yuna - Mika Akitaka Illust Works (Japan),YUNA MIKA AKITAKA ILLUST WORKS,T-14308G,V1.000,SEGA SEGASATURN,SEGA TP T-143,19961016,CD-1/1,J,J
Ginga Ojousama Densetsu Yuna - Mika Akitaka Illust Works 2 (Japan),Mika Akitaka    Illust Works 2,T-14323G,V1.000,SEGA SEGASATURN,SEGA TP T-143,19971114,CD-1/1,J,J
Ginga Ojousama Densetsu Yuna 3 - Lightning Angel (Japan),YUNA3           Lightning Angel,T-14311G,V1.001,SEGA SEGASATURN,SEGA TP T-143,19971023,CD-1/1,J,J
Ginga Ojousama Densetsu Yuna Remix (Japan),YUNA REMIX,T-14307G,V1.002,SEGA SEGASATURN,SEGA TP T-143,19961115,CD-1/1,J,J
Girl Doll Toy - Tamashii o Kudasai (Japan),GIRL DOLL TOY,T-37002G,V1.001,SEGA SEGASATURN,SEGA TP T-370,19981125,CD-1/1,J,J
Girls in Motion Puzzle Vol. 1 - Hiyake no Omoide + Himekuri (Japan),HIYAKE NO OMOIDE,T-21002G,V1.004,SEGA SEGASATURN,SEGA TP P-210,19951109,CD-1/1,JM,J
Girls in Motion Puzzle Vol. 2 - Body Special 264 (Japan),BODY SPECIAL 264,T-21003G,V1.000,SEGA SEGASATURN,SEGA TP P-210,19960621,CD-1/1,JM,J
Go III Professional - Taikyoku Igo (Japan),GO III PROFESSIONAL,T-29003G,V1.002,SEGA SEGASATURN,SEGA TP T-290,19970509,CD-1/1,JM,J
Godzilla - Rettou Shinkan (Japan),GODZILLA,GS-9050,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19951127,CD-1/1,JM,JT
Goiken Muyou - Anarchy in the Nippon (Japan),GOIKENMUYO,T-28902G,V1.001,SEGA SEGASATURN,SEGA TP T-289,19970808,CD-1/1,J,J
Gokujou Parodius Da! Deluxe Pack (Japan),GOKUJOU PARODIUS,T-9501G,V1.001,SEGA SEGASATURN,SEGA TP T-95,19950408,CD-1/1,J,JT
Gokujou Parodius Da! Deluxe Pack (Japan) (Rev A),GOKUJOU PARODIUS,T-9501G,V1.002,SEGA SEGASATURN,SEGA TP T-95,19950531,CD-1/1,J,JT
Golden Axe - The Duel (Europe),GOLDEN AXE THE DUEL,MK-81045,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19960201,CD-1/1,J,E
Golden Axe - The Duel (Japan) (2M),GOLDEN AXE THE DUEL,GS-9041,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19950714,CD-1/1,J,JT
Golden Axe - The Duel (USA),GOLDEN AXE THE DUEL,MK-81045,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19960201,CD-1/1,J,UTJ
